Wavelength (nm),% Transmission
3658,33.84954436
3658,32.90212472
3659,32.50711276
3660,32.57543097
3661,32.1333154
3663,31.99120616
3664,31.76130032
3664,31.90916819
3665,30.88823747
3666,31.41290126
3667,30.88487844
3669,30.48995777
3670,30.56408648
3670,29.87209057
3671,28.76869416
3672,30.3332205
3673,29.58544016
3675,27.98217199
3675,28.71235058
3676,27.99744921
3677,27.92111736
3678,27.7006241
3679,27.59774435
3681,27.69898781
3681,27.59238585
3682,26.82530587
3683,26.93011041
3684,26.51656312
3685,25.47822799
3687,26.7076944
3687,26.83395047
3688,25.40703374
3689,24.92858396
3690,25.57227567
3691,24.44576237
3693,25.02260022
3694,25.0343156
3694,24.35168934
3695,23.71521814
3696,24.83934439
3697,23.8819051
3699,23.69765668
3700,23.32458008
3700,22.87960994
3701,24.00058184
3702,22.51068887
3703,22.19091004
3705,21.60172174
3706,22.76525333
3706,21.83112078
3707,22.98902296
3708,21.73093551
3709,21.75372838
3710,21.45225508
3712,21.48800435
3712,20.55368501
3713,20.97110873
3714,21.07622153
3715,20.48719602
3716,20.07226672
3718,19.61574238
3718,21.58565333
3719,20.18490047
3720,19.99494473
3721,19.11881238
3722,19.41821298
3724,19.92271372
3725,19.09172368
3725,19.01321193
3726,17.98318764
3727,18.57421116
3728,18.77489469
3729,18.77967356
3731,19.23397581
3731,18.60187531
3732,18.67067436
3733,19.02625629
3734,18.97290307
3735,18.66775156
3737,18.94479997
3738,17.70285096
3738,18.01825792
3739,17.90705001
3740,16.98627563
3741,17.76178566
3742,18.75158871
3744,17.95243963
3744,17.77321675
3745,18.32081755
3746,18.21800445
3747,17.95116315
3748,17.12022336
3749,17.2412566
3751,17.27361788
3751,17.71180459
3752,17.10644583
3753,17.1165269
3754,16.27767823
3755,16.38002234
3756,16.74448322
3758,16.73111659
3758,16.76811212
3759,16.20930461
3760,16.4338053
3761,17.40681909
3762,17.81992955
3764,17.16566348
3765,17.58325458
3765,17.85061773
3766,16.57451193
3767,16.86825163
3768,17.29749312
3769,16.28788872
3771,16.91339678
3771,16.43776349
3772,17.1464364
3773,16.76932165
3774,16.89941231
3775,16.48398543
3776,17.33985407
3778,15.87700727
3778,15.94023713
3779,17.23467878
3780,17.4507685
3781,16.61874052
3782,16.63394824
3783,16.53181308
3784,17.73480115
3786,17.23783621
3786,17.34962391
3787,17.06857367
3788,17.1038818
3789,17.59130907
3790,17.81402222
3791,16.84552355
3793,17.3728943
3793,17.21662119
3794,17.79542366
3795,18.11417815
3796,16.86020571
3797,17.72113429
3798,17.51943249
3800,17.21356302
3800,17.92014663
3801,18.32580152
3802,17.4817213
3803,17.65528376
3804,17.60190131
3805,16.582116
3806,17.43090277
3807,16.63836584
3808,17.3643345
3809,17.41756604
3810,17.93731788
3811,17.17832179
3812,16.48281137
3813,17.02678087
3815,17.65343413
3815,17.10338592
3816,17.70924826
3817,17.89370464
3818,18.01138309
3819,17.76432756
3820,17.82494416
3821,18.09784513
3823,17.22427911
3823,16.63646305
3824,17.48327991
3825,17.58172451
3826,17.8439615
3827,18.37200513
3828,17.88564265
3829,18.08361745
3830,17.62548923
3831,17.60822618
3832,17.63512135
3833,17.61101609
3834,18.42700417
3835,17.2890354
3836,17.08105976
3837,17.11597859
3838,17.76308739
3839,18.11310265
3840,17.93927982
3841,18.04094043
3842,17.49669091
3843,17.36704546
3844,18.38078902
3845,18.14502538
3846,18.32064302
3847,17.61325609
3848,17.31227665
3849,17.2758437
3850,17.52970881
3851,18.61328697
3852,17.21611148
3853,18.37929909
3854,17.03165877
3855,17.1977765
3856,18.68766959
3857,17.55741443
3858,17.55902932
3859,17.69425155
3860,18.25423328
3861,18.38273337
3863,16.90640852
3863,17.12662152
3864,17.88606878
3865,16.92263876
3866,17.99783285
3867,17.36752277
3868,17.22952843
3869,17.2166966
3870,17.58460591
3871,17.09075612
3872,17.09686161
3873,17.82855751
3874,17.92676472
3875,17.19895797
3876,16.42488351
3877,17.20272696
3878,17.76866033
3879,16.54184784
3880,17.10711302
3881,16.17083032
3882,17.07555344
3883,18.58059724
3884,18.15787158
3885,18.13682846
3886,17.04335907
3887,17.67001209
3888,16.13791955
3889,16.47029351
3890,16.94550301
3891,16.84644965
3892,16.57517706
3893,17.58521847
3894,16.060953
3895,17.51320394
3896,18.28909937
3897,17.74357226
3898,17.62594831
3899,17.08900098
3900,16.5967001
3901,16.5984533
3902,17.20239803
3903,16.5775758
3904,16.67775355
3905,16.25009392
3906,16.66095195
3907,16.75331994
3908,16.15636432
3909,17.57227222
3910,17.19136219
3911,17.40434134
3912,16.4684595
3913,15.41843549
3914,15.89886117
3915,15.44515584
3916,15.88030576
3917,17.2678042
3918,16.74730185
3919,16.80818415
3920,16.74866059
3921,16.86177245
3922,16.83409188
3923,16.56898877
3924,16.83951259
3925,16.59868021
3926,16.23178431
3927,15.2909303
3928,16.32448473
3929,16.56932032
3930,16.82010314
3931,16.10976749
3932,15.60649708
3933,15.83392327
3934,15.69618528
3935,15.61663923
3936,14.99168727
3937,15.55394449
3938,16.47032651
3939,15.13392984
3940,17.16246477
3941,16.07770893
3942,16.44991532
3943,16.0482158
3944,15.33583335
3945,15.25748862
3946,15.24587614
3947,15.83265868
3948,15.82614364
3949,15.18838107
3950,15.7433733
3951,15.69190246
3952,16.25947403
3953,14.54133291
3954,15.34363512
3955,15.89114124
3956,14.87102477
3957,14.27797995
3958,14.46394882
3959,15.73512943
3960,14.9983306
3961,15.42948689
3962,15.72435571
3963,14.62835572
3964,14.73070059
3965,16.19477796
3966,14.16133282
3967,15.147421
3968,14.80590317
3969,15.17193746
3970,14.17912097
3971,14.01850157
3972,14.17840643
3973,13.89139839
3974,14.66850475
3975,14.4629228
3976,14.35186674
3977,13.67826976
3978,13.90885999
3979,13.75234134
3980,14.87072829
3981,14.85228323
3982,14.51467681
3983,13.98441275
3984,14.06927972
3985,15.28957234
3986,14.70719772
3987,13.81552024
3988,14.13436071
3989,14.05085857
3990,13.37758274
3991,12.78665249
3992,13.19896886
3993,12.99716
3994,13.60334263
3995,13.43799497
3996,14.26876624
3997,13.10772999
3998,11.80488694
3999,13.00488871
4000,13.09360649
4001,13.5897509
4002,12.35124708
4003,11.97994307
4004,11.75243337
4005,11.8241933
4006,13.37785631
4007,12.24056535
4008,10.73210867
4009,11.57986049
4010,11.89480357
4011,12.55699049
4012,11.80283396
4013,10.91609377
4014,12.38302381
4015,11.54835433
4016,12.46284918
4017,11.78892429
4018,11.89424823
4019,11.29582404
4020,10.71563274
4021,12.6356735
4022,11.29591596
4023,11.04827715
4024,10.86469357
4025,10.64144329
4026,10.91119667
4027,10.12278603
4028,10.00664076
4029,10.34620057
4030,11.20259983
4031,10.31059972
4032,10.83146184
4033,11.20502556
4034,10.05745574
4035,9.992384919
4036,10.0680088
4037,10.0417431
4038,9.268772975
4039,9.994026671
4040,10.56787281
4041,9.231148865
4042,9.547948951
4043,8.379031984
4044,8.267700557
4045,9.475932799
4046,7.917362367
4047,10.06805523
4048,8.992150234
4049,10.0537635
4050,8.540551169
4051,8.263350668
4052,8.925591854
4053,8.790728036
4054,8.580070096
4055,8.005148628
4056,9.717493635
4057,8.448959237
4058,8.517410312
4059,8.764696591
4060,7.739305423
4061,7.433111723
4062,7.683114157
4063,7.333539822
4064,7.009533762
4065,7.386702796
4066,6.465783282
4067,6.211598738
4068,7.67167491
4069,8.009600631
4070,7.014631692
4071,5.437636038
4072,6.083555615
4073,5.537811834
4074,6.37947422
4075,7.372228278
4076,5.318617647
4077,6.699704149
4078,6.564691278
4079,5.796204793
4080,6.997919695
4081,5.507859013
4082,5.428887098
4083,4.650217454
4084,6.656681553
4085,5.371653228
4086,6.661667188
4087,5.443676733
4088,5.91678162
4089,4.625886253
4090,5.014350795
4091,5.532716694
4092,5.493269797
4093,4.656594013
4094,5.679346002
4095,5.579121148
4096,4.959102462
4097,5.070578001
4098,4.934148396
4099,4.782802136
4100,4.804467495
4101,5.128579958
4102,3.974553494
4103,6.383268391
4104,3.79687305
4105,5.623267525
4106,5.106875649
4107,3.909166985
4108,4.133518498
4109,4.562530329
4110,4.776691313
4111,4.960885678
4112,3.862293466
4113,3.801519453
4114,4.830564305
4115,4.417542291
4116,4.074632599
4117,2.298232439
4118,4.804155089
4119,3.85379597
4120,4.391489795
4121,4.406221662
4122,5.119063419
4123,4.131020408
4124,4.960595455
4125,3.936248586
4126,3.874909484
4127,3.541777443
4128,4.20340887
4129,4.289291963
4130,4.65775264
4131,3.21880563
4132,3.255090901
4133,3.18127951
4134,3.547036498
4135,3.733434221
4136,4.419954502
4137,3.975336655
4138,2.081423042
4139,4.237262522
4140,3.129000659
4141,3.839706496
4142,3.363683444
4143,2.160273955
4144,3.426024807
4145,3.047443913
4146,3.019141275
4147,3.125612446
4148,4.117774354
4149,2.116214134
4150,1.7504675
4151,3.507371446
4152,2.841883405
4153,3.135382729
4154,1.558947222
4155,2.651249085
4156,3.86386376
4157,3.647743409
4158,4.368608535
4159,3.892526732
4160,2.203318402
4161,3.188556663
4162,1.526881079
4163,1.144582986
4164,1.801326164
4165,1.124271523
4166,2.937841225
4167,2.980918477
4168,2.731925132
4169,2.65068771
4170,2.180969308
4171,2.642623537
4172,2.450431992
4173,2.74600662
4174,3.514876951
4175,2.479375327
4176,2.494076859
4177,1.622416314
4178,2.356944506
4179,2.2788123
4180,1.694375342
4181,2.086346775
4182,3.453923431
4183,1.989939242
4184,1.531665511
4185,2.622468689
4186,2.802305484
4187,2.06254195
4188,1.85410352
4189,2.214112088
4190,2.162233235
4191,2.285723465
4192,2.011472026
4193,2.549032116
4194,2.958716479
4195,2.31731633
4196,1.638485279
4197,2.938879418
4198,1.588661282
4199,1.396483717
4200,1.043964871
4201,3.179246619
4202,2.063354961
4203,1.433797845
4204,0.749106004
4205,2.10513807
4206,4.574010326
4207,0.421475844
4208,0.349425926
4209,3.40924472
4210,0.715703921
4211,1.234182937
4212,1.275787084
4213,0.750885213
4214,2.766432355
4215,2.212863129
4216,9.466162835
4217,3.881062531
4218,3.005450355
4219,3.113367241
4220,5.468187289
4221,3.857673619
4222,2.451900373
4223,1.371898595
4224,13.83932961
4225,0.431577701
4226,0.055472908
4227,1.326710259
4228,4.41918896
4229,10.45790819
4230,4.115714641
4231,1.70699
4232,7.583661657
4233,0.57585144
4234,6.370979467
4235,3.661874466
4236,9.598171855
4237,8.461781994
4238,9.288039215
4239,4.66908694
4240,2.452838056
4241,5.388699922
4242,6.889628768
4243,5.896299464
4244,1.280420926
4245,5.057413988
4246,3.142254467
4247,0.869981
4248,2.20316826
4249,5.819391537
4250,1.124990911
4251,0.364596052
4252,3.901011639
4253,5.000132504
4254,0.06846926
4255,4.011093225
4256,0.235238259
4257,3.171408922
4258,3.117445504
4259,2.6163064
4260,1.865585113
4261,2.442738872
4262,6.462240459
4263,2.450286609
4264,0.252084305
4265,4.40921313
4266,6.939777123
4267,2.000103916
4268,0.850183928
4269,3.918190212
4270,3.888730897
4271,0.729422037
4272,0.499076781
4273,2.176999332
4274,8.699189629
4275,2.954374146
4276,3.024363232
4277,3.266185486
4278,2.885182377
4279,5.450613495
4280,6.06E-03
4281,2.65975606
4282,3.044134265
4283,5.872622293
4284,3.458812253
4285,0.301353211
4286,1.618109007
4287,6.740981156
4288,0.599928718
4289,0.456527802
4290,1.008390038
4291,1.117565453
4292,1.677367875
4293,1.790429929
4294,4.373276493
4295,0.774178883
4296,4.529053171
4297,3.708051304
4298,1.094397291
4299,1.263272395
4300,2.755748004
4301,2.475118569
4302,1.720517203
4303,0.86610127
4304,1.827649
4305,0.990087531
4306,0.347695965
4307,1.271877875
4308,0.85361228
4309,2.616786046
4310,0.940412018
4311,1.524192295
4312,3.404337121
4313,0.835034745
4314,0.871013286
4315,1.178481731
4316,0.799089709
4317,0.204314882
4318,4.50E-02
4319,0.154673746
4320,0.59722372
4321,1.576246691
4322,1.206551945
4323,0.180485567
4324,0.863971868
4325,0.468442464
4326,1.282720389
4327,3.52E-02
4328,0.172402882
4329,0.444138176
4330,0.437496362
4331,0.772033457
4332,0.22933925
4333,1.064484982
4334,0.671715211
4335,1.022234017
4336,0.217876648
4337,9.29E-02
4338,7.56E-02
4339,3.92E-02
4340,0.488780216
4341,0.528560845
4342,0.966232305
4343,0.562430398
4344,1.036667473
4345,0.247620734
4346,0.265684218
4347,2.15705141
4348,0.292498709
4349,0.316575395
4350,0.250620268
4351,5.43E-02
4352,0.341244303
4353,0.185972853
4354,6.89E-02
4355,7.50E-02
4356,0.576217649
4357,0.214246698
4358,0.876175637
4359,0.668614763
4360,1.273334743
4361,0.89295378
4362,0.460010476
4363,0.99820004
4364,0.102418078
4365,0.994474994
4366,0.082834583
4367,1.277372288
4368,0.198325666
4369,1.147638131
4370,0.347794819
4371,0.16076755
4372,0.350841668
4373,0.375967652
4374,0.424686378
4375,1.24634631
4376,0.292669256
4377,0.10650947
4378,7.97E-02
4379,0.934482293
4380,2.54E-02
4381,0.42632471
4382,0.818418478
4383,0.852009684
4384,5.87E-02
4385,0.398246715
4386,0.330184328
4387,0.267387494
4388,0.388449248
4389,3.93E-02
4390,1.058152292
4391,0.179502664
4392,0.957492607
4393,0.263680928
4394,0.556999949
4395,0.64255538
4396,0.552158458
4397,0.482510738
4398,0.33793286
4399,0.344181061
4400,0.493178907
4401,6.20E-02
4402,0.457974066
4403,0.350579353
4404,1.1291084
4405,8.70E-02
4406,0.547619432
4407,0.347165026
4408,0.370069164
4409,0.751844995
4410,0.910174419
4411,0.920773309
4412,0.211033504
4413,0.57424317
4414,0.211761223
4415,4.87E-04
4416,0.83962712
4417,1.56E-02
4418,0.252443735
4419,6.41E-02
4420,0.214922322
4421,0.799292864
4422,2.67E-03
4423,0.382120613
4424,0.367450559
4425,0.657031633
4426,0.179063966
4427,0.15285163
4428,8.17E-02
4429,0.61200295
4430,5.38E-02
4431,0.232185257
4432,0.584696072
4433,0.220253616
4434,0.3661523
4435,1.179793366
4436,0.443014273
4437,0.435962003
4438,0.752289232
4439,0.200962148
4440,0.471110625
4441,0.238251174
4442,0.753694609
4443,0.28411432
4444,0.377042514
4445,0.140860479
4446,0.114092925
4447,0.575534861
4448,0.517420793
4449,1.60E-02
4450,0.232581486
4451,0.365351634
4452,1.008244995
4453,0.10103807
4454,0.219751328
4455,4.64E-02
4456,0.748655754
4457,5.67E-02
4458,0.485886742
4459,0.495723128
4460,1.26827451
4461,0.374250143
4462,1.069020279
4463,6.21E-02
4464,0.325092661
4465,0.83418412
4466,0.311734636
4467,0.70198041
4468,0.405692935
4469,0.239252248
4470,0.534050803
4471,1.143380906
4472,1.128286673
4473,3.28E-02
4474,0.227496082
4475,1.38283119
4476,1.540784571
4477,0.510448585
4478,0.912662212
4479,1.109992716
4480,0.432131302
4481,0.781761785
4482,0.552535646
4483,0.159487866
4484,6.83E-02
4485,0.572354334
4486,0.153496113
4487,0.410536002
4488,1.217319813
4489,0.779398974
4490,0.78461193
4491,1.482344972
4492,0.660596509
4493,0.897876132
4494,5.58E-02
4495,1.109016533
4496,0.264175533
4497,0.577955912
4498,0.135909862
4499,0.609512222
4500,9.09E-03
4501,0.557885158
4502,0.696583657
4503,0.984068329
4504,0.560208105
4505,0.473239452
4506,0.38214788
4507,0.347993216
4508,0.824239426
4509,4.44E-02
4510,2.26E-02
4511,0.406871357
4512,0.383618482
4513,0.236535814
4514,0.410626159
4515,0.273144102
4516,0.308764617
4517,0.45892791
4518,0.461254073
4519,0.363124558
4520,0.29832635
4521,0.308111563
4522,1.127218601
4523,0.707207368
4524,8.22E-04
4525,0.670597069
4526,0.482918803
4527,0.764838597
4528,6.99E-02
4529,0.695597475
4530,5.24E-02
4531,3.86E-02
4532,0.164909866
4533,0.16614011
4534,6.19E-02
4535,0.586395144
4536,0.262106165
4537,0.429617594
4538,0.368456233
4539,0.377831331
4540,8.77E-02
4541,4.94E-02
4542,0.880795372
4543,0.145520518
4544,1.038711194
4545,1.000022261
4546,0.476108191
4547,0.713334739
4548,0.192512148
4549,0.658664521
4550,0.493601349
4551,0.258239173
4552,1.065845818
4553,8.54E-02
4554,0.305121802
4555,0.607670397
4556,0.2021736
4557,0.24408114
4558,0.786253611
4559,3.33E-02
4560,0.419867858
4561,0.533266706
4562,0.242925192
4563,0.444344208
4564,1.90E-02
4565,0.593666921
4566,0.153036707
4567,0.351697616
4568,0.329675629
4569,9.17E-02
4570,0.421724119
4571,0.17491635
4572,0.392228882
4573,0.182816312
4574,0.856026441
4575,0.409908356
4576,0.575740958
4577,0.893380232
4578,0.698129628
4579,1.32E-02
4580,0.204884751
4581,0.374425768
4582,0.541053127
4583,8.24E-02
4584,0.539118005
4585,0.185440628
4586,0.422871611
4587,4.06E-02
4588,0.289149419
4589,0.572500747
4590,1.31746692
4591,0.163637508
4592,0.148141945
4593,4.34E-02
4594,0.010854575
4595,1.140366502
4596,1.034428318
4597,0.482965233
4598,0.594937023
4599,3.01E-03
4600,0.731547724
4601,0.961730099
4602,0.36444682
4603,0.980686566
4604,0.113740843
4605,4.36E-02
4606,0.33680915
4607,0.142652288
4608,0.190114213
4609,0.271963953
4610,0.15230916
4611,8.05E-02
4612,0.69566438
4613,0.736140526
4614,0.397314369
4615,1.044930614
4616,0.47920574
4617,1.204270039
4618,0.353228666
4619,0.230836343
4620,0.445245349
4621,0.195583073
4622,0.24680976
4623,0.541731566
4624,0.584197852
4625,0.218354304
4626,0.047289132
4627,0.601032073
4628,0.497473956
4629,0.408898396
4630,0.72704068
4631,1.187677659
4632,0.162000557
4633,0.435445604
4634,0.531326902
4635,6.01E-02
4636,0.527359876
4637,0.688438026
4638,0.94341072
4639,7.95E-02
4640,0.620154496
4641,0.493498772
4642,0.336043488
4643,0.266165049
4644,0.139821161
4645,1.072640174
4646,0.321858581
4647,0.443542458
4648,0.77835223
4649,0.569551783
4650,0.54282292
4651,0.16438592
4652,0.44917876
4653,7.73E-02
4654,6.72E-02
4655,0.659602308
4656,0.609250409
4657,1.033879949
4658,0.400025422
4659,0.505119334
4660,7.54E-02
4661,0.444748773
4662,0.24420433
4663,0.4530166
4664,1.266279837
4665,0.430995044
4666,0.226744898
4667,0.364645928
4668,0.156452642
4669,0.268410136
4670,0.585470135
4671,0.289736593
4672,6.25E-02
4673,0.561804178
4674,0.304231921
4675,0.137107413
4676,0.134902553
4677,0.138640228
4678,0.237833024
4679,4.24E-02
4680,0.0730268
4681,0.120243272
4682,7.47E-02
4683,0.316276659
4684,0.341354153
4685,0.549064254
4686,0.512466202
4687,0.812256174
4688,0.663545967
4689,0.496643069
4690,1.231326884
4691,0.799709096
4692,0.744083601
4693,1.230762593
4694,0.764754278
4695,1.029814632
4696,0.621730029
4697,0.601977207
4698,0.838896648
4699,0.32968356
4700,0.984073116
4701,8.64E-02
4702,0.315633275
4703,0.402263007
4704,0.839558775
4705,0.574428203
4706,0.180921768
4707,0.12477645
4708,0.610042843
4709,6.91E-02
4710,1.464511858
4711,0.161799216
4712,0.991612594
4713,0.361828741
4714,0.141848666
4715,0.278769818
4716,0.10422681
4717,0.420560993
4718,0.664185951
4719,1.237665292
4720,0.283700727
4721,0.435081911
4722,1.22E-02
4723,1.322844562
4724,1.14831116
4725,0.338241833
4726,0.329507491
4727,1.070385525
4728,0.456679645
4729,0.087510176
4730,7.66E-02
4731,0.609962515
4732,0.361731337
4733,0.232867969
4734,0.485129011
4735,0.142198884
4736,0.585861308
4737,0.69214853
4738,0.127033066
4739,0.113766401
4740,0.462859776
4741,0.463884436
4742,0.316595181
4743,1.254542427
4744,0.230560716
4745,0.182375296
4746,0.223151457
4747,0.307053991
4748,8.68E-02
4749,0.148029096
4750,0.203635752
4751,0.422269189
4752,8.09E-03
4753,0.3470793
4754,0.695186294
4755,0.52064216
4756,0.538587152
4757,0.191756797
4758,0.589546643
4759,2.76E-02
4760,0.46831131
4761,0.394888417
4762,0.217858403
4763,0.303857162
4764,0.613232429
4765,3.87E-02
4766,0.171666812
4767,0.240490632
4768,0.034706967
4769,0.315561573
4770,0.434747078
4771,0.191738379
4772,0.795854759
4773,0.412067771
4774,0.19654924
4775,0.328987751
4776,0.603889719
4777,0.821121923
4778,0.232544119
4779,0.544574667
4780,0.181936394
4781,0.548476225
4782,0.58992046
4783,0.341260429
4784,0.205911523
4785,0.614393116
4786,0.135532854
4787,0.507111435
4788,0.153573516
4789,0.231360393
4790,0.115541308
4791,2.01E-02
4792,0.385511099
4793,1.089862831
4794,0.665930295
4795,0.125681611
4796,0.536431382
4797,0.482020271
4798,0.21080551
4799,0.245813149
4800,0.343097126
4801,5.44E-02
4802,0.707898534
4803,0.283636932
4804,0.382893649
4805,0.137713322
4806,0.287156746
4807,2.45E-02
4808,0.204576691
4809,0.567346173
4810,0.890064715
4811,0.264530022
4812,1.065362563
4813,0.415033695
4814,0.913230067
4815,0.388452027
4816,0.540408378
4817,8.83E-02
4818,0.220911308
4819,0.158731122
4820,0.377607686
4821,6.75E-02
4822,9.96E-02
4823,0.166235627
4824,0.18452598
4825,0.820796955
4826,0.272324086
4827,0.030353713
4828,0.331710173
4829,0.717698248
4830,0.30567803
4831,0.590932011
4832,0.489147502
4833,0.098159418
4834,0.863977506
4835,0.817342371
4836,0.375462923
4837,0.194150739
4838,0.370216106
4839,0.125708193
4840,0.210259749
4841,0.488591708
4842,0.155999852
4843,0.534943102
4844,9.46E-02
4845,0.768820662
4846,0.276312691
4847,0.632895865
4848,0.100922753
4849,0.530403748
4850,0.684489723
4851,0.132276165
4852,8.02E-02
4853,0.500913192
4854,7.50E-03
4855,0.474178734
4856,0.133859012
4857,0.044087562
4858,0.52649268
4859,0.742190301
4860,0.378272374
4861,0.902781022
4862,0.699802689
4863,0.685697479
4864,0.569745503
4865,0.170993861
4866,0.817591015
4867,0.211722
4868,0.115954561
4869,2.33E-02
4870,0.127292963
4871,1.07056319
4872,0.342464548
4873,0.545529925
4874,0.733032784
4875,0.801804034
4876,0.537194673
4877,0.548157517
4878,8.37E-02
4879,0.139905624
4880,0.9725408
4881,0.152922334
4882,1.237479742
4883,0.046144073
4884,0.175258841
4885,0.288029859
4886,0.288100162
4887,0.542473745
4888,0.509077821
4889,0.301105454
4890,0.328427294
4891,0.552550418
4892,0.645365225
4893,0.359660448
4894,0.387614542
4895,0.295938297
4896,0.174693906
4897,1.069740157
4898,0.453258433
4899,0.548497924
4900,2.38E-02
4901,7.90E-03
4902,3.09E-02
4903,9.57E-04
4904,1.43E-02
4905,0.113676137
4906,0.201301679
4907,0.076742501
4908,0.331626708
4909,0.345538219
4910,0.435986474
4911,0.428136079
4912,0.589331599
4913,0.340772014
4914,0.304036197
4915,0.515519034
4916,0.870875838
4917,0.601311337
4918,0.244554528
4919,0.395321382
4920,0.176998557
4921,0.181509531
4922,0.342493995
4923,1.24E-02
4924,0.680733742
4925,6.76E-02
4926,5.21E-02
4927,0.477113038
4928,0.19676444
4929,0.490801549
4930,0.275477249
4931,0.13135491
4932,7.21E-02
4933,0.131041672
4934,0.210903255
4935,7.93E-02
4936,1.354234243
4937,8.26E-02
4938,0.540962377
4939,0.961828983
4940,0.344996666
4941,0.262893913
4942,0.55312307
4943,0.182988284
4944,0.647495745
4945,0.796288073
4946,1.319163863
4947,0.803071752
4948,4.02E-02
4949,0.380479349
4950,0.63915258
4951,6.01E-03
4952,0.626812036
4953,3.50E-02
4954,1.23631072
4955,9.16E-02
4956,0.567317863
4957,0.526304383
4958,0.317451939
4959,0.267627872
4960,0.55815569
4961,0.291800458
4962,0.607524632
4963,0.388316542
4964,0.361598737
4965,0.574877761
4966,0.463206386
4967,0.404531341
4968,0.845245317
4969,0.438320038
4970,0.168491187
4971,0.223737468
4972,0.866054456
4973,0.253321875
4974,0.789144541
4975,0.372180671
4976,0.216100082
4977,0.409773635
4978,6.28E-02
4979,0.198389397
4980,0.559708485
4981,0.498826658
4982,0.91523601
4983,0.307513443
4984,0.568200745
4985,0.638531739
4986,9.26E-02
4987,0.795596717
4988,1.085270675
4989,0.614075022
4990,0.488930735
4991,0.35064433
4992,0.276933897
4993,3.30E-02
4994,0.729040535
4995,0.121663464
4996,0.37811373
4997,0.124170242
4998,1.19541424
4999,1.210262101
5000,1.224994143
