Wavelength (nm),% Transmission
2044,93.380657
2045,93.335206
2046,93.31125
2047,93.29775
2048,93.273299
2049,93.250884
2050,93.248977
2051,93.227439
2052,93.200805
2053,93.194041
2054,93.181108
2055,93.175203
2056,93.163199
2057,93.179811
2058,93.169584
2059,93.14279
2060,93.118114
2061,93.113345
2062,93.085115
2063,93.080656
2064,93.105328
2065,93.113198
2066,93.098749
2067,93.10011
2068,93.108986
2069,93.128969
2070,93.110638
2071,93.107255
2072,93.112465
2073,93.114438
2074,93.119212
2075,93.130463
2076,93.140974
2077,93.1431
2078,93.129217
2079,93.136611
2080,93.144365
2081,93.165727
2082,93.164077
2083,93.164234
2084,93.169531
2085,93.160649
2086,93.166321
2087,93.157808
2088,93.151435
2089,93.147553
2090,93.132605
2091,93.123619
2092,93.108968
2093,93.102802
2094,93.0894
2095,93.081789
2096,93.082428
2097,93.049636
2098,93.033929
2099,93.035391
2100,93.025493
2101,93.03924
2102,93.00728
2103,92.973518
2104,92.967897
2105,92.948027
2106,92.938149
2107,92.923568
2108,92.903844
2109,92.892116
2110,92.869294
2111,92.838683
2112,92.815361
2113,92.797496
2114,92.780333
2115,92.756209
2116,92.740858
2117,92.719476
2118,92.688915
2119,92.673328
2120,92.655715
2121,92.617738
2122,92.583409
2123,92.554252
2124,92.503445
2125,92.4911
2126,92.440429
2127,92.405326
2128,92.369239
2129,92.328388
2130,92.290748
2131,92.217543
2132,92.164361
2133,92.121733
2134,92.074926
2135,91.999697
2136,91.921224
2137,91.872379
2138,91.77117
2139,91.690375
2140,91.590775
2141,91.489733
2142,91.394217
2143,91.29336
2144,91.219248
2145,91.068913
2146,90.94394
2147,90.821399
2148,90.684677
2149,90.580217
2150,90.461979
2151,90.310278
2152,90.199949
2153,90.071755
2154,89.952996
2155,89.831058
2156,89.719971
2157,89.604777
2158,89.487671
2159,89.368445
2160,89.265547
2161,89.13572
2162,89.006003
2163,88.89261
2164,88.761573
2165,88.628909
2166,88.503639
2167,88.346895
2168,88.188445
2169,88.036352
2170,87.903322
2171,87.73007
2172,87.521421
2173,87.328787
2174,87.111972
2175,86.879207
2176,86.622416
2177,86.349726
2178,86.080992
2179,85.749578
2180,85.452513
2181,85.04005
2182,84.624354
2183,84.136512
2184,83.672303
2185,83.107903
2186,82.424012
2187,81.723817
2188,80.912859
2189,80.043618
2190,79.141819
2191,78.046329
2192,76.90412
2193,75.735817
2194,74.467456
2195,73.130123
2196,71.675472
2197,70.196908
2198,68.859952
2199,67.4395
2200,65.968521
2201,64.681105
2202,63.516546
2203,62.381604
2204,61.393616
2205,60.584467
2206,59.899116
2207,59.387223
2208,58.938705
2209,58.660051
2210,58.512899
2211,58.479705
2212,58.531697
2213,58.679942
2214,58.916589
2215,59.220446
2216,59.557086
2217,59.974371
2218,60.377883
2219,60.790751
2220,61.219242
2221,61.660683
2222,62.113378
2223,62.568765
2224,62.992267
2225,63.410754
2226,63.817604
2227,64.152791
2228,64.480441
2229,64.782794
2230,65.037504
2231,65.281766
2232,65.463509
2233,65.623634
2234,65.81
2235,65.956163
2236,66.09428
2237,66.204695
2238,66.32939
2239,66.420443
2240,66.505465
2241,66.606412
2242,66.709538
2243,66.831421
2244,66.944838
2245,67.091644
2246,67.248832
2247,67.424651
2248,67.59596
2249,67.787739
2250,67.975337
2251,68.222009
2252,68.474576
2253,68.731905
2254,69.009383
2255,69.308053
2256,69.606027
2257,69.910004
2258,70.233013
2259,70.575541
2260,70.918386
2261,71.278933
2262,71.634807
2263,72.012095
2264,72.385972
2265,72.787683
2266,73.176885
2267,73.568659
2268,73.96078
2269,74.352408
2270,74.730463
2271,75.125181
2272,75.498092
2273,75.8703
2274,76.23828
2275,76.594983
2276,76.954707
2277,77.320251
2278,77.68457
2279,78.032977
2280,78.379029
2281,78.736026
2282,79.04913
2283,79.384319
2284,79.700975
2285,79.967083
2286,80.271025
2287,80.574021
2288,80.862095
2289,81.150067
2290,81.427948
2291,81.707635
2292,81.973192
2293,82.239482
2294,82.465445
2295,82.691985
2296,82.951865
2297,83.202885
2298,83.428856
2299,83.652549
2300,83.882493
2301,84.111788
2302,84.312352
2303,84.523137
2304,84.730967
2305,84.915668
2306,85.110733
2307,85.31119
2308,85.50414
2309,85.676357
2310,85.848984
2311,85.999617
2312,86.127293
2313,86.280137
2314,86.427859
2315,86.572291
2316,86.712204
2317,86.87079
2318,87.00888
2319,87.124906
2320,87.217846
2321,87.346724
2322,87.47427
2323,87.568477
2324,87.662236
2325,87.769131
2326,87.875586
2327,87.949625
2328,88.028698
2329,88.11736
2330,88.18181
2331,88.256721
2332,88.320346
2333,88.373459
2334,88.471217
2335,88.563596
2336,88.601679
2337,88.665436
2338,88.70394
2339,88.751887
2340,88.821169
2341,88.876632
2342,88.939597
2343,88.974971
2344,89.017546
2345,89.066999
2346,89.140329
2347,89.167162
2348,89.206866
2349,89.244591
2350,89.259914
2351,89.271962
2352,89.301157
2353,89.324617
2354,89.335755
2355,89.378931
2356,89.413895
2357,89.438514
2358,89.463489
2359,89.482934
2360,89.486217
2361,89.494905
2362,89.510623
2363,89.539576
2364,89.554706
2365,89.565318
2366,89.565578
2367,89.571817
2368,89.599096
2369,89.604582
2370,89.592557
2371,89.599209
2372,89.597016
2373,89.620323
2374,89.631559
2375,89.616673
2376,89.594996
2377,89.573771
2378,89.587774
2379,89.603064
2380,89.592023
2381,89.559356
2382,89.538719
2383,89.526342
2384,89.507799
2385,89.484487
2386,89.464371
2387,89.431306
2388,89.390533
2389,89.359295
2390,89.328949
2391,89.301934
2392,89.257073
2393,89.184684
2394,89.110581
2395,89.045919
2396,88.981543
2397,88.928504
2398,88.849557
2399,88.776632
2400,88.721925
2401,88.638049
2402,88.539707
2403,88.460766
2404,88.389838
2405,88.309926
2406,88.233795
2407,88.147805
2408,88.049896
2409,87.958644
2410,87.862853
2411,87.771473
2412,87.688695
2413,87.600415
2414,87.504508
2415,87.398524
2416,87.310126
2417,87.215616
2418,87.106536
2419,87.021517
2420,86.936001
2421,86.826904
2422,86.694168
2423,86.565553
2424,86.472913
2425,86.38113
2426,86.264741
2427,86.170652
2428,86.073195
2429,85.946485
2430,85.826371
2431,85.719064
2432,85.596969
2433,85.473623
2434,85.349749
2435,85.237326
2436,85.134936
2437,85.026373
2438,84.933597
2439,84.831479
2440,84.695115
2441,84.56557
2442,84.459848
2443,84.360964
2444,84.263809
2445,84.16339
2446,84.035768
2447,83.932131
2448,83.834299
2449,83.715731
2450,83.612363
2451,83.522897
2452,83.432109
2453,83.328953
2454,83.226189
2455,83.123353
2456,82.996
2457,82.882384
2458,82.777224
2459,82.681166
2460,82.586305
2461,82.486954
2462,82.38478
2463,82.272238
2464,82.145558
2465,82.026242
2466,81.932201
2467,81.818461
2468,81.671571
2469,81.537876
2470,81.419273
2471,81.302168
2472,81.178953
2473,81.047188
2474,80.908671
2475,80.782543
2476,80.657589
2477,80.503307
2478,80.346402
2479,80.212634
2480,80.074515
2481,79.91452
2482,79.751681
2483,79.612865
2484,79.461875
2485,79.290452
2486,79.125567
2487,78.948948
2488,78.774237
2489,78.582124
2490,78.412132
2491,78.226265
2492,78.057666
2493,77.874064
2494,77.692112
2495,77.494887
2496,77.293111
2497,77.101344
2498,76.909067
2499,76.701305
2500,76.497919
2501,76.273567
2502,76.047383
2503,75.82844
2504,75.600167
2505,75.342342
2506,75.093392
2507,74.855818
2508,74.622595
2509,74.390562
2510,74.158682
2511,73.871968
2512,73.614583
2513,73.355578
2514,73.125904
2515,72.858173
2516,72.564077
2517,72.292191
2518,72.027832
2519,71.747942
2520,71.483067
2521,71.179966
2522,70.912139
2523,70.664891
2524,70.381546
2525,70.109573
2526,69.835166
2527,69.551872
2528,69.265872
2529,69.003056
2530,68.713701
2531,68.429017
2532,68.105187
2533,67.812726
2534,67.497215
2535,67.188424
2536,66.901912
2537,66.623555
2538,66.34522
2539,66.068774
2540,65.791911
2541,65.511093
2542,65.22558
2543,64.910212
2544,64.615191
2545,64.299469
2546,63.992495
2547,63.666301
2548,63.35782
2549,63.0421
2550,62.73416
2551,62.459199
2552,62.187068
2553,61.942648
2554,61.690784
2555,61.435797
2556,61.207151
2557,60.926937
2558,60.680303
2559,60.434044
2560,60.19141
2561,59.902895
2562,59.639164
2563,59.344233
2564,59.043122
2565,58.748455
2566,58.489877
2567,58.224737
2568,57.95234
2569,57.718184
2570,57.473665
2571,57.245453
2572,57.054233
2573,56.823701
2574,56.624891
2575,56.389141
2576,56.168181
2577,55.980328
2578,55.75932
2579,55.537891
2580,55.314803
2581,55.080785
2582,54.836945
2583,54.666306
2584,54.470611
2585,54.25533
2586,54.06701
2587,53.844704
2588,53.648538
2589,53.409477
2590,53.164688
2591,52.951228
2592,52.784654
2593,52.591658
2594,52.428797
2595,52.232427
2596,52.051954
2597,51.872799
2598,51.711095
2599,51.472234
2600,51.324307
2601,49.59547168
2602,49.89714473
2603,49.46045978
2604,49.32682237
2605,48.8903335
2606,48.59672078
2607,49.01274223
2608,48.5871814
2609,48.14903947
2610,48.26857961
2611,47.80964481
2612,47.9347343
2613,47.86555984
2614,47.12988984
2615,47.18178953
2616,47.15888542
2617,46.9892146
2618,46.88357284
2619,46.38846203
2620,46.45575755
2621,45.88457362
2622,45.67188998
2623,46.01581506
2624,45.38973433
2625,44.69967013
2626,44.65923237
2627,44.05576104
2628,45.16887573
2629,44.49122963
2630,44.14416921
2631,44.00101271
2632,43.91527247
2633,42.945911
2634,42.52317887
2635,42.10491973
2636,41.68751675
2637,41.5441326
2638,41.69248921
2639,41.3238981
2640,40.88345614
2641,40.86396901
2642,40.75338584
2643,39.94721134
2644,39.52054001
2645,39.31716373
2646,39.14678733
2647,38.95663059
2648,38.65023802
2649,37.71033441
2650,37.60646166
2651,36.81736462
2652,36.46111355
2653,36.06246098
2654,34.9746519
2655,34.30287868
2656,33.53903967
2657,32.93965118
2658,32.69888961
2659,31.53343555
2660,31.01649939
2661,30.63399547
2662,29.7028198
2663,29.28182178
2664,27.92846832
2665,27.78145254
2666,26.74990068
2667,25.11749691
2668,24.13377025
2669,23.31500297
2670,21.66675953
2671,21.31401711
2672,18.74455139
2673,18.73766941
2674,18.09746844
2675,15.61451254
2676,15.7085546
2677,13.42611947
2678,12.58667857
2679,11.1735838
2680,9.768151589
2681,9.283229745
2682,7.962507044
2683,6.808644691
2684,6.693158118
2685,5.331344814
2686,4.780210586
2687,4.679415111
2688,4.028182147
2689,2.916096664
2690,2.635043698
2691,2.182443781
2692,1.455843642
2693,1.589500018
2694,0.702240296
2695,0.469089763
2696,0.726162563
2697,0.194516
2698,0.770442073
2699,1.571396142
2700,0.432837496
2701,0.191496781
2702,0.214855066
2703,8.16E-02
2704,4.06E-02
2705,6.57E-02
2706,0.353918775
2707,0.681003185
2708,0.882239607
2709,0.481820703
2710,0.282381895
2711,9.64E-02
2712,0.299767608
2713,0.109125606
2714,5.57E-02
2715,0.592929102
2716,0.50919996
2717,4.45E-02
2718,0.337427259
2719,6.79E-02
2720,0.271685442
2721,0.501242695
2722,0.331788139
2723,0.66476795
2724,0.16297959
2725,4.89E-03
2726,0.332816511
2727,0.247150259
2728,5.67E-02
2729,0.139203951
2730,0.539770123
2731,0.800217512
2732,0.482543836
2733,0.258836285
2734,0.302998899
2735,8.69E-02
2736,0.123292766
2737,0.668648333
2738,0.174395406
2739,9.82E-02
2740,0.128717326
2741,0.280215285
2742,0.301029616
2743,0.284540111
2744,0.342604111
2745,0.424057122
2746,4.99E-02
2747,0.496152576
2748,0.304295233
2749,8.46E-02
2750,0.761697294
2751,0.309561655
2752,0.901710197
2753,0.776805682
2754,1.109726426
2755,1.137168284
2756,1.119286462
2757,0.811179952
2758,0.866219876
2759,1.02441211
2760,0.89809824
2761,0.589491284
2762,1.103759248
2763,1.145426614
2764,1.175275259
2765,1.629932759
2766,1.215550096
2767,0.640637024
2768,0.733731602
2769,0.609636457
2770,0.544452063
2771,0.792799453
2772,0.392786089
2773,0.557746739
2774,0.830884328
2775,1.336959782
2776,1.115139247
2777,0.670740364
2778,0.799473092
2779,0.788907557
2780,0.457551693
2781,0.917744086
2782,6.05E-02
2783,0.270637667
2784,0.919678622
2785,0.996588823
2786,0.841776012
2787,0.520764746
2788,0.534411077
2789,0.905689332
2790,0.431778081
2791,0.709492161
2792,0.805691319
2793,0.762460625
2794,0.900889784
2795,0.832540723
2796,0.537468726
2797,0.64642357
2798,0.462096521
2799,0.820990719
2800,0.177874192
2801,0.433542416
2802,0.388761778
2803,0.294880561
2804,0.303367813
2805,0.808037142
2806,0.512588136
2807,0.160224049
2808,0.475246234
2809,0.574110777
2810,0.437630974
2811,0.358649313
2812,0.129652441
2813,8.60E-02
2814,0.164232062
2815,0.143109592
2816,0.166770583
2817,8.85E-02
2818,0.849126249
2819,1.050105054
2820,1.764748706
2821,2.037433137
2822,1.964292335
2823,1.825955502
2824,1.796323542
2825,2.195839392
2826,2.92974612
2827,2.495671239
2828,3.014285928
2829,2.657325076
2830,3.10301183
2831,3.632142125
2832,3.19289323
2833,3.211497663
2834,3.980714776
2835,4.715240534
2836,4.673040424
2837,5.277859894
2838,5.779631593
2839,5.889910516
2840,5.964912773
2841,6.72539916
2842,7.17515131
2843,7.619782745
2844,8.200481636
2845,8.325686098
2846,8.534866014
2847,8.964326115
2848,10.07268092
2849,10.30158577
2850,10.72877904
2851,10.95315118
2852,11.68743702
2853,12.52148322
2854,12.62520098
2855,13.3515132
2856,14.08712781
2857,14.06869329
2858,15.44630306
2859,15.58142142
2860,16.96356562
2861,17.46019747
2862,18.01899565
2863,18.51072201
2864,19.65239539
2865,19.94734127
2866,19.94880668
2867,20.73132838
2868,21.15654146
2869,22.32090198
2870,23.04434589
2871,23.85135948
2872,24.58893368
2873,24.92332132
2874,25.13997723
2875,26.09926018
2876,26.79567917
2877,27.32344432
2878,28.23865839
2879,29.23628284
2880,29.44246977
2881,30.26628256
2882,30.93086291
2883,31.3302892
2884,32.27974851
2885,33.23800092
2886,33.61002154
2887,34.20134697
2888,34.38603247
2889,35.06592435
2890,35.60424222
2891,35.9144423
2892,36.40372875
2893,36.81474133
2894,37.70937635
2895,37.62119863
2896,38.19351062
2897,38.68472709
2898,39.17726346
2899,39.6064202
2900,40.29507372
2901,40.95951101
2902,41.51676525
2903,42.04156377
2904,42.53480757
2905,43.17299154
2906,43.78820077
2907,43.9767946
2908,44.83470771
2909,44.83021873
2910,45.4200764
2911,46.205317
2912,46.52767722
2913,46.50158947
2914,47.19586359
2915,47.84718964
2916,47.82847517
2917,48.44704226
2918,48.43343523
2919,49.42401916
2920,49.53861339
2921,50.24421599
2922,50.90201732
2923,50.98772424
2924,51.48141692
2925,52.17414056
2926,52.20879492
2927,52.2555215
2928,52.57337982
2929,53.14948592
2930,53.78421574
2931,54.01079227
2932,54.15393239
2933,54.06554024
2934,55.04153128
2935,54.44755098
2936,54.75559618
2937,55.26025186
2938,56.02304362
2939,55.74963078
2940,56.17734933
2941,56.17553481
2942,56.38709534
2943,56.82372054
2944,57.20992999
2945,57.22009871
2946,57.20676284
2947,58.32270004
2948,58.2174071
2949,58.6446684
2950,59.02826518
2951,58.88082837
2952,59.4901503
2953,59.87669554
2954,60.13673536
2955,60.7828199
2956,60.67070643
2957,60.78328138
2958,60.76660498
2959,61.30809504
2960,61.4603233
2961,61.2098512
2962,61.81884571
2963,62.15840726
2964,62.3777701
2965,62.05868464
2966,63.2324915
2967,63.49138061
2968,62.92432206
2969,62.99550649
2970,63.82598489
2971,63.90906902
2972,63.58759737
2973,64.47923493
2974,64.04017818
2975,64.79957461
2976,64.87949776
2977,65.09624076
2978,64.94440866
2979,64.88712892
2980,65.08977835
2981,65.77008419
2982,65.56632383
2983,65.67246291
2984,65.89636949
2985,66.18984329
2986,66.3439526
2987,66.29693137
2988,66.21736592
2989,66.56705752
2990,66.90009849
2991,66.87587861
2992,66.95964627
2993,67.01836159
2994,67.84207884
2995,67.97144836
2996,68.13967107
2997,68.21408704
2998,68.65113008
2999,68.39171914
3000,67.89766432
3001,68.6537759
3002,69.19429487
3003,69.25452433
3004,69.60120902
3005,69.47395814
3006,69.1329128
3007,69.69722359
3008,70.13085506
3009,69.67331966
3010,69.94950709
3011,69.56833523
3012,69.88777594
3013,70.31900737
3014,69.92420635
3015,70.33939072
3016,70.51275431
3017,70.65395967
3018,70.41305027
3019,70.55987751
3020,70.61309265
3021,70.71598227
3022,70.68655983
3023,70.66423006
3024,70.69936045
3025,71.45692727
3026,71.3992275
3027,71.23917592
3028,71.04160406
3029,71.67697214
3030,71.79119812
3031,71.83824587
3032,71.75759172
3033,71.63185052
3034,72.29348201
3035,71.71762967
3036,71.94883078
3037,72.51093307
3038,72.77873033
3039,72.83158656
3040,72.97325643
3041,73.70140904
3042,73.04357004
3043,72.89133822
3044,72.80069708
3045,73.17209003
3046,73.00719037
3047,73.26767651
3048,73.30263486
3049,73.48623722
3050,74.25157233
3051,74.12880878
3052,73.83471923
3053,74.02126346
3054,74.93989736
3055,74.11288903
3056,74.75178979
3057,73.78464189
3058,74.86661746
3059,74.81225078
3060,74.93699373
3061,74.78967952
3062,74.84541605
3063,74.86667149
3064,75.16040685
3065,75.19925082
3066,75.31463376
3067,74.98146247
3068,75.95008824
3069,75.08567415
3070,75.19120455
3071,75.24970972
3072,74.61935031
3073,75.5489794
3074,75.19301333
3075,75.12731527
3076,75.13785173
3077,75.71632937
3078,76.02465018
3079,75.89727809
3080,75.80492881
3081,76.10702204
3082,75.95137203
3083,75.51861882
3084,75.99937581
3085,76.19743191
3086,75.97499867
3087,75.99461311
3088,76.01493129
3089,75.6027156
3090,76.45485988
3091,76.05821654
3092,76.29983818
3093,76.37979667
3094,76.57672353
3095,76.63896253
3096,76.38966479
3097,76.6149892
3098,76.65762974
3099,76.32927376
3100,76.19022025
3101,76.55386949
3102,77.22529861
3103,76.77561422
3104,76.82729869
3105,77.31905151
3106,76.93109614
3107,76.80928766
3108,76.29560126
3109,76.94146416
3110,77.26761013
3111,77.28389808
3112,76.94024888
3113,77.15499075
3114,77.16646678
3115,77.27267575
3116,77.95287015
3117,77.1879395
3118,77.21397291
3119,76.99467713
3120,78.10865576
3121,76.83850824
3122,77.41881273
3123,77.40558934
3124,77.08359831
3124,76.85301948
3126,77.35732206
3127,77.39005176
3128,77.34201996
3129,77.61885755
3130,77.17292004
3131,76.98783751
3131,77.7918422
3133,77.61795115
3134,77.8479339
3135,77.55829601
3136,77.74981048
3137,77.6342706
3138,78.33974688
3139,77.93009496
3140,77.90326558
3141,77.91686927
3142,78.67961211
3143,78.09361581
3144,77.58974445
3145,77.19481676
3146,78.75800549
3147,77.97349084
3148,78.65990869
3149,77.86785298
3150,78.42182652
3151,78.00498189
3152,78.62308769
3153,77.90375205
3154,77.61303068
3155,78.50109591
3156,78.12359498
3157,78.37271454
3158,78.94454197
3159,78.60631078
3159,78.52864275
3161,78.53898276
3162,78.53664858
3163,78.04359665
3164,78.04272577
3165,78.42916586
3166,78.4206557
3166,78.54798101
3168,78.73263464
3169,78.94872163
3170,78.61236834
3171,78.75057725
3172,78.92684053
3173,78.69724627
3173,79.5448903
3175,79.08921061
3176,78.94609481
3177,78.56829683
3178,79.04851545
3179,78.9262584
3180,78.72858951
3181,79.40305445
3182,79.51702881
3183,79.1888098
3184,79.24598651
3185,79.3053394
3186,79.1753477
3187,79.39330617
3188,79.54772561
3189,79.62333301
3190,79.30941652
3191,79.80040953
3191,78.88423914
3193,79.68741503
3194,79.51841586
3195,79.67266958
3196,79.46879294
3197,80.24014226
3198,79.56814501
3199,80.04858557
3200,79.65575867
3201,80.10020663
3202,79.5405674
3202,80.17981781
3204,79.83638429
3205,79.75465612
3206,79.89993559
3207,80.07700519
3208,80.03713062
3209,80.33686656
3209,80.56405719
3211,80.01745016
3212,80.04095584
3213,80.10441161
3213,80.09764845
3215,80.82016159
3216,80.55108842
3217,79.93013448
3218,80.60419894
3219,80.59003962
3220,80.8606231
3220,80.60154279
3222,80.42258182
3223,80.84724672
3224,81.03732575
3224,80.58528736
3226,81.12841548
3227,80.3587511
3228,80.53143198
3229,81.1240715
3230,81.41675494
3231,80.83820421
3232,80.78145961
3233,80.97877017
3234,81.14077041
3235,81.41021382
3235,80.52734258
3237,80.66246739
3238,81.21515397
3239,81.12415556
3239,81.00975078
3241,81.11810377
3242,80.8922899
3243,80.85243616
3244,81.83680826
3245,81.02174839
3246,80.65917853
3246,80.29978426
3248,81.02735861
3249,81.21850467
3250,81.23883793
3250,81.08206572
3252,81.42311415
3253,81.20109106
3254,81.32350578
3254,81.44669321
3256,81.14303261
3257,81.27819276
3258,80.96254314
3259,80.48853665
3260,81.73533442
3261,81.31932484
3262,81.14981405
3263,81.16314076
3264,80.62573293
3265,81.34360453
3265,81.56973935
3267,81.47826678
3268,81.54946032
3269,81.41306736
3269,80.30269983
3271,81.23848312
3272,81.4587717
3273,82.00292555
3273,81.20177168
3275,81.56615557
3276,81.91845524
3277,81.87223112
3277,82.10709339
3279,82.01090717
3280,81.70426775
3281,81.63164312
3281,81.40794919
3283,82.41088623
3284,81.65717445
3285,81.31202572
3286,81.80031398
3287,81.73295543
3288,81.90487516
3288,81.11507709
3290,81.78947023
3291,82.22171711
3292,81.85289268
3292,82.17600156
3294,81.95502519
3295,82.52681334
3296,81.66019299
3296,81.55455976
3298,81.48366292
3299,81.91317832
3300,81.67562955
3300,81.76365355
3302,82.32718793
3303,81.97870376
3304,81.87644878
3304,81.85835669
3306,81.38811059
3307,80.90750967
3308,82.32637323
3308,81.86035932
3310,82.01483817
3311,82.3377152
3312,82.37135203
3312,81.71207692
3314,81.7526913
3315,82.00509669
3316,81.65212489
3316,82.24783332
3318,82.57494887
3319,82.45546984
3320,81.99511016
3320,82.74611744
3322,82.29600709
3323,82.05390628
3324,82.57039753
3324,82.14654708
3326,82.22720097
3327,81.84111065
3328,81.37446039
3328,82.56771536
3330,81.32076481
3331,81.66632698
3332,82.62313505
3332,82.57373239
3334,82.23222256
3335,82.54353305
3336,82.055273
3336,81.97613219
3338,82.33680415
3339,82.64410477
3340,82.31772281
3340,81.7269251
3342,81.98277331
3343,81.92107395
3344,81.3439518
3344,81.82857362
3346,81.46694767
3347,81.08055228
3348,81.72426953
3348,81.59460293
3350,81.34040804
3351,81.2955371
3352,80.88577909
3352,81.58833386
3354,80.60492814
3355,81.2310095
3356,80.64520858
3356,81.85798524
3357,81.48790902
3359,81.30852706
3360,80.80239138
3360,81.34638104
3361,80.98744724
3363,80.76940641
3364,81.44174844
3365,81.01157633
3365,81.34677134
3367,81.30455118
3368,80.80442031
3369,80.97774612
3369,81.62359325
3371,81.28464347
3372,81.23851895
3373,79.47969265
3373,81.14694908
3375,81.31069936
3376,80.29710381
3377,80.92208967
3377,80.54330704
3379,80.7545986
3380,80.6075963
3381,80.92943169
3381,80.43014152
3382,81.09418289
3384,80.40527404
3385,79.65720637
3385,80.52995488
3386,79.32014842
3388,80.51911532
3389,80.94851652
3390,80.28796007
3390,80.3414389
3392,80.200067
3393,80.10075151
3394,80.10445042
3394,79.74884672
3396,80.39176952
3397,79.75273925
3398,79.80364796
3398,79.77673955
3399,79.96147169
3401,79.81509581
3402,79.2488253
3402,79.29367556
3403,79.33729744
3405,78.84174034
3406,78.66886552
3407,78.90415785
3407,79.0215944
3409,78.52220681
3410,78.35466777
3411,79.05167563
3411,79.08194765
3412,78.25791126
3414,78.87148158
3415,77.75834009
3415,78.36108412
3416,78.17041183
3418,79.1857855
3419,78.61018714
3420,78.80534914
3420,78.25723389
3421,77.37628059
3423,78.40534116
3424,77.36122972
3424,77.3710975
3425,77.33776774
3427,77.27279761
3428,76.9392119
3429,77.12644391
3429,77.40309095
3431,77.04725468
3432,76.00030027
3433,76.7135549
3433,76.41920576
3434,76.16943277
3436,76.27259729
3437,76.81895927
3437,76.15380371
3438,75.53200818
3440,75.77416666
3441,75.88039086
3442,76.07201734
3442,74.98287997
3443,75.12764414
3445,74.80373429
3446,74.70056876
3446,75.40658679
3447,74.96624684
3449,75.27221935
3450,74.82028497
3451,74.19246367
3451,73.96032092
3452,74.16682957
3454,74.9240053
3455,74.42470546
3455,73.55285398
3456,74.17574307
3458,72.92726376
3459,73.41975511
3460,73.32805485
3460,72.84579525
3461,72.81208029
3463,72.42976944
3464,73.0795714
3464,72.12997236
3465,71.94642057
3467,72.09872737
3468,71.99211337
3469,71.33869366
3469,71.80386029
3470,70.79336589
3472,71.67670578
3473,70.8827888
3474,70.07514309
3474,71.01048778
3475,70.54699408
3477,69.57941081
3478,69.92401216
3478,69.65876432
3479,69.94440945
3481,69.68860239
3482,69.0561305
3483,68.66080942
3483,67.85457496
3484,67.96395914
3486,68.22064937
3487,67.9444337
3487,68.20902943
3488,67.59228952
3489,66.80767169
3491,66.3572184
3492,66.84686205
3492,66.1549701
3493,65.9788566
3495,65.60594505
3496,65.27407057
3497,65.11461551
3497,65.70523436
3498,65.61234474
3500,64.94171586
3501,64.72196805
3502,64.24591865
3502,63.83491553
3503,64.24736442
3505,63.28964372
3506,62.8385987
3506,62.83798125
3507,63.08602102
3508,63.10014435
3510,63.03745938
3511,62.13955931
3511,62.50803285
3512,61.1593637
3513,62.04079249
3515,61.24272688
3516,60.64974683
3516,61.38670986
3517,60.02405638
3518,60.48783358
3520,60.24445564
3521,59.15045314
3521,59.79385128
3522,58.70447332
3524,58.88799896
3525,59.58988042
3526,58.01146976
3526,57.81691589
3527,57.88871325
3529,57.7269786
3530,58.16333051
3531,57.96225803
3531,57.3111987
3532,57.40856687
3534,56.44646595
3535,56.46265469
3535,56.31927988
3536,56.23791661
3537,55.88042285
3539,55.01980625
3540,55.61083118
3540,54.55119218
3541,55.21360869
3542,54.01438494
3544,54.2736441
3545,54.09764322
3545,54.50863756
3546,53.52333271
3547,52.87751211
3549,52.87519432
3550,52.75129611
3550,52.35592189
3551,52.99042896
3552,51.84448228
3554,52.33306403
3555,52.18053829
3555,51.95829278
3556,51.4400288
3557,51.10887973
3559,51.27979189
3560,50.97019623
3561,50.00289388
3561,50.09342101
3562,50.17990382
3564,49.62375046
3565,49.94653513
3566,50.04049098
3566,49.40176108
3567,49.95061647
3568,49.76533694
3570,49.07004276
3571,48.9365708
3571,48.48090766
3572,49.20351418
3573,48.33505168
3575,48.64812392
3576,47.52916926
3576,47.71539871
3577,48.4537783
3578,47.68627534
3580,46.67489285
3581,47.13918847
3581,46.86848945
3582,47.22938689
3583,46.67807574
3585,46.61604325
3586,45.78756474
3586,46.82031634
3587,46.37569545
3588,45.94853378
3589,46.30407907
3591,45.64909999
3592,45.7016687
3592,45.4126314
3593,45.53011556
3594,45.44852869
3596,45.22070051
3597,44.48586132
3597,45.28417178
3598,44.5176413
3599,43.70141511
3601,43.69966157
3602,44.20024814
3602,43.13660936
3603,44.60508504
3604,43.2063875
3605,43.69034774
3607,43.6561129
3608,44.60196007
3608,43.55328551
3609,43.63926054
3610,42.74741456
3612,42.60058236
3613,42.72540282
3613,42.64739288
3614,42.59743533
3615,42.0024744
3616,42.39481247
3618,42.44744968
3619,41.62954469
3619,41.86823521
3620,41.77847448
3621,41.8996526
3623,40.55472097
3624,41.65212661
3624,40.91097388
3625,40.08077244
3626,39.62750609
3627,40.68738157
3629,39.76251885
3630,39.79055815
3630,39.82385596
3631,39.81486929
3632,38.63853228
3634,39.16468987
3635,38.78663331
3635,38.08779804
3636,38.27628448
3637,36.80284439
3638,37.40287429
3640,38.02065601
3641,37.25869466
3641,36.77999629
3642,37.01112536
3643,36.45597293
3644,36.93591755
3646,35.55406432
3646,35.98907287
3647,35.91198354
3648,34.96898591
3649,35.71059676
3651,34.95286657
3652,35.42477249
3652,34.46347777
3653,33.68613204
3654,33.56939441
3655,35.0532849
3657,33.92022404
