# SO2 Absorption Cross section
# Source: Rufus et al. 2009 (JGR)
# Temp: 298K
# Wavelength (nm), Cross-section
3.167567082981169619e+02 9.642669999999999744e-20
3.167562166582999907e+02 8.646770000000000435e-20
3.167557149865905899e+02 8.161969999999999844e-20
3.167552133164702468e+02 1.004640000000000028e-19
3.167547216812940292e+02 1.049740000000000009e-19
3.167542200143200262e+02 9.257569999999999671e-20
3.167537283822271661e+02 9.280770000000000537e-20
3.167532267183995032e+02 8.823969999999999913e-20
3.167527350893900007e+02 7.648870000000000096e-20
3.167522334287085641e+02 8.445070000000000383e-20
3.167517317696161854e+02 9.741270000000000417e-20
3.167512401452473227e+02 9.172169999999999532e-20
3.167507384893011135e+02 9.927969999999999971e-20
3.167502468680155516e+02 1.079269999999999944e-19
3.167497452152155688e+02 8.762969999999999814e-20
3.167492435640045869e+02 9.989870000000000052e-20
3.167487519473594375e+02 1.156110000000000083e-19
3.167482502992946252e+02 8.249169999999999946e-20
3.167477586857327196e+02 7.383169999999999605e-20
3.167472570408140200e+02 8.334170000000000361e-20
3.167467553974842644e+02 7.915969999999999622e-20
3.167462637885627146e+02 8.042170000000000537e-20
3.167457621483790717e+02 8.256069999999999405e-20
3.167452705425406521e+02 9.173870000000000166e-20
3.167447689055030651e+02 9.222169999999999988e-20
3.167442672700543653e+02 9.030369999999999736e-20
3.167437756688561876e+02 1.038029999999999952e-19
3.167432740365534869e+02 9.831269999999999794e-20
3.167427824384384394e+02 8.624669999999999412e-20
3.167422808092817377e+02 8.996269999999999759e-20
3.167417791817139232e+02 9.777969999999999806e-20
3.167412875882389471e+02 1.047370000000000017e-19
3.167407859638170180e+02 1.083289999999999943e-19
3.167402943734251153e+02 1.018589999999999986e-19
3.167397927521491283e+02 9.792369999999999514e-20
3.167393011648401284e+02 1.004660000000000014e-19
3.167387995467100268e+02 9.456569999999999777e-20
3.167382979301687556e+02 1.052550000000000059e-19
3.167378064478226065e+02 1.275799999999999887e-19
3.167373048344268227e+02 1.162390000000000089e-19
3.167368132548404560e+02 1.023210000000000052e-19
3.167363116445904438e+02 9.543269999999999622e-20
3.167358100359292621e+02 8.812169999999999618e-20
3.167353184609827395e+02 9.103769999999999717e-20
3.167348168554673293e+02 9.509169999999999646e-20
3.167343252836035958e+02 1.033170000000000051e-19
3.167338236812339005e+02 8.880070000000000380e-20
3.167333220804529788e+02 6.771270000000000525e-20
3.167328305132290325e+02 8.729769999999999820e-20
3.167323289155937687e+02 1.144880000000000057e-19
3.167318373514526115e+02 1.074549999999999946e-19
3.167313357569630057e+02 8.159669999999999623e-20
3.167308341640621165e+02 7.845370000000000119e-20
3.167303426045605761e+02 9.616770000000000136e-20
3.167298410148052312e+02 9.508769999999999921e-20
3.167293494583864231e+02 9.299369999999999759e-20
3.167288478717767362e+02 9.281269999999999591e-20
3.167283563184405466e+02 8.574070000000000573e-20
3.167278547349764040e+02 8.407070000000000085e-20
3.167273531531008643e+02 8.509769999999999738e-20
3.167268616044041778e+02 8.610870000000000495e-20
3.167263600256741825e+02 7.651269999999999646e-20
3.167258684800601145e+02 8.736569999999999949e-20
3.167253669044755497e+02 1.102049999999999896e-19
3.167248653304797017e+02 9.493070000000000507e-20
3.167243737895049662e+02 8.689269999999999438e-20
3.167238722186545488e+02 1.008230000000000022e-19
3.167233806807623182e+02 1.040120000000000017e-19
3.167228791130572176e+02 8.333569999999999570e-20
3.167223775469407769e+02 7.888270000000000051e-20
3.167218860136878789e+02 1.209020000000000039e-19
3.167213844507167551e+02 1.175409999999999905e-19
3.167208929205462482e+02 8.746869999999999472e-20
3.167203913607204413e+02 1.021920000000000038e-19
3.167198898024832374e+02 1.012180000000000009e-19
3.167193982769518925e+02 1.072470000000000056e-19
3.167188967218599487e+02 1.068900000000000048e-19
3.167184051994109950e+02 8.020870000000000167e-20
3.167179036474642544e+02 1.092599999999999968e-19
3.167174121280976919e+02 1.258910000000000029e-19
3.167169105792962114e+02 9.196569999999999572e-20
3.167164090320831633e+02 9.044670000000000114e-20
3.167159175173555923e+02 9.615170000000000035e-20
3.167154159732878043e+02 1.037030000000000039e-19
3.167149244616425108e+02 1.104699999999999936e-19
3.167144229207198691e+02 1.049250000000000045e-19
3.167139213813856031e+02 1.067050000000000059e-19
3.167134298743791874e+02 1.062219999999999956e-19
3.167129283381901246e+02 9.985170000000000281e-20
3.167124368342658727e+02 8.172769999999999625e-20
3.167119353012218426e+02 7.127870000000000374e-20
3.167114337697662450e+02 7.900569999999999400e-20
3.167109422704808139e+02 7.891369999999999720e-20
3.167104407421702490e+02 8.898070000000000014e-20
3.167099492459669818e+02 9.715369999999999606e-20
3.167094477208013927e+02 9.372170000000000153e-20
3.167089461972241793e+02 1.048070000000000016e-19
3.167084547056596193e+02 1.085919999999999996e-19
3.167079531852273817e+02 1.112580000000000044e-19
3.167074616967447582e+02 1.092580000000000102e-19
3.167069601794574965e+02 9.005370000000000110e-20
3.167064686940569231e+02 1.034770000000000032e-19
3.167059671799145235e+02 1.214409999999999996e-19
3.167054656673604995e+02 1.001730000000000047e-19
3.167049741865984629e+02 1.080530000000000039e-19
3.167044726771892442e+02 1.284479999999999924e-19
3.167039811995091441e+02 9.349969999999999801e-20
3.167034796932447875e+02 7.932370000000000359e-20
3.167029781885686361e+02 1.113419999999999946e-19
3.167024867155270158e+02 1.158359999999999917e-19
3.167019852139957266e+02 1.013270000000000040e-19
3.167014937440359290e+02 8.966669999999999691e-20
3.167009922456493882e+02 8.486769999999999938e-20
3.167004907488510526e+02 9.472270000000000395e-20
3.166999992835295643e+02 8.227169999999999457e-20
3.166994977898759771e+02 8.409269999999999772e-20
3.166990063276363685e+02 1.161879999999999899e-19
3.166985048371273592e+02 1.152420000000000037e-19
3.166980033482066688e+02 1.040429999999999984e-19
3.166975118906052558e+02 1.203539999999999963e-19
3.166970104048291432e+02 1.626650000000000027e-19
3.166965189503094393e+02 1.420380000000000055e-19
3.166960174676779047e+02 7.313270000000000221e-20
3.166955260162399099e+02 9.280770000000000537e-20
3.166950245367530101e+02 1.301290000000000078e-19
3.166945230588542586e+02 9.756870000000000502e-20
3.166940316120542889e+02 1.216679999999999937e-19
3.166935301373000584e+02 1.459430000000000051e-19
3.166930386935817410e+02 1.033370000000000033e-19
3.166925372219720316e+02 7.859069999999999707e-20
3.166920357519504705e+02 6.208370000000000182e-20
3.166915443128700645e+02 6.927270000000000166e-20
3.166910428459929108e+02 8.833369999999999455e-20
3.166905514099941001e+02 8.867670000000000498e-20
3.166900499462613539e+02 1.076569999999999999e-19
3.166895484841166990e+02 1.071939999999999999e-19
3.166890570527557429e+02 8.982069999999999914e-20
3.166885555937554955e+02 9.217569999999999547e-20
3.166880641654759643e+02 8.395069999999999927e-20
3.166875627096200674e+02 8.779570000000000414e-20
3.166870612553522051e+02 8.502370000000000022e-20
3.166865698317104147e+02 6.311370000000000231e-20
3.166860683805869030e+02 8.094970000000000268e-20
3.166855769600265376e+02 9.173170000000000047e-20
3.166850755120472627e+02 9.259369999999999634e-20
3.166845840945682653e+02 1.398550000000000110e-19
3.166840826497332273e+02 1.334570000000000018e-19
3.166835812064862239e+02 8.280269999999999583e-20
3.166830897936447968e+02 9.917370000000000052e-20
3.166825883535419734e+02 1.585980000000000063e-19
3.166820969437818576e+02 1.899509999999999917e-19
3.166815955068232142e+02 1.389330000000000083e-19
3.166810940714525486e+02 9.955069999999999956e-20
3.166806026663298894e+02 1.208480000000000050e-19
3.166801012341033470e+02 1.134849999999999926e-19
3.166796098320619421e+02 9.888270000000000242e-20
3.166791084029794661e+02 1.341249999999999989e-19
3.166786069754849677e+02 1.198259999999999990e-19
3.166781155780808490e+02 9.171170000000000221e-20
3.166776141537304170e+02 1.059930000000000029e-19
3.166771227594074958e+02 8.310470000000000441e-20
3.166766213382010733e+02 6.787169999999999801e-20
3.166761199185824580e+02 8.689170000000000109e-20
3.166756285288968229e+02 7.400870000000000048e-20
3.166751271124222740e+02 6.887270000000000042e-20
3.166746357258177227e+02 9.820270000000000151e-20
3.166741343124870696e+02 1.539400000000000019e-19
3.166736429289635453e+02 1.452860000000000064e-19
3.166731415187768448e+02 6.988770000000000523e-20
3.166726401101779516e+02 5.659169999999999428e-20
3.166721488315728266e+02 7.645169999999999636e-20
3.166716474261174881e+02 7.051770000000000448e-20
3.166711560503117653e+02 8.923069999999999640e-20
3.166706546480002658e+02 9.489269999999999515e-20
3.166701532472766303e+02 7.888070000000000188e-20
3.166696618761079094e+02 8.451069999999999860e-20
3.166691604785279992e+02 8.829870000000000061e-20
3.166686691104401348e+02 8.395870000000000579e-20
3.166681677160040635e+02 1.009029999999999952e-19
3.166676663231557427e+02 1.374779999999999937e-19
3.166671749597047665e+02 1.268710000000000017e-19
3.166666735700001141e+02 8.596469999999999583e-20
3.166661822096300511e+02 8.495170000000000169e-20
3.166656808230691240e+02 8.952469999999999846e-20
3.166651794380959473e+02 7.332769999999999424e-20
3.166646880823626020e+02 6.785369999999999837e-20
3.166641867005330369e+02 8.501770000000000436e-20
3.166636953478804912e+02 1.016390000000000057e-19
3.166631939691945945e+02 1.071680000000000058e-19
3.166627026196227348e+02 1.188029999999999997e-19
3.166622012440803928e+02 1.189640000000000031e-19
3.166616998701257444e+02 9.128270000000000290e-20
3.166612085251905455e+02 8.287370000000000107e-20
3.166607071543794518e+02 1.386040000000000003e-19
3.166602158125248820e+02 2.098260000000000015e-19
3.166597144448573431e+02 1.712570000000000048e-19
3.166592130787773840e+02 9.749269999999999720e-20
3.166587217415593614e+02 6.062869999999999926e-20
3.166582203786228433e+02 7.443870000000000512e-20
3.166577290444853929e+02 1.064920000000000022e-19
3.166572276846923728e+02 1.092899999999999882e-19
3.166567263264869894e+02 9.583370000000000279e-20
3.166562349969859156e+02 8.179969999999999479e-20
3.166557336419238595e+02 9.063369999999999868e-20
3.166552423155033580e+02 9.793069999999999633e-20
3.166547409635846861e+02 7.675370000000000494e-20
3.166542396132535941e+02 8.211869999999999767e-20
3.166537482914693555e+02 7.858869999999999845e-20
3.166532469442815909e+02 4.661169999999999760e-20
3.166527556255778109e+02 5.651870000000000245e-20
3.166522542815333736e+02 8.451969999999999842e-20
3.166517629659099953e+02 8.085169999999999798e-20
3.166512616250087717e+02 8.295669999999999805e-20
3.166507602856950712e+02 1.200080000000000060e-19
3.166502689747078421e+02 1.433739999999999997e-19
3.166497676385374120e+02 1.174869999999999916e-19
3.166492763306304710e+02 1.006270000000000049e-19
3.166487749976031978e+02 1.043740000000000050e-19
3.166482736661633908e+02 9.450469999999999767e-20
3.166477823628925421e+02 7.095169999999999433e-20
3.166472810345958919e+02 7.179269999999999865e-20
3.166467897344052744e+02 8.626870000000000304e-20
3.166462884092517811e+02 7.877070000000000545e-20
3.166457870856856971e+02 8.583470000000000115e-20
3.166452957901310015e+02 8.879269999999999727e-20
3.166447944697079606e+02 9.287869999999999858e-20
3.166443031772334962e+02 1.248900000000000005e-19
3.166438018599535553e+02 1.032850000000000031e-19
3.166433005442609669e+02 8.556769999999999854e-20
3.166428092564223107e+02 1.066719999999999985e-19
3.166423079438727086e+02 8.429369999999999766e-20
3.166418166591141699e+02 6.776069999999999625e-20
3.166413153497075541e+02 8.550369999999999449e-20
3.166408240680291328e+02 1.007199999999999949e-19
3.166403227617654466e+02 1.007060000000000046e-19
3.166398214570891128e+02 8.666469999999999500e-20
3.166393301800463860e+02 7.929370000000000019e-20
3.166388288785129248e+02 7.108369999999999967e-20
3.166383376045502018e+02 6.073570000000000378e-20
3.166378363061596133e+02 8.188369999999999709e-20
3.166373350093563772e+02 1.206330000000000026e-19
3.166368437400291782e+02 1.054080000000000028e-19
3.166363424463687579e+02 7.633869999999999598e-20
3.166358511801215059e+02 8.015270000000000415e-20
3.166353498896039014e+02 8.520369999999999657e-20
3.166348486006735357e+02 9.917670000000000447e-20
3.166343573390616939e+02 1.107090000000000035e-19
3.166338560532740871e+02 7.360770000000000594e-20
3.166333647947421355e+02 6.605470000000000413e-20
3.166328635120972876e+02 1.052880000000000012e-19
3.166323622310396217e+02 1.107749999999999941e-19
3.166318709771430235e+02 9.144869999999999685e-20
3.166313696992280029e+02 8.955169999999999791e-20
3.166308784484112380e+02 1.011420000000000051e-19
3.166303771736388626e+02 8.526170000000000475e-20
3.166298859259018741e+02 5.629470000000000031e-20
3.166293846542722008e+02 6.197669999999999731e-20
3.166288833842295958e+02 7.349370000000000023e-20
3.166283921411277902e+02 7.775769999999999927e-20
3.166278908742278304e+02 8.853170000000000257e-20
3.166273996342056876e+02 8.459569999999999420e-20
3.166268983704482594e+02 8.116969999999999554e-20
3.166263971082779562e+02 7.905169999999999841e-20
3.166259058728908826e+02 8.262770000000000205e-20
3.166254046138631111e+02 1.102829999999999961e-19
3.166249133815557002e+02 9.992569999999999997e-20
3.166244121256703465e+02 6.689169999999999918e-20
3.166239108713721748e+02 7.320270000000000213e-20
3.166234196436997195e+02 7.524769999999999539e-20
3.166229183925439088e+02 6.626969999999999442e-20
3.166224271679510025e+02 7.158469999999999753e-20
3.166219259199376097e+02 7.743070000000000190e-20
3.166214246735112852e+02 8.268969999999999544e-20
3.166209334535532207e+02 7.372670000000000219e-20
3.166204322102692572e+02 6.169469999999999902e-20
3.166199409933906281e+02 6.588270000000000227e-20
3.166194397532489688e+02 7.278970000000000383e-20
3.166189485394498888e+02 7.221370000000000348e-20
3.166184473024505337e+02 6.213069999999999953e-20
3.166179460670381332e+02 7.039370000000000566e-20
3.166174548578737813e+02 9.246370000000000166e-20
3.166169536256036849e+02 7.893270000000000217e-20
3.166164624195186548e+02 6.339570000000000060e-20
3.166159611903907489e+02 8.254870000000000232e-20
3.166154599628497976e+02 8.844969999999999888e-20
3.166149687613993819e+02 7.664169999999999785e-20
3.166144675370006780e+02 8.470869999999999458e-20
3.166139763386295840e+02 8.529770000000000402e-20
3.166134751173729569e+02 8.969970000000000427e-20
3.166129738977032844e+02 1.196340000000000109e-19
3.166124827039666343e+02 1.101799999999999888e-19
3.166119814874390954e+02 9.650069999999999460e-20
3.166114902967816533e+02 9.808469999999999856e-20
3.166109890833961913e+02 7.571069999999999535e-20
3.166104878715976270e+02 8.622070000000000000e-20
3.166099966855745720e+02 9.476070000000000184e-20
3.166094954769180276e+02 7.322869999999999625e-20
3.166090042939741238e+02 8.484969999999999974e-20
3.166085030884595994e+02 8.276070000000000069e-20
3.166080018845318591e+02 7.042369999999999702e-20
3.166075107062222855e+02 8.260270000000000122e-20
3.166070095054365652e+02 7.798170000000000141e-20
3.166065184304457034e+02 7.581469999999999592e-20
3.166060172328015483e+02 8.076870000000000101e-20
3.166055260606498223e+02 7.871969999999999847e-20
3.166050248661475734e+02 8.371969999999999593e-20
3.166045236732321086e+02 7.421070000000000574e-20
3.166040325057144855e+02 6.779969999999999947e-20
3.166035313159408702e+02 8.420369999999999948e-20
3.166030401515022845e+02 8.494369999999999516e-20
3.166025389648705186e+02 6.768669999999999909e-20
3.166020377798254231e+02 6.429169999999999712e-20
3.166015466200208266e+02 7.364169999999999456e-20
3.166010454381175805e+02 7.826170000000000108e-20
3.166005542813919078e+02 6.632570000000000398e-20
3.166000531026303975e+02 5.918170000000000322e-20
3.165995519254556143e+02 7.236270000000000313e-20
3.165990607733638171e+02 7.027570000000000270e-20
3.165985595993307697e+02 5.256270000000000184e-20
3.165980684503177827e+02 6.258270000000000105e-20
3.165975672794263573e+02 7.796769999999999902e-20
3.165970661101217161e+02 6.523670000000000201e-20
3.165965749657424908e+02 6.153169999999999698e-20
3.165960737995794716e+02 7.402369999999999616e-20
3.165955826582789996e+02 7.292169999999999713e-20
3.165950814952575456e+02 6.981070000000000412e-20
3.165945903570358837e+02 6.461269999999999863e-20
3.165940891971559950e+02 5.377070000000000005e-20
3.165935880388627766e+02 7.631570000000000581e-20
3.165930969052747059e+02 1.109380000000000082e-19
3.165925957501229959e+02 1.063619999999999954e-19
3.165921046196136217e+02 8.307369999999999567e-20
3.165916034676034201e+02 7.064969999999999778e-20
3.165911023171797183e+02 7.110470000000000326e-20
3.165906111913039354e+02 7.526770000000000568e-20
3.165901100440217419e+02 6.938870000000000600e-20
3.165896189212244849e+02 7.411469999999999966e-20
3.165891177770837430e+02 8.491770000000000104e-20
3.165886166345295578e+02 7.714069999999999708e-20
3.165881255163657215e+02 7.676470000000000338e-20
3.165876243769529310e+02 8.899369999999999720e-20
3.165871332618676206e+02 8.222969999999999943e-20
3.165866321255961111e+02 7.001769999999999991e-20
3.165861309909112151e+02 6.193169999999999822e-20
3.165856398804592118e+02 5.005670000000000122e-20
3.165851387489155968e+02 6.505670000000000567e-20
3.165846476415420625e+02 8.303870000000000173e-20
3.165841465131396717e+02 6.257969999999999710e-20
3.165836554088445496e+02 6.323469999999999718e-20
3.165831542835834398e+02 8.185469999999999902e-20
3.165826531599088298e+02 6.331270000000000362e-20
3.165821620602468442e+02 5.075269999999999712e-20
3.165816609397134016e+02 5.700270000000000600e-20
3.165811698431297714e+02 6.303169999999999863e-20
3.165806687257375529e+02 7.554869999999999864e-20
3.165801676099317206e+02 7.133869999999999851e-20
3.165796765179811132e+02 5.562769999999999646e-20
3.165791754053163913e+02 5.977370000000000458e-20
3.165786843164441393e+02 6.461969999999999983e-20
3.165781832069205279e+02 6.793370000000000343e-20
3.165776820989833027e+02 7.406070000000000076e-20
3.165771910147439598e+02 6.603870000000000312e-20
3.165766899099477882e+02 6.727069999999999683e-20
3.165761988287866870e+02 8.011170000000000231e-20
3.165756977271315122e+02 6.935670000000000397e-20
3.165751966270627236e+02 5.644470000000000529e-20
3.165747055505344179e+02 6.128769999999999658e-20
3.165742044536066260e+02 5.937770000000000058e-20
3.165737133801564482e+02 6.140969999999999678e-20
3.165732122863695963e+02 7.268770000000000188e-20
3.165727212159975466e+02 6.286770000000000329e-20
3.165722201253515777e+02 6.283769999999999989e-20
3.165717190362919951e+02 7.592769999999999630e-20
3.165712279705525702e+02 6.268870000000000024e-20
3.165707268846338138e+02 6.272669999999999813e-20
3.165702358219724601e+02 7.722970000000000196e-20
3.165697347391945868e+02 8.136770000000000356e-20
3.165692336580029860e+02 1.021650000000000044e-19
3.165687425999741436e+02 9.590769999999999995e-20
3.165682415219233121e+02 6.483470000000000215e-20
3.165677504669724840e+02 6.655570000000000198e-20
3.165672493920624220e+02 6.581270000000000236e-20
3.165667483187386324e+02 6.180669999999999407e-20
3.165662572684202019e+02 7.120370000000000125e-20
3.165657561982371249e+02 6.042769999999999933e-20
3.165652651509966518e+02 5.803670000000000373e-20
3.165647640839542873e+02 7.298069999999999861e-20
3.165642630184980248e+02 6.024070000000000179e-20
3.165637719758898925e+02 4.769369999999999837e-20
3.165632709135743426e+02 4.661069999999999829e-20
3.165627798740440539e+02 3.746469999999999872e-20
3.165622788148691029e+02 4.092170000000000009e-20
3.165617877784165444e+02 4.514770000000000124e-20
3.165612867223822491e+02 4.388669999999999741e-20
3.165607856679340557e+02 5.451970000000000157e-20
3.165602946361137242e+02 5.815170000000000273e-20
3.165597935848060729e+02 5.876669999999999426e-20
3.165593025560634146e+02 6.103069999999999912e-20
3.165588015078963053e+02 5.859170000000000049e-20
3.165583004613152980e+02 6.105769999999999858e-20
3.165578094372047531e+02 6.013769999999999452e-20
3.165573083937642309e+02 6.522770000000000219e-20
3.165568173727313024e+02 7.336570000000000417e-20
3.165563163324312654e+02 6.906070000000000329e-20
3.165558152937172167e+02 7.334770000000000454e-20
3.165553242773162879e+02 7.576370000000000096e-20
3.165548232417426675e+02 6.910770000000000100e-20
3.165543322284193550e+02 7.268370000000000464e-20
3.165538311959861062e+02 7.366469999999999676e-20
3.165533301651389024e+02 7.214269999999999824e-20
3.165528391564473623e+02 7.026569999999999755e-20
3.165523381287404732e+02 6.266269999999999408e-20
3.165518471231264925e+02 6.791370000000000518e-20
3.165513460985599181e+02 7.130469999999999786e-20
3.165508550960233833e+02 6.387169999999999762e-20
3.165503540745970668e+02 6.868869999999999479e-20
3.165498530547567384e+02 7.134370000000000108e-20
3.165493620568519191e+02 7.540169999999999761e-20
3.165488610401517917e+02 7.536769999999999696e-20
3.165483700453244182e+02 5.260570000000000231e-20
3.165478690317644919e+02 5.783370000000000518e-20
3.165473680197905537e+02 7.587270000000000410e-20
3.165468770295947252e+02 5.979069999999999889e-20
3.165463760207608743e+02 4.840769999999999992e-20
3.165458850336423779e+02 5.037970000000000135e-20
3.165453840279487281e+02 5.913569999999999881e-20
3.165448830238408959e+02 6.493870000000000271e-20
3.165443920413538876e+02 6.015169999999999691e-20
3.165438910403861996e+02 5.939870000000000417e-20
3.165434000609764666e+02 5.021270000000000207e-20
3.165428990631488091e+02 4.373669999999999845e-20
3.165423980669069692e+02 5.151869999999999896e-20
3.165419070921286107e+02 5.361070000000000197e-20
3.165414060990268013e+02 6.142769999999999641e-20
3.165409152275237830e+02 6.956369999999999977e-20
3.165404142375616630e+02 6.638370000000000013e-20
3.165399232689373434e+02 6.322670000000000269e-20
3.165394222821150834e+02 6.227269999999999798e-20
3.165389212968786978e+02 6.116870000000000033e-20
3.165384303328856390e+02 6.012669999999999608e-20
3.165379293507891703e+02 6.160070000000000360e-20
3.165374383898731026e+02 5.611470000000000396e-20
3.165369374109164937e+02 5.183469999999999790e-20
3.165364364335456457e+02 5.841770000000000001e-20
3.165359454772607819e+02 6.549969999999999534e-20
3.165354445030297370e+02 7.161770000000000488e-20
3.165349535498218643e+02 6.237570000000000526e-20
3.165344525787306225e+02 5.381070000000000259e-20
3.165339516092251415e+02 6.915270000000000009e-20
3.165334606606483021e+02 8.369269999999999648e-20
3.165329596942825106e+02 8.840869999999999704e-20
3.165324687487826054e+02 9.125469999999999811e-20
3.165319677855566169e+02 9.379569999999999869e-20
3.165314668239162756e+02 7.760470000000000238e-20
3.165309758830472333e+02 5.896970000000000485e-20
3.165304749245465814e+02 6.446569999999999760e-20
3.165299839867544165e+02 5.447270000000000386e-20
3.165294830313934540e+02 3.839069999999999864e-20
3.165289920966781096e+02 4.403369999999999844e-20
3.165284911444567229e+02 5.206769999999999985e-20
3.165279901938210401e+02 6.641370000000000353e-20
3.165274992637364448e+02 7.629869999999999946e-20
3.165269983162403378e+02 7.086770000000000406e-20
3.165265073892325063e+02 6.230169999999999606e-20
3.165260064448759181e+02 5.252070000000000069e-20
3.165255055021049202e+02 4.745669999999999917e-20
3.165250145797277241e+02 5.060269999999999816e-20
3.165245136400963020e+02 6.593470000000000255e-20
3.165240227207957560e+02 7.092370000000000158e-20
3.165235217843037390e+02 6.307370000000000580e-20
3.165230208493973123e+02 6.548669999999999827e-20
3.165225299347273449e+02 6.138170000000000404e-20
3.165220290029603802e+02 6.411769999999999664e-20
3.165215380913670060e+02 6.840869999999999513e-20
3.165210371627393897e+02 6.018069999999999498e-20
3.165205362356973637e+02 6.610269999999999513e-20
3.165200453287343976e+02 6.234969999999999910e-20
3.165195444048316631e+02 5.416569999999999872e-20
3.165190535009452901e+02 6.745970000000000503e-20
3.165185525801819040e+02 8.080970000000000285e-20
3.165180616793720674e+02 9.284269999999999931e-20
3.165175607617479727e+02 8.800669999999999718e-20
3.165170598457093547e+02 7.679069999999999750e-20
3.165165689495297556e+02 8.700869999999999871e-20
3.165160680366303723e+02 8.329170000000000195e-20
3.165155771435272527e+02 7.208769999999999400e-20
3.165150762337670471e+02 8.000070000000000055e-20
3.165145753255923751e+02 8.443270000000000420e-20
3.165140844371193793e+02 8.588270000000000418e-20
3.165135835320838851e+02 8.617370000000000229e-20
3.165130926466872552e+02 7.547670000000000010e-20
3.165125917447908819e+02 8.287670000000000502e-20
3.165120908444799284e+02 9.088270000000000165e-20
3.165115999637133655e+02 7.900669999999999933e-20
3.165110990665414761e+02 8.642369999999999855e-20
3.165106081888511653e+02 7.592969999999999492e-20
3.165101072948183969e+02 5.949669999999999683e-20
3.165096064023709914e+02 8.063869999999999428e-20
3.165091155293106908e+02 7.880670000000000472e-20
3.165086146400022926e+02 7.513769999999999896e-20
3.165081237700181873e+02 7.764970000000000146e-20
3.165076228838487964e+02 4.757269999999999748e-20
3.165071320169408864e+02 5.819970000000000577e-20
3.165066311339104459e+02 7.637170000000000333e-20
3.165061302524653684e+02 5.250870000000000294e-20
3.165056393901872411e+02 5.710170000000000399e-20
3.165051385118810572e+02 5.874170000000000547e-20
3.165046476526790684e+02 5.318569999999999989e-20
3.165041467775117781e+02 8.083569999999999697e-20
3.165036459039297938e+02 7.579869999999999490e-20
3.165031550493574741e+02 4.537969999999999787e-20
3.165026541789143266e+02 4.562870000000000084e-20
3.165021633274180886e+02 5.662569999999999493e-20
3.165016624601137210e+02 6.762470000000000569e-20
3.165011615943946595e+02 6.985770000000000182e-20
3.165006707475279768e+02 5.727070000000000189e-20
3.165001698849476952e+02 4.920269999999999983e-20
3.164996790411569805e+02 5.005770000000000053e-20
3.164991781817154219e+02 7.824269999999999611e-20
3.164986773238590558e+02 1.147269999999999915e-19
3.164981864846978397e+02 8.696269999999999430e-20
3.164976856299801966e+02 6.157770000000000139e-20
3.164971947938948347e+02 6.698869999999999854e-20
3.164966939423158578e+02 5.779770000000000591e-20
3.164962031093064070e+02 6.200270000000000347e-20
3.164957022608660964e+02 7.827970000000000071e-20
3.164952014140109213e+02 8.275870000000000207e-20
3.164947105856307985e+02 1.054909999999999997e-19
3.164942097419142328e+02 1.095519999999999882e-19
3.164937189166098506e+02 7.936370000000000010e-20
3.164932180760318943e+02 6.503770000000000070e-20
3.164927172370389599e+02 6.994370000000000275e-20
3.164922264163638488e+02 6.743769999999999612e-20
3.164917255805094669e+02 5.288570000000000197e-20
3.164912347629100964e+02 5.617669999999999735e-20
3.164907339301942102e+02 6.348470000000000548e-20
3.164902330990634596e+02 5.031569999999999730e-20
3.164897422860931329e+02 5.068969999999999840e-20
3.164892414581008211e+02 5.770069999999999450e-20
3.164887506482061781e+02 5.169170000000000013e-20
3.164882498233522483e+02 5.533970000000000231e-20
3.164877490000833973e+02 6.574770000000000501e-20
3.164872581948177412e+02 7.289070000000000044e-20
3.164867573746872154e+02 6.925470000000000203e-20
3.164862665724971293e+02 4.864970000000000170e-20
3.164857657555049855e+02 3.913970000000000016e-20
3.164852749563904695e+02 4.772370000000000177e-20
3.164847741425367076e+02 5.316169999999999837e-20
3.164842733302678539e+02 5.562470000000000455e-20
3.164837825357821544e+02 6.015270000000000224e-20
3.164832817266516258e+02 5.826169999999999916e-20
3.164827909352414395e+02 5.583569999999999759e-20
3.164822901292491224e+02 6.495069999999999444e-20
3.164817893248417136e+02 6.903570000000000246e-20
3.164812985380602868e+02 5.975970000000000219e-20
3.164807977367911462e+02 6.368470000000000008e-20
3.164803069530850621e+02 6.894270000000000034e-20
3.164798061549540762e+02 5.813269999999999777e-20
3.164793053584079985e+02 6.396070000000000250e-20
3.164788145793305603e+02 7.472770000000000461e-20
3.164783137859226372e+02 6.448569999999999586e-20
3.164778230099205416e+02 6.170170000000000021e-20
3.164773222196506595e+02 6.913169999999999650e-20
3.164768214309657424e+02 7.369770000000000412e-20
3.164763306595921222e+02 7.147970000000000367e-20
3.164758298740452460e+02 6.474470000000000397e-20
3.164753392059035377e+02 6.639269999999999994e-20
3.164748384234943046e+02 6.244169999999999589e-20
3.164743476582709150e+02 5.084669999999999856e-20
3.164738468789997228e+02 4.926970000000000182e-20
3.164733461013133251e+02 5.090069999999999746e-20
3.164728553407182972e+02 5.360869999999999732e-20
3.164723545661698267e+02 5.042569999999999975e-20
3.164718638086499709e+02 4.191069999999999874e-20
3.164713630372394846e+02 4.668470000000000147e-20
3.164708622674137928e+02 5.672569999999999825e-20
3.164703715145221281e+02 5.268069999999999878e-20
3.164698707478342499e+02 4.376870000000000048e-20
3.164693799980177573e+02 4.208669999999999784e-20
3.164688792344677495e+02 4.278569999999999770e-20
