calc_flux.py output file 
Peak number,1
Flux (Tonnes/day),208
Windspeed (m/s),10.0
Volcano Long/Lat,55.692512,-21.26202
CoM position,55.655315,-21.23115
Julian Time (GMT),SO2 Amount,Error,Longitude,Latitude,Bearing,Distance,Correction Factor,Cumulative Distance
0.3955092592592593,18.76826668,10.502871,55.673768333,-21.227446667,3.85896975742,14.0694341424,-0.995697433759,-14.00889947
0.39554398148148145,12.43995762,10.31945269,55.673703333,-21.227558333,3.73184160567,14.1267516694,-0.999410748893,-28.1273269353
0.3955787037037037,10.83860829,10.78760603,55.673653333,-21.227683333,3.57302079484,14.8341100802,-0.981404109879,-42.6855835345
0.395625,7.043483482,10.78431316,55.673605,-21.227865,3.43872270592,20.8123872145,-0.946865606861,-62.3921171845
0.39565972222222223,14.40965866,9.841107075,55.67358,-21.228006667,3.34196361404,15.9643546343,-0.911364594635,-76.9414647744
0.39569444444444446,12.87018437,10.09900346,55.673563333,-21.228143333,3.28103691942,15.2944430052,-0.884611680114,-90.4711076977
0.3957291666666667,13.90333466,10.57198159,55.673556667,-21.228278333,3.19835978456,15.0272074987,-0.843079229113,-103.140234211
0.3957638888888889,13.97383221,10.22184327,55.673551667,-21.228411667,3.18472397121,14.8351193448,-0.83566788288,-115.537466987
0.3957986111111111,16.09347182,10.63391045,55.673543333,-21.228551667,3.20999660655,15.5912375489,-0.849280164707,-128.77879578
0.3958333333333333,22.84093154,10.95186646,55.67352,-21.228678333,3.3505039533,14.2907435794,-0.914846519629,-141.852632807
0.39586805555555554,16.87745549,10.44794549,55.67348,-21.228773333,3.59283399,11.347998261,-0.985014439253,-153.03057495
0.39590277777777777,22.37693078,11.06973858,55.673436667,-21.228878333,3.58501580322,12.5095794459,-0.983635931623,-165.335446783
0.3959375,16.29027432,10.19207355,55.673391667,-21.228981667,3.60619496251,12.4008078686,-0.987230844029,-177.577906801
0.3959722222222222,14.53508026,10.00923277,55.673338333,-21.229096667,3.63187967164,13.9311574459,-0.99099624693,-191.383631546
0.39600694444444445,14.16530768,10.50712442,55.67327,-21.229225,3.69138233533,15.9309876872,-0.997204510716,-207.270084328
0.3960416666666667,19.76693573,9.346559758,55.6732,-21.229355,3.69638383286,16.1739989239,-0.997565751414,-223.404711717
0.3960763888888889,14.21385203,10.26898332,55.673141667,-21.22946,3.71047143762,13.1481013756,-0.998449090659,-236.53242158
0.3961226851851852,18.44298512,10.50811006,55.673091667,-21.229563333,3.64971178027,12.6047722653,-0.993226098845,-249.051810364
0.3961574074074074,25.21338697,10.64524716,55.673063333,-21.229626667,3.61707840055,7.63022898376,-0.9889060317,-256.597389829
0.39619212962962963,11.34270171,10.53416035,55.673036667,-21.229685,3.62591690485,7.0506502395,-0.990180281717,-263.578804669
0.39622685185185186,10.92035991,10.56644632,55.673013333,-21.229751667,3.52453447841,7.79758858562,-0.970947283173,-271.149852122
0.3962615740740741,14.88732981,10.29288368,55.672983333,-21.22983,3.5567496505,9.24861626356,-0.978151041351,-280.196395751
0.3962962962962963,10.81022148,10.81223854,55.672956667,-21.229903333,3.53794903828,8.60993838193,-0.974069843844,-288.583077086
0.39633101851851854,16.88461303,10.19733621,55.672943333,-21.229966667,3.3793178924,7.17674979168,-0.926100282231,-295.229467094
0.39636574074074077,13.7077247,10.88807435,55.672925,-21.230045,3.40470706308,8.91509205151,-0.935379543793,-303.56846183
0.39640046296296294,13.19068818,10.50240052,55.6729,-21.23013,3.46799003174,9.80033368662,-0.955871995449,-312.936326347
0.39643518518518517,10.69444191,9.97830864,55.672853333,-21.230228333,3.64151643463,11.9562298688,-0.992240474622,-324.799781547
0.3964699074074074,12.62047016,10.76326607,55.672813333,-21.230296667,3.73444980678,8.6558873799,-0.999496874021,-333.451313925
0.3965046296296296,12.63035943,10.47580299,55.672781667,-21.230365,3.63155842772,8.27685188783,-0.990953184559,-341.653286661
0.39653935185185185,12.1880266,10.53450055,55.672755,-21.230445,3.50792079693,9.31510787973,-0.966837925628,-350.659486241
0.3965740740740741,14.34784923,9.79239646,55.672731667,-21.230518333,3.49262491939,8.5053333932,-0.962818552236,-358.848579025
0.39662037037037035,18.89920621,10.71995605,55.672686667,-21.230631667,3.57023711486,13.437598648,-0.980865972322,-372.029062288
0.3966550925925926,16.91816038,11.00296472,55.67265,-21.23073,3.54698467466,11.5757831803,-0.97607434374,-383.327887259
0.3966898148148148,15.39323068,11.16936149,55.672605,-21.230835,3.59982895812,12.5726269952,-0.986196766748,-395.726971351
0.39672453703703703,22.92904188,10.72407877,55.672581667,-21.230933333,3.40819021805,11.1983910701,-0.936605669054,-406.215447912
0.39675925925925926,18.29187453,10.96432387,55.67256,-21.23102,3.42176010135,9.89513918376,-0.94127397726,-415.529484927
0.3967939814814815,16.41374752,10.35246861,55.672535,-21.231103333,3.4740568943,9.62168843959,-0.957636737208,-424.743567251
0.3968287037037037,19.23558612,10.35422156,55.672506667,-21.231183333,3.52864803287,9.36779201623,-0.971923412342,-433.848343633
0.39686342592592594,10.79092152,10.31283837,55.672468333,-21.231283333,3.55710338019,11.8080351353,-0.978224518965,-445.399253123
0.39689814814814817,21.90837385,9.778404786,55.67243,-21.231395,3.51786119759,13.0369762137,-0.969328803019,-458.036369671
0.3969328703703704,20.12050327,10.62182067,55.672391667,-21.231505,3.52303010958,12.8605551336,-0.970586198956,-470.518646995
0.39696759259259257,20.54513508,10.00409125,55.672348333,-21.23161,3.58503910245,12.5095867917,-0.983640129122,-482.823578562
0.3970023148148148,23.74265711,10.23699751,55.672313333,-21.231691667,3.59983204202,9.77873638174,-0.986197277367,-492.467341758
0.397037037037037,28.38748518,10.32039998,55.672286667,-21.231765,3.5379580292,8.60992718271,-0.974071877976,-500.854029698
0.39707175925925925,29.09762424,10.22135027,55.672253333,-21.231845,3.5887621437,9.54298090999,-0.984303996424,-510.247223945
0.39711805555555557,30.48288414,9.869000917000001,55.672206667,-21.231935,3.67963891606,11.1151067219,-0.996258295488,-521.320741222
0.3971527777777778,30.86015894,11.00470628,55.672181667,-21.232011667,3.50063197772,8.91007997277,-0.964950762813,-529.918529689
0.3971875,28.64029887,10.38145776,55.672141667,-21.2321,3.622044343,10.6613143505,-0.989631488467,-540.469302079
0.3972222222222222,26.60940023,10.27139618,55.672093333,-21.232186667,3.71223906933,10.8612760457,-0.998545939026,-551.314785167
0.3972569444444444,28.11635867,10.58952765,55.67206,-21.23225,3.68623639942,7.84411962136,-0.996806801855,-559.13385696
0.39729166666666665,49.07787566,10.58707943,55.672033333,-21.2323,3.69213195397,6.20888278173,-0.997260242466,-565.325728908
0.3973263888888889,49.58597955,11.08669562,55.672008333,-21.232345,3.71049206421,5.63488384726,-0.998450238778,-570.951880031
0.3973611111111111,41.99020349,10.542681800000002,55.671983333,-21.232391667,3.69411171088,5.80011107986,-0.997404736633,-576.736938295
