type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	name
T	2018-01-14 16:17:50	11.961488333	-86.204985000	496.9	49.4	296.9	11	0.8	
T	2018-01-14 16:17:51	11.961546667	-86.205096667	497.5	49.8	297.3	11	0.8	
T	2018-01-14 16:17:52	11.961603333	-86.205211667	498.1	50.0	296.6	11	0.8	
T	2018-01-14 16:17:53	11.961660000	-86.205326667	498.6	50.3	295.9	12	0.7	
T	2018-01-14 16:17:54	11.961716667	-86.205441667	499.2	50.4	296.9	12	0.7	
T	2018-01-14 16:17:55	11.961775000	-86.205556667	499.7	50.6	296.7	12	0.7	
T	2018-01-14 16:17:56	11.961833333	-86.205673333	500.0	51.2	296.8	12	0.7	
T	2018-01-14 16:17:57	11.961890000	-86.205791667	500.1	51.3	296.8	12	0.7	
T	2018-01-14 16:17:58	11.961950000	-86.205908333	500.3	51.4	296.9	12	0.7	
T	2018-01-14 16:17:59	11.962008333	-86.206025000	500.5	51.7	296.9	12	0.7	
T	2018-01-14 16:18:00	11.962068333	-86.206143333	500.7	51.8	296.7	12	0.7	
T	2018-01-14 16:18:01	11.962126667	-86.206263333	501.0	52.0	296.6	12	0.7	
T	2018-01-14 16:18:02	11.962185000	-86.206381667	501.2	51.9	295.9	12	0.7	
T	2018-01-14 16:18:03	11.962245000	-86.206501667	501.5	51.9	296.6	12	0.7	
T	2018-01-14 16:18:04	11.962303333	-86.206620000	501.8	51.3	296.3	12	0.7	
T	2018-01-14 16:18:05	11.962360000	-86.206735000	502.2	50.3	296.4	12	0.7	
T	2018-01-14 16:18:06	11.962418333	-86.206850000	502.7	49.6	297.4	12	0.7	
T	2018-01-14 16:18:07	11.962476667	-86.206963333	503.0	50.0	297.4	12	0.7	
T	2018-01-14 16:18:08	11.962533333	-86.207076667	503.5	50.1	296.7	12	0.7	
T	2018-01-14 16:18:09	11.962588333	-86.207191667	503.9	50.0	296.4	12	0.7	
T	2018-01-14 16:18:10	11.962645000	-86.207306667	504.3	50.0	296.8	12	0.7	
T	2018-01-14 16:18:11	11.962701667	-86.207420000	504.6	50.1	297.3	12	0.7	
T	2018-01-14 16:18:12	11.962758333	-86.207533333	505.0	50.3	297.1	12	0.7	
T	2018-01-14 16:18:13	11.962816667	-86.207648333	505.4	50.7	297.0	12	0.7	
T	2018-01-14 16:18:14	11.962873333	-86.207763333	505.6	50.9	296.9	12	0.7	
T	2018-01-14 16:18:15	11.962931667	-86.207880000	506.0	51.3	296.6	12	0.7	
T	2018-01-14 16:18:16	11.962988333	-86.207998333	506.4	51.6	296.6	12	0.7	
T	2018-01-14 16:18:17	11.963046667	-86.208116667	506.6	51.8	296.4	12	0.7	
T	2018-01-14 16:18:18	11.963105000	-86.208236667	506.9	52.2	296.5	11	0.8	
T	2018-01-14 16:18:19	11.963165000	-86.208355000	507.2	52.5	297.2	12	0.7	
T	2018-01-14 16:18:20	11.963226667	-86.208475000	507.7	52.7	297.2	12	0.7	
T	2018-01-14 16:18:21	11.963286667	-86.208595000	507.9	53.0	296.8	12	0.7	
T	2018-01-14 16:18:22	11.963345000	-86.208716667	508.2	53.1	296.4	12	0.7	
T	2018-01-14 16:18:23	11.963405000	-86.208838333	508.5	53.2	297.1	12	0.7	
T	2018-01-14 16:18:24	11.963466667	-86.208960000	509.0	53.1	297.3	12	0.7	
T	2018-01-14 16:18:25	11.963526667	-86.209080000	509.2	52.9	296.6	12	0.7	
T	2018-01-14 16:18:26	11.963586667	-86.209201667	509.5	52.6	296.4	12	0.7	
T	2018-01-14 16:18:27	11.963643333	-86.209321667	509.7	52.2	295.3	12	0.7	
T	2018-01-14 16:18:28	11.963696667	-86.209441667	510.0	51.3	293.5	12	0.7	
T	2018-01-14 16:18:29	11.963745000	-86.209563333	510.2	50.7	291.6	12	0.7	
T	2018-01-14 16:18:30	11.963790000	-86.209683333	510.5	50.6	290.3	12	0.7	
T	2018-01-14 16:18:31	11.963833333	-86.209805000	510.8	50.4	288.8	12	0.7	
T	2018-01-14 16:18:32	11.963871667	-86.209926667	511.3	50.0	288.3	12	0.7	
T	2018-01-14 16:18:33	11.963911667	-86.210046667	511.7	50.0	289.0	12	0.7	
T	2018-01-14 16:18:34	11.963953333	-86.210166667	512.2	50.0	289.8	12	0.7	
T	2018-01-14 16:18:35	11.963995000	-86.210285000	512.8	49.9	289.7	12	0.7	
T	2018-01-14 16:18:36	11.964036667	-86.210405000	513.5	49.8	288.7	12	0.7	
T	2018-01-14 16:18:37	11.964076667	-86.210525000	514.2	50.1	288.8	12	0.7	
T	2018-01-14 16:18:38	11.964116667	-86.210646667	515.0	50.3	288.7	12	0.7	
T	2018-01-14 16:18:39	11.964156667	-86.210770000	515.6	50.4	288.1	12	0.7	
T	2018-01-14 16:18:40	11.964195000	-86.210891667	516.3	50.4	288.1	12	0.7	
T	2018-01-14 16:18:41	11.964235000	-86.211013333	517.0	50.1	288.3	12	0.7	
T	2018-01-14 16:18:42	11.964273333	-86.211135000	517.7	50.0	288.3	12	0.7	
T	2018-01-14 16:18:43	11.964313333	-86.211256667	518.5	50.0	288.1	12	0.7	
T	2018-01-14 16:18:44	11.964351667	-86.211378333	519.3	50.3	288.3	12	0.7	
T	2018-01-14 16:18:45	11.964391667	-86.211500000	520.1	50.2	288.6	12	0.7	
T	2018-01-14 16:18:46	11.964431667	-86.211621667	520.7	49.7	288.9	12	0.7	
T	2018-01-14 16:18:47	11.964471667	-86.211743333	520.9	50.4	288.6	12	0.7	
T	2018-01-14 16:18:48	11.964513333	-86.211866667	521.4	50.4	288.7	12	0.7	
T	2018-01-14 16:18:49	11.964555000	-86.211990000	522.0	51.0	288.4	12	0.7	
T	2018-01-14 16:18:50	11.964595000	-86.212113333	522.4	51.1	287.9	12	0.7	
T	2018-01-14 16:18:51	11.964635000	-86.212238333	522.7	51.1	287.9	12	0.7	
T	2018-01-14 16:18:52	11.964675000	-86.212361667	523.1	51.0	287.5	12	0.7	
T	2018-01-14 16:18:53	11.964711667	-86.212486667	523.5	51.0	286.9	12	0.7	
T	2018-01-14 16:18:54	11.964750000	-86.212611667	524.0	51.0	287.4	12	0.7	
T	2018-01-14 16:18:55	11.964790000	-86.212735000	524.5	50.8	287.9	12	0.7	
T	2018-01-14 16:18:56	11.964830000	-86.212858333	525.0	50.6	288.9	12	0.7	
T	2018-01-14 16:18:57	11.964873333	-86.212980000	525.7	50.5	289.2	12	0.7	
T	2018-01-14 16:18:58	11.964915000	-86.213100000	526.4	50.4	289.3	12	0.7	
T	2018-01-14 16:18:59	11.964956667	-86.213221667	527.0	50.0	289.1	12	0.7	
T	2018-01-14 16:19:00	11.964998333	-86.213341667	527.8	49.9	290.6	12	0.7	
T	2018-01-14 16:19:01	11.965040000	-86.213460000	528.9	49.5	289.0	12	0.7	
T	2018-01-14 16:19:02	11.965080000	-86.213580000	530.1	49.5	288.7	12	0.7	
T	2018-01-14 16:19:03	11.965120000	-86.213698333	531.5	49.2	288.4	12	0.7	
T	2018-01-14 16:19:04	11.965158333	-86.213818333	532.7	49.1	287.8	12	0.7	
T	2018-01-14 16:19:05	11.965196667	-86.213938333	533.8	48.9	287.8	12	0.7	
T	2018-01-14 16:19:06	11.965233333	-86.214056667	534.7	48.8	287.3	12	0.7	
T	2018-01-14 16:19:07	11.965271667	-86.214175000	535.5	48.8	287.9	12	0.7	
T	2018-01-14 16:19:08	11.965310000	-86.214295000	536.3	48.9	288.0	12	0.7	
T	2018-01-14 16:19:09	11.965348333	-86.214413333	537.1	49.1	288.1	12	0.7	
T	2018-01-14 16:19:10	11.965386667	-86.214533333	537.8	49.4	288.3	12	0.7	
T	2018-01-14 16:19:11	11.965425000	-86.214653333	538.5	49.8	287.8	12	0.7	
T	2018-01-14 16:19:12	11.965461667	-86.214775000	539.0	50.2	286.7	12	0.7	
T	2018-01-14 16:19:13	11.965498333	-86.214898333	539.6	50.9	287.1	12	0.7	
T	2018-01-14 16:19:14	11.965535000	-86.215025000	540.1	51.7	286.8	12	0.7	
T	2018-01-14 16:19:15	11.965571667	-86.215151667	540.5	52.1	286.8	12	0.7	
T	2018-01-14 16:19:16	11.965610000	-86.215280000	541.1	52.6	287.2	12	0.7	
T	2018-01-14 16:19:17	11.965650000	-86.215410000	541.6	52.7	287.8	12	0.7	
T	2018-01-14 16:19:18	11.965690000	-86.215538333	542.0	52.1	287.8	12	0.7	
T	2018-01-14 16:19:19	11.965730000	-86.215665000	542.5	51.8	287.5	12	0.7	
T	2018-01-14 16:19:20	11.965770000	-86.215791667	543.0	51.7	287.1	12	0.7	
T	2018-01-14 16:19:21	11.965808333	-86.215918333	543.6	51.6	286.8	12	0.7	
T	2018-01-14 16:19:22	11.965845000	-86.216043333	544.2	51.4	287.1	12	0.7	
T	2018-01-14 16:19:23	11.965883333	-86.216170000	544.8	51.5	287.4	12	0.7	
T	2018-01-14 16:19:24	11.965923333	-86.216295000	545.5	51.5	287.4	12	0.7	
T	2018-01-14 16:19:25	11.965961667	-86.216420000	546.1	51.2	287.4	12	0.7	
T	2018-01-14 16:19:26	11.966000000	-86.216543333	546.7	49.8	287.3	12	0.7	
T	2018-01-14 16:19:27	11.966036667	-86.216661667	547.4	48.6	287.5	12	0.7	
T	2018-01-14 16:19:28	11.966075000	-86.216776667	548.0	46.7	289.4	12	0.7	
T	2018-01-14 16:19:29	11.966111667	-86.216888333	548.8	45.8	288.0	12	0.7	
T	2018-01-14 16:19:30	11.966146667	-86.217003333	549.3	47.8	286.9	11	0.8	
T	2018-01-14 16:19:31	11.966181667	-86.217120000	549.5	47.0	287.6	12	0.7	
T	2018-01-14 16:19:32	11.966215000	-86.217233333	549.4	46.3	287.9	12	0.7	
T	2018-01-14 16:19:33	11.966250000	-86.217345000	549.0	46.2	288.4	12	0.7	
T	2018-01-14 16:19:34	11.966286667	-86.217456667	548.2	46.6	289.2	12	0.7	
T	2018-01-14 16:19:35	11.966323333	-86.217570000	547.3	47.5	288.6	12	0.7	
T	2018-01-14 16:19:36	11.966365000	-86.217688333	546.6	49.4	289.7	12	0.7	
T	2018-01-14 16:19:37	11.966411667	-86.217808333	545.8	51.0	292.7	11	0.8	
T	2018-01-14 16:19:38	11.966466667	-86.217928333	545.1	52.4	297.9	11	0.8	
T	2018-01-14 16:19:39	11.966538333	-86.218041667	544.2	53.3	304.7	11	0.8	
T	2018-01-14 16:19:40	11.966623333	-86.218150000	542.6	54.5	310.6	11	0.8	
T	2018-01-14 16:19:41	11.966716667	-86.218250000	540.0	55.5	314.6	11	0.8	
T	2018-01-14 16:19:42	11.966818333	-86.218346667	538.0	56.4	317.4	11	0.8	
T	2018-01-14 16:19:43	11.966928333	-86.218441667	536.5	56.8	319.5	11	0.8	
T	2018-01-14 16:19:44	11.967041667	-86.218530000	535.2	56.2	322.4	11	0.8	
T	2018-01-14 16:19:45	11.967160000	-86.218608333	534.5	55.3	328.5	11	0.8	
T	2018-01-14 16:19:46	11.967285000	-86.218666667	533.9	54.3	338.0	11	0.8	
T	2018-01-14 16:19:47	11.967415000	-86.218705000	533.2	53.0	346.1	12	0.7	
T	2018-01-14 16:19:48	11.967546667	-86.218726667	532.6	52.1	352.1	12	0.7	
T	2018-01-14 16:19:49	11.967678333	-86.218736667	531.9	51.6	355.9	12	0.7	
T	2018-01-14 16:19:50	11.967810000	-86.218743333	531.3	51.5	355.8	12	0.7	
T	2018-01-14 16:19:51	11.967941667	-86.218753333	530.5	52.0	355.0	12	0.7	
T	2018-01-14 16:19:52	11.968075000	-86.218761667	529.5	52.9	355.8	12	0.7	
T	2018-01-14 16:19:53	11.968210000	-86.218770000	528.2	54.3	356.9	12	0.7	
T	2018-01-14 16:19:54	11.968350000	-86.218773333	526.9	55.8	358.6	12	0.7	
T	2018-01-14 16:19:55	11.968493333	-86.218771667	525.5	57.2	0.7	12	0.7	
T	2018-01-14 16:19:56	11.968640000	-86.218763333	524.0	58.5	5.1	12	0.7	
T	2018-01-14 16:19:57	11.968786667	-86.218740000	522.7	58.9	9.4	12	0.7	
T	2018-01-14 16:19:58	11.968931667	-86.218710000	521.7	58.1	11.4	12	0.7	
T	2018-01-14 16:19:59	11.969073333	-86.218678333	521.0	55.7	11.7	12	0.7	
T	2018-01-14 16:20:00	11.969208333	-86.218650000	520.6	53.4	11.1	12	0.7	
T	2018-01-14 16:20:01	11.969338333	-86.218623333	520.5	51.8	9.5	12	0.7	
T	2018-01-14 16:20:02	11.969465000	-86.218601667	520.3	50.1	8.7	12	0.7	
T	2018-01-14 16:20:03	11.969586667	-86.218583333	520.1	47.8	6.6	12	0.7	
T	2018-01-14 16:20:04	11.969705000	-86.218573333	519.7	46.6	2.5	12	0.7	
T	2018-01-14 16:20:05	11.969820000	-86.218573333	519.2	46.3	357.8	12	0.7	
T	2018-01-14 16:20:06	11.969936667	-86.218583333	518.5	46.6	354.0	12	0.7	
T	2018-01-14 16:20:07	11.970053333	-86.218596667	517.7	47.0	352.3	12	0.7	
T	2018-01-14 16:20:08	11.970171667	-86.218615000	516.8	48.0	350.8	12	0.7	
T	2018-01-14 16:20:09	11.970293333	-86.218635000	515.8	49.2	351.2	12	0.7	
T	2018-01-14 16:20:10	11.970418333	-86.218653333	514.5	50.7	352.0	12	0.7	
T	2018-01-14 16:20:11	11.970546667	-86.218671667	512.9	51.7	352.4	12	0.7	
T	2018-01-14 16:20:12	11.970673333	-86.218686667	511.3	50.0	354.6	12	0.7	
T	2018-01-14 16:20:13	11.970795000	-86.218696667	509.8	47.8	356.7	12	0.7	
T	2018-01-14 16:20:14	11.970915000	-86.218701667	508.3	47.6	358.7	12	0.7	
T	2018-01-14 16:20:15	11.971035000	-86.218700000	506.8	47.0	2.2	12	0.7	
T	2018-01-14 16:20:16	11.971153333	-86.218690000	505.6	47.5	7.3	12	0.7	
T	2018-01-14 16:20:17	11.971271667	-86.218668333	504.5	48.1	11.9	12	0.7	
T	2018-01-14 16:20:18	11.971388333	-86.218638333	503.5	48.1	15.3	12	0.7	
T	2018-01-14 16:20:19	11.971505000	-86.218603333	502.7	48.2	16.1	12	0.7	
T	2018-01-14 16:20:20	11.971623333	-86.218566667	502.2	48.9	16.9	12	0.7	
T	2018-01-14 16:20:21	11.971741667	-86.218528333	501.7	49.5	17.2	12	0.7	
T	2018-01-14 16:20:22	11.971860000	-86.218491667	501.2	49.5	16.8	12	0.7	
T	2018-01-14 16:20:23	11.971980000	-86.218455000	500.6	49.3	16.6	12	0.7	
T	2018-01-14 16:20:24	11.972100000	-86.218420000	499.9	49.3	15.4	12	0.7	
T	2018-01-14 16:20:25	11.972220000	-86.218388333	499.0	49.6	12.8	12	0.7	
T	2018-01-14 16:20:26	11.972343333	-86.218363333	497.9	50.6	8.9	12	0.7	
T	2018-01-14 16:20:27	11.972471667	-86.218346667	496.6	51.9	6.5	12	0.7	
T	2018-01-14 16:20:28	11.972603333	-86.218331667	495.1	53.5	5.8	12	0.7	
T	2018-01-14 16:20:29	11.972740000	-86.218318333	493.5	55.4	5.2	12	0.7	
T	2018-01-14 16:20:30	11.972881667	-86.218305000	491.9	56.4	5.3	12	0.7	
T	2018-01-14 16:20:31	11.973020000	-86.218293333	490.5	54.8	4.8	12	0.7	
T	2018-01-14 16:20:32	11.973156667	-86.218281667	489.4	53.8	4.3	12	0.7	
T	2018-01-14 16:20:33	11.973290000	-86.218273333	488.2	52.1	2.6	12	0.7	
T	2018-01-14 16:20:34	11.973420000	-86.218271667	487.4	50.9	359.6	12	0.7	
T	2018-01-14 16:20:35	11.973546667	-86.218280000	486.7	49.9	353.5	12	0.7	
T	2018-01-14 16:20:36	11.973668333	-86.218305000	486.1	49.4	345.7	12	0.7	
T	2018-01-14 16:20:37	11.973786667	-86.218341667	485.4	49.0	340.4	12	0.7	
T	2018-01-14 16:20:38	11.973900000	-86.218388333	484.8	48.7	337.3	12	0.7	
T	2018-01-14 16:20:39	11.974011667	-86.218441667	484.0	48.5	334.3	12	0.7	
T	2018-01-14 16:20:40	11.974120000	-86.218496667	483.2	48.4	333.6	12	0.7	
T	2018-01-14 16:20:41	11.974228333	-86.218551667	482.3	48.2	334.4	12	0.7	
T	2018-01-14 16:20:42	11.974336667	-86.218608333	481.5	48.5	334.1	12	0.7	
T	2018-01-14 16:20:43	11.974446667	-86.218665000	480.7	49.0	333.6	12	0.7	
T	2018-01-14 16:20:44	11.974556667	-86.218723333	479.7	49.4	333.3	12	0.7	
T	2018-01-14 16:20:45	11.974666667	-86.218780000	478.8	49.6	333.8	12	0.7	
T	2018-01-14 16:20:46	11.974778333	-86.218838333	477.8	49.5	334.0	12	0.7	
T	2018-01-14 16:20:47	11.974888333	-86.218893333	476.9	47.1	334.1	12	0.7	
T	2018-01-14 16:20:48	11.974993333	-86.218945000	475.9	46.0	333.6	12	0.7	
T	2018-01-14 16:20:49	11.975096667	-86.218996667	474.9	45.4	334.1	12	0.7	
T	2018-01-14 16:20:50	11.975200000	-86.219048333	474.0	45.3	334.9	12	0.7	
T	2018-01-14 16:20:51	11.975305000	-86.219096667	472.8	45.8	336.6	12	0.7	
T	2018-01-14 16:20:52	11.975411667	-86.219141667	471.7	46.5	339.1	12	0.7	
T	2018-01-14 16:20:53	11.975521667	-86.219183333	470.7	47.2	339.9	12	0.7	
T	2018-01-14 16:20:54	11.975633333	-86.219223333	469.6	47.8	340.6	12	0.7	
T	2018-01-14 16:20:55	11.975748333	-86.219265000	468.8	48.0	341.6	12	0.7	
T	2018-01-14 16:20:56	11.975863333	-86.219301667	468.0	47.9	344.0	12	0.7	
T	2018-01-14 16:20:57	11.975980000	-86.219331667	467.4	47.7	346.6	12	0.7	
T	2018-01-14 16:20:58	11.976096667	-86.219356667	466.7	47.2	348.7	12	0.7	
T	2018-01-14 16:20:59	11.976215000	-86.219376667	466.3	47.0	352.1	12	0.7	
T	2018-01-14 16:21:00	11.976331667	-86.219390000	465.9	47.0	354.7	12	0.7	
T	2018-01-14 16:21:01	11.976451667	-86.219398333	465.7	47.9	356.5	12	0.7	
T	2018-01-14 16:21:02	11.976573333	-86.219405000	465.6	48.5	357.7	12	0.7	
T	2018-01-14 16:21:03	11.976696667	-86.219408333	465.5	49.1	358.7	12	0.7	
T	2018-01-14 16:21:04	11.976820000	-86.219411667	465.4	48.7	356.7	12	0.7	
T	2018-01-14 16:21:05	11.976941667	-86.219421667	465.3	48.1	355.1	12	0.7	
T	2018-01-14 16:21:06	11.977063333	-86.219433333	465.1	48.4	354.2	12	0.7	
T	2018-01-14 16:21:07	11.977185000	-86.219448333	464.6	49.2	351.9	12	0.7	
T	2018-01-14 16:21:08	11.977308333	-86.219468333	464.1	49.5	349.5	12	0.7	
T	2018-01-14 16:21:09	11.977430000	-86.219493333	463.4	49.6	348.0	12	0.7	
T	2018-01-14 16:21:10	11.977553333	-86.219521667	462.7	50.1	346.6	12	0.7	
T	2018-01-14 16:21:11	11.977676667	-86.219553333	462.0	50.3	346.0	12	0.7	
T	2018-01-14 16:21:12	11.977800000	-86.219585000	461.2	50.4	346.9	12	0.7	
T	2018-01-14 16:21:13	11.977925000	-86.219613333	460.5	50.7	348.1	12	0.7	
T	2018-01-14 16:21:14	11.978050000	-86.219636667	459.6	50.9	350.9	12	0.7	
T	2018-01-14 16:21:15	11.978178333	-86.219651667	458.9	51.2	355.2	12	0.7	
T	2018-01-14 16:21:16	11.978306667	-86.219655000	458.5	51.1	1.6	12	0.7	
T	2018-01-14 16:21:17	11.978435000	-86.219643333	458.0	51.1	8.9	12	0.7	
T	2018-01-14 16:21:18	11.978561667	-86.219611667	457.6	51.1	17.1	12	0.7	
T	2018-01-14 16:21:19	11.978681667	-86.219561667	457.1	51.1	24.1	12	0.7	
T	2018-01-14 16:21:20	11.978796667	-86.219503333	456.6	50.8	27.8	12	0.7	
T	2018-01-14 16:21:21	11.978908333	-86.219438333	455.9	50.4	29.6	12	0.7	
T	2018-01-14 16:21:22	11.979018333	-86.219375000	455.3	49.8	27.3	12	0.7	
T	2018-01-14 16:21:23	11.979128333	-86.219316667	454.9	49.3	26.1	12	0.7	
T	2018-01-14 16:21:24	11.979238333	-86.219260000	454.5	48.6	26.2	12	0.7	
T	2018-01-14 16:21:25	11.979346667	-86.219205000	454.3	47.7	25.6	12	0.7	
T	2018-01-14 16:21:26	11.979455000	-86.219153333	454.2	46.7	24.4	12	0.7	
T	2018-01-14 16:21:27	11.979561667	-86.219106667	454.0	45.9	21.1	12	0.7	
T	2018-01-14 16:21:28	11.979670000	-86.219070000	453.9	44.8	16.6	12	0.7	
T	2018-01-14 16:21:29	11.979776667	-86.219043333	453.8	43.8	11.3	12	0.7	
T	2018-01-14 16:21:30	11.979885000	-86.219026667	453.5	43.6	5.1	12	0.7	
T	2018-01-14 16:21:31	11.979993333	-86.219025000	453.2	43.8	358.8	12	0.7	
T	2018-01-14 16:21:32	11.980103333	-86.219031667	452.7	44.0	355.1	12	0.7	
T	2018-01-14 16:21:33	11.980213333	-86.219046667	452.4	44.6	352.3	12	0.7	
T	2018-01-14 16:21:34	11.980325000	-86.219066667	452.3	45.5	350.7	12	0.7	
T	2018-01-14 16:21:35	11.980438333	-86.219086667	451.9	46.1	351.1	12	0.7	
T	2018-01-14 16:21:36	11.980553333	-86.219103333	451.5	46.9	353.3	12	0.7	
T	2018-01-14 16:21:37	11.980671667	-86.219111667	451.0	47.6	358.9	12	0.7	
T	2018-01-14 16:21:38	11.980791667	-86.219105000	450.4	48.3	6.9	12	0.7	
T	2018-01-14 16:21:39	11.980910000	-86.219081667	449.6	48.5	14.1	12	0.7	
T	2018-01-14 16:21:40	11.981028333	-86.219045000	448.9	48.9	18.5	12	0.7	
T	2018-01-14 16:21:41	11.981143333	-86.219003333	448.2	48.9	20.4	12	0.7	
T	2018-01-14 16:21:42	11.981260000	-86.218958333	447.4	49.1	19.9	12	0.7	
T	2018-01-14 16:21:43	11.981376667	-86.218915000	446.7	49.2	19.5	12	0.7	
T	2018-01-14 16:21:44	11.981491667	-86.218871667	446.1	49.3	19.9	12	0.7	
T	2018-01-14 16:21:45	11.981608333	-86.218828333	445.6	49.0	19.6	12	0.7	
T	2018-01-14 16:21:46	11.981723333	-86.218786667	445.0	48.5	19.2	12	0.7	
T	2018-01-14 16:21:47	11.981838333	-86.218745000	444.5	47.7	19.4	12	0.7	
T	2018-01-14 16:21:48	11.981948333	-86.218703333	444.0	45.3	19.8	12	0.7	
T	2018-01-14 16:21:49	11.982051667	-86.218665000	443.8	42.2	20.0	12	0.7	
T	2018-01-14 16:21:50	11.982148333	-86.218628333	443.6	40.9	20.4	12	0.7	
T	2018-01-14 16:21:51	11.982241667	-86.218591667	443.5	38.9	21.1	12	0.7	
T	2018-01-14 16:21:52	11.982331667	-86.218556667	443.3	38.2	21.2	12	0.7	
T	2018-01-14 16:21:53	11.982418333	-86.218520000	442.9	37.2	22.9	12	0.7	
T	2018-01-14 16:21:54	11.982503333	-86.218480000	442.5	37.1	24.4	12	0.7	
T	2018-01-14 16:21:55	11.982586667	-86.218441667	441.9	36.5	25.7	12	0.7	
T	2018-01-14 16:21:56	11.982666667	-86.218401667	441.1	35.4	25.2	12	0.7	
T	2018-01-14 16:21:57	11.982743333	-86.218361667	440.2	34.6	26.6	12	0.7	
T	2018-01-14 16:21:58	11.982820000	-86.218321667	439.5	34.0	28.0	12	0.7	
T	2018-01-14 16:21:59	11.982891667	-86.218281667	438.9	32.8	27.8	12	0.7	
T	2018-01-14 16:22:00	11.982963333	-86.218243333	438.3	32.0	27.9	12	0.7	
T	2018-01-14 16:22:01	11.983035000	-86.218205000	437.8	32.3	28.0	12	0.7	
T	2018-01-14 16:22:02	11.983106667	-86.218166667	437.4	32.8	27.9	12	0.7	
T	2018-01-14 16:22:03	11.983180000	-86.218128333	437.0	33.5	27.7	12	0.7	
T	2018-01-14 16:22:04	11.983256667	-86.218090000	436.5	35.2	26.7	12	0.7	
T	2018-01-14 16:22:05	11.983338333	-86.218048333	435.9	37.0	26.2	12	0.7	
T	2018-01-14 16:22:06	11.983423333	-86.218006667	435.3	38.9	25.0	12	0.7	
T	2018-01-14 16:22:07	11.983515000	-86.217966667	434.7	40.4	23.9	12	0.7	
T	2018-01-14 16:22:08	11.983608333	-86.217925000	434.2	40.9	22.8	12	0.7	
T	2018-01-14 16:22:09	11.983705000	-86.217886667	433.6	41.1	21.5	12	0.7	
T	2018-01-14 16:22:10	11.983801667	-86.217850000	433.2	41.2	19.9	12	0.7	
T	2018-01-14 16:22:11	11.983900000	-86.217816667	432.8	41.0	18.3	12	0.7	
T	2018-01-14 16:22:12	11.983998333	-86.217785000	432.6	40.5	17.1	12	0.7	
T	2018-01-14 16:22:13	11.984095000	-86.217756667	432.5	39.5	15.9	12	0.7	
T	2018-01-14 16:22:14	11.984190000	-86.217731667	432.5	38.3	14.8	12	0.7	
T	2018-01-14 16:22:15	11.984281667	-86.217708333	432.5	38.1	14.1	12	0.7	
T	2018-01-14 16:22:16	11.984375000	-86.217685000	432.6	38.0	13.8	12	0.7	
T	2018-01-14 16:22:17	11.984468333	-86.217663333	432.9	38.4	13.9	12	0.7	
T	2018-01-14 16:22:18	11.984561667	-86.217640000	433.2	38.2	13.9	12	0.7	
T	2018-01-14 16:22:19	11.984653333	-86.217616667	433.4	37.3	15.6	12	0.7	
T	2018-01-14 16:22:20	11.984741667	-86.217591667	433.6	35.9	15.7	12	0.7	
T	2018-01-14 16:22:21	11.984826667	-86.217566667	433.7	35.1	15.2	12	0.7	
T	2018-01-14 16:22:22	11.984911667	-86.217545000	433.7	35.0	14.3	12	0.7	
T	2018-01-14 16:22:23	11.984996667	-86.217523333	433.6	34.9	14.4	12	0.7	
T	2018-01-14 16:22:24	11.985080000	-86.217501667	433.5	33.9	13.7	12	0.7	
T	2018-01-14 16:22:25	11.985161667	-86.217481667	433.3	33.0	13.1	12	0.7	
T	2018-01-14 16:22:26	11.985240000	-86.217463333	433.1	32.0	13.7	12	0.7	
T	2018-01-14 16:22:27	11.985318333	-86.217445000	432.7	31.3	12.6	12	0.7	
T	2018-01-14 16:22:28	11.985393333	-86.217430000	432.6	30.7	11.0	12	0.7	
T	2018-01-14 16:22:29	11.985468333	-86.217416667	432.4	30.1	9.1	12	0.7	
T	2018-01-14 16:22:30	11.985538333	-86.217405000	432.0	27.7	9.1	12	0.7	
T	2018-01-14 16:22:31	11.985600000	-86.217395000	431.7	21.9	8.3	12	0.7	
T	2018-01-14 16:22:32	11.985645000	-86.217388333	431.5	16.5	8.4	12	0.7	
T	2018-01-14 16:22:33	11.985680000	-86.217385000	431.4	12.4	7.5	12	0.7	
T	2018-01-14 16:22:34	11.985705000	-86.217381667	431.2	8.7	7.7	12	0.7	
T	2018-01-14 16:22:35	11.985720000	-86.217380000	431.1	6.1	6.6	12	0.7	
T	2018-01-14 16:22:36	11.985733333	-86.217378333	430.9	5.7	6.8	12	0.7	
T	2018-01-14 16:22:37	11.985746667	-86.217376667	430.8	6.1	6.4	12	0.7	
T	2018-01-14 16:22:38	11.985763333	-86.217375000	430.8	8.8	6.2	12	0.7	
T	2018-01-14 16:22:39	11.985786667	-86.217371667	430.7	10.6	6.8	12	0.7	
T	2018-01-14 16:22:40	11.985818333	-86.217368333	430.6	14.8	5.7	12	0.7	
T	2018-01-14 16:22:41	11.985860000	-86.217365000	430.5	19.1	6.2	12	0.7	
T	2018-01-14 16:22:42	11.985913333	-86.217358333	430.3	23.0	6.7	12	0.7	
T	2018-01-14 16:22:43	11.985975000	-86.217351667	430.2	25.9	6.1	11	0.8	
T	2018-01-14 16:22:44	11.986040000	-86.217345000	430.0	26.7	6.2	12	0.7	
T	2018-01-14 16:22:45	11.986110000	-86.217336667	429.7	28.6	6.0	11	0.8	
T	2018-01-14 16:22:46	11.986186667	-86.217330000	429.3	31.1	4.6	12	0.7	
