type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	name
T	2018-01-14 15:38:43	12.041230000	-86.203005000	244.0	23.9	199.5	9	1.2	NewNMEAFile
T	2018-01-14 15:38:44	12.041175000	-86.203025000	244.5	22.8	200.3	9	1.2	
T	2018-01-14 15:38:45	12.041123333	-86.203045000	244.8	22.0	200.6	9	1.2	
T	2018-01-14 15:38:46	12.041071667	-86.203065000	244.8	21.4	200.9	9	1.2	
T	2018-01-14 15:38:47	12.041021667	-86.203085000	245.1	22.9	202.5	9	1.2	
T	2018-01-14 15:38:48	12.040965000	-86.203110000	245.2	26.2	203.9	9	1.2	
T	2018-01-14 15:38:49	12.040901667	-86.203141667	245.3	29.3	206.1	9	1.2	
T	2018-01-14 15:38:50	12.040833333	-86.203176667	245.3	31.4	207.2	9	1.2	
T	2018-01-14 15:38:51	12.040761667	-86.203215000	245.4	32.4	207.7	9	1.2	
T	2018-01-14 15:38:52	12.040690000	-86.203255000	245.5	33.1	208.1	9	1.2	
T	2018-01-14 15:38:53	12.040616667	-86.203296667	245.6	33.1	208.1	9	1.2	
T	2018-01-14 15:38:54	12.040541667	-86.203336667	245.6	32.8	207.4	9	1.2	
T	2018-01-14 15:38:55	12.040470000	-86.203376667	245.8	32.3	207.2	9	1.2	
T	2018-01-14 15:38:56	12.040398333	-86.203415000	246.0	31.8	207.4	9	1.2	
T	2018-01-14 15:38:57	12.040328333	-86.203453333	246.3	31.4	207.6	9	1.2	
T	2018-01-14 15:38:58	12.040260000	-86.203490000	246.5	31.0	208.1	9	1.2	
T	2018-01-14 15:38:59	12.040190000	-86.203528333	246.7	31.3	207.6	9	1.2	
T	2018-01-14 15:39:00	12.040120000	-86.203566667	246.8	31.7	207.9	9	1.2	
T	2018-01-14 15:39:01	12.040048333	-86.203603333	246.7	31.7	207.4	9	1.2	
T	2018-01-14 15:39:02	12.039976667	-86.203641667	246.5	32.2	207.7	9	1.2	
T	2018-01-14 15:39:03	12.039905000	-86.203681667	246.4	32.8	207.6	9	1.2	
T	2018-01-14 15:39:04	12.039830000	-86.203721667	246.3	33.2	207.6	9	1.2	
T	2018-01-14 15:39:05	12.039755000	-86.203761667	246.1	33.4	207.3	9	1.2	
T	2018-01-14 15:39:06	12.039681667	-86.203801667	246.1	32.7	207.8	9	1.2	
T	2018-01-14 15:39:07	12.039610000	-86.203841667	246.1	32.0	207.9	9	1.2	
T	2018-01-14 15:39:08	12.039538333	-86.203880000	246.2	31.5	208.2	9	1.2	
T	2018-01-14 15:39:09	12.039470000	-86.203918333	246.4	31.3	208.4	9	1.2	
T	2018-01-14 15:39:10	12.039400000	-86.203956667	246.6	31.8	208.6	9	1.2	
T	2018-01-14 15:39:11	12.039330000	-86.203995000	246.7	31.7	208.2	9	1.2	
T	2018-01-14 15:39:12	12.039260000	-86.204033333	246.9	30.9	207.8	9	1.2	
T	2018-01-14 15:39:13	12.039193333	-86.204068333	247.1	30.0	207.5	9	1.2	
T	2018-01-14 15:39:14	12.039128333	-86.204103333	247.4	29.1	207.3	9	1.2	
T	2018-01-14 15:39:15	12.039065000	-86.204138333	247.7	29.2	207.0	9	1.2	
T	2018-01-14 15:39:16	12.038998333	-86.204173333	247.9	29.9	206.2	9	1.2	
T	2018-01-14 15:39:17	12.038931667	-86.204208333	248.2	30.6	207.0	9	1.2	
T	2018-01-14 15:39:18	12.038863333	-86.204245000	248.5	30.8	208.9	9	1.2	
T	2018-01-14 15:39:19	12.038795000	-86.204285000	249.0	31.0	208.8	9	1.2	
T	2018-01-14 15:39:20	12.038728333	-86.204321667	249.3	30.1	209.1	9	1.2	
T	2018-01-14 15:39:21	12.038663333	-86.204358333	249.8	28.9	208.5	9	1.2	
T	2018-01-14 15:39:22	12.038601667	-86.204393333	250.0	27.6	207.8	9	1.2	
T	2018-01-14 15:39:23	12.038540000	-86.204426667	250.3	27.4	208.8	9	1.2	
T	2018-01-14 15:39:24	12.038480000	-86.204460000	250.6	27.7	206.2	9	1.2	
T	2018-01-14 15:39:25	12.038416667	-86.204488333	250.8	28.0	201.8	9	1.2	
T	2018-01-14 15:39:26	12.038350000	-86.204511667	251.0	27.7	197.9	9	1.2	
T	2018-01-14 15:39:27	12.038281667	-86.204531667	251.0	28.3	195.1	9	1.2	
T	2018-01-14 15:39:28	12.038211667	-86.204548333	251.3	29.1	193.2	9	1.2	
T	2018-01-14 15:39:29	12.038141667	-86.204566667	251.6	29.3	192.8	9	1.2	
T	2018-01-14 15:39:30	12.038070000	-86.204583333	252.0	29.5	192.5	9	1.2	
T	2018-01-14 15:39:31	12.037998333	-86.204600000	252.2	29.6	192.3	9	1.2	
T	2018-01-14 15:39:32	12.037925000	-86.204615000	252.6	30.0	192.5	9	1.2	
T	2018-01-14 15:39:33	12.037851667	-86.204631667	252.7	29.9	192.9	9	1.2	
T	2018-01-14 15:39:34	12.037778333	-86.204650000	253.0	30.0	192.8	9	1.2	
T	2018-01-14 15:39:35	12.037705000	-86.204666667	253.2	30.2	192.5	9	1.2	
T	2018-01-14 15:39:36	12.037631667	-86.204683333	253.4	30.2	192.7	9	1.2	
T	2018-01-14 15:39:37	12.037560000	-86.204700000	253.5	29.8	191.9	9	1.2	
T	2018-01-14 15:39:38	12.037488333	-86.204716667	253.7	29.2	191.2	9	1.2	
T	2018-01-14 15:39:39	12.037418333	-86.204731667	254.1	28.4	191.6	9	1.2	
T	2018-01-14 15:39:40	12.037350000	-86.204746667	254.5	27.8	192.6	9	1.2	
T	2018-01-14 15:39:41	12.037285000	-86.204763333	254.9	26.6	192.6	9	1.2	
T	2018-01-14 15:39:42	12.037223333	-86.204778333	255.3	24.9	192.9	9	1.2	
T	2018-01-14 15:39:43	12.037165000	-86.204793333	255.7	24.2	192.7	9	1.2	
T	2018-01-14 15:39:44	12.037103333	-86.204806667	255.9	25.7	191.9	9	1.2	
T	2018-01-14 15:39:45	12.037038333	-86.204821667	256.0	27.0	192.2	9	1.2	
T	2018-01-14 15:39:46	12.036971667	-86.204836667	256.1	27.8	191.8	9	1.2	
T	2018-01-14 15:39:47	12.036903333	-86.204851667	256.3	28.1	191.4	9	1.2	
T	2018-01-14 15:39:48	12.036835000	-86.204866667	256.5	28.3	192.0	9	1.2	
T	2018-01-14 15:39:49	12.036765000	-86.204883333	256.7	28.7	192.7	9	1.2	
T	2018-01-14 15:39:50	12.036695000	-86.204900000	257.0	29.0	194.0	9	1.2	
T	2018-01-14 15:39:51	12.036625000	-86.204920000	257.3	29.8	196.5	9	1.2	
T	2018-01-14 15:39:52	12.036551667	-86.204943333	257.7	30.9	198.3	9	1.2	
T	2018-01-14 15:39:53	12.036476667	-86.204970000	258.0	31.8	199.6	9	1.2	
T	2018-01-14 15:39:54	12.036401667	-86.204998333	258.2	32.3	199.9	9	1.2	
T	2018-01-14 15:39:55	12.036326667	-86.205026667	258.5	31.6	199.6	9	1.2	
T	2018-01-14 15:39:56	12.036253333	-86.205053333	258.8	29.8	199.6	9	1.2	
T	2018-01-14 15:39:57	12.036185000	-86.205080000	259.1	29.0	200.3	9	1.2	
T	2018-01-14 15:39:58	12.036115000	-86.205105000	259.4	30.9	199.7	9	1.2	
T	2018-01-14 15:39:59	12.036038333	-86.205133333	259.5	33.1	199.6	9	1.2	
T	2018-01-14 15:40:00	12.035958333	-86.205161667	259.9	34.0	198.7	9	1.2	
T	2018-01-14 15:40:01	12.035880000	-86.205188333	260.3	32.8	197.8	9	1.2	
T	2018-01-14 15:40:02	12.035801667	-86.205215000	260.6	32.8	198.8	9	1.2	
T	2018-01-14 15:40:03	12.035725000	-86.205241667	260.9	32.2	199.8	9	1.2	
T	2018-01-14 15:40:04	12.035650000	-86.205270000	261.1	31.6	199.7	9	1.2	
T	2018-01-14 15:40:05	12.035576667	-86.205296667	261.4	30.6	199.9	9	1.2	
T	2018-01-14 15:40:06	12.035508333	-86.205323333	261.6	28.4	200.2	9	1.2	
T	2018-01-14 15:40:07	12.035445000	-86.205346667	261.9	26.4	199.7	9	1.2	
T	2018-01-14 15:40:08	12.035386667	-86.205368333	262.2	24.5	199.3	9	1.2	
T	2018-01-14 15:40:09	12.035331667	-86.205388333	262.4	22.6	198.8	9	1.2	
T	2018-01-14 15:40:10	12.035283333	-86.205406667	262.7	19.9	199.2	9	1.2	
T	2018-01-14 15:40:11	12.035240000	-86.205421667	262.8	17.8	199.7	9	1.2	
T	2018-01-14 15:40:12	12.035200000	-86.205436667	263.1	17.2	196.3	9	1.2	
T	2018-01-14 15:40:13	12.035156667	-86.205448333	263.3	18.8	197.3	9	1.2	
T	2018-01-14 15:40:14	12.035111667	-86.205461667	263.6	18.6	195.7	9	1.2	
T	2018-01-14 15:40:15	12.035063333	-86.205475000	263.8	20.4	193.5	9	1.2	
T	2018-01-14 15:40:16	12.035010000	-86.205486667	264.1	23.4	191.9	9	1.2	
T	2018-01-14 15:40:17	12.034948333	-86.205498333	264.5	25.9	190.8	9	1.2	
T	2018-01-14 15:40:18	12.034883333	-86.205511667	264.8	26.9	190.4	9	1.2	
T	2018-01-14 15:40:19	12.034816667	-86.205525000	265.3	26.3	191.7	9	1.2	
T	2018-01-14 15:40:20	12.034751667	-86.205540000	265.5	26.0	192.5	9	1.2	
T	2018-01-14 15:40:21	12.034688333	-86.205555000	265.7	25.5	193.1	9	1.2	
T	2018-01-14 15:40:22	12.034625000	-86.205568333	266.2	25.1	194.1	9	1.2	
T	2018-01-14 15:40:23	12.034565000	-86.205585000	266.4	24.9	196.8	9	1.2	
T	2018-01-14 15:40:24	12.034503333	-86.205606667	266.8	25.7	199.3	9	1.2	
T	2018-01-14 15:40:25	12.034441667	-86.205630000	267.2	27.1	202.0	9	1.2	
T	2018-01-14 15:40:26	12.034381667	-86.205661667	267.4	27.6	207.2	9	1.2	
T	2018-01-14 15:40:27	12.034321667	-86.205698333	267.4	27.3	210.9	9	1.2	
T	2018-01-14 15:40:28	12.034266667	-86.205736667	267.4	26.7	214.0	9	1.2	
T	2018-01-14 15:40:29	12.034213333	-86.205776667	267.6	26.0	217.3	9	1.2	
T	2018-01-14 15:40:30	12.034163333	-86.205820000	267.7	25.4	220.2	9	1.2	
T	2018-01-14 15:40:31	12.034118333	-86.205863333	267.7	24.7	223.5	9	1.2	
T	2018-01-14 15:40:32	12.034075000	-86.205908333	267.7	24.1	225.8	9	1.2	
T	2018-01-14 15:40:33	12.034033333	-86.205955000	267.7	24.4	227.9	9	1.2	
T	2018-01-14 15:40:34	12.033991667	-86.206003333	267.7	25.7	227.0	9	1.2	
T	2018-01-14 15:40:35	12.033946667	-86.206053333	267.7	27.5	226.2	9	1.2	
T	2018-01-14 15:40:36	12.033898333	-86.206105000	267.6	28.7	227.0	9	1.2	
T	2018-01-14 15:40:37	12.033848333	-86.206160000	267.6	29.5	227.0	9	1.2	
T	2018-01-14 15:40:38	12.033796667	-86.206216667	267.5	30.1	226.8	9	1.2	
T	2018-01-14 15:40:39	12.033743333	-86.206273333	267.4	30.7	226.5	9	1.2	
T	2018-01-14 15:40:40	12.033688333	-86.206331667	267.2	31.7	226.2	9	1.2	
T	2018-01-14 15:40:41	12.033631667	-86.206391667	267.0	32.6	225.7	9	1.2	
T	2018-01-14 15:40:42	12.033573333	-86.206451667	266.9	33.4	224.8	9	1.2	
T	2018-01-14 15:40:43	12.033511667	-86.206513333	266.8	33.6	224.0	9	1.2	
T	2018-01-14 15:40:44	12.033450000	-86.206573333	266.9	33.7	222.5	9	1.2	
T	2018-01-14 15:40:45	12.033388333	-86.206630000	267.0	32.9	220.9	9	1.2	
T	2018-01-14 15:40:46	12.033323333	-86.206681667	267.0	32.1	218.3	9	1.2	
T	2018-01-14 15:40:47	12.033258333	-86.206730000	266.9	31.7	215.6	9	1.2	
T	2018-01-14 15:40:48	12.033191667	-86.206776667	266.9	32.0	213.4	9	1.2	
T	2018-01-14 15:40:49	12.033123333	-86.206820000	267.0	32.7	211.5	9	1.2	
T	2018-01-14 15:40:50	12.033050000	-86.206863333	267.2	33.6	208.7	9	1.2	
T	2018-01-14 15:40:51	12.032976667	-86.206903333	267.4	33.5	207.7	9	1.2	
T	2018-01-14 15:40:52	12.032903333	-86.206940000	267.6	32.5	205.9	9	1.2	
T	2018-01-14 15:40:53	12.032831667	-86.206975000	267.7	31.2	204.5	9	1.2	
T	2018-01-14 15:40:54	12.032761667	-86.207006667	267.8	30.2	203.2	9	1.2	
T	2018-01-14 15:40:55	12.032691667	-86.207035000	267.8	29.6	201.1	9	1.2	
T	2018-01-14 15:40:56	12.032623333	-86.207061667	267.9	29.1	199.5	9	1.2	
T	2018-01-14 15:40:57	12.032555000	-86.207085000	267.9	28.4	198.0	9	1.2	
T	2018-01-14 15:40:58	12.032488333	-86.207106667	268.0	28.4	196.5	9	1.2	
T	2018-01-14 15:40:59	12.032420000	-86.207126667	268.0	28.2	195.6	9	1.2	
T	2018-01-14 15:41:00	12.032353333	-86.207145000	268.0	27.9	195.2	9	1.2	
T	2018-01-14 15:41:01	12.032286667	-86.207163333	268.0	27.1	195.1	9	1.2	
T	2018-01-14 15:41:02	12.032221667	-86.207180000	268.0	27.1	194.7	9	1.2	
T	2018-01-14 15:41:03	12.032155000	-86.207198333	268.1	27.5	194.6	9	1.2	
T	2018-01-14 15:41:04	12.032088333	-86.207215000	268.3	27.5	195.1	9	1.2	
T	2018-01-14 15:41:05	12.032021667	-86.207235000	268.4	28.0	195.6	9	1.2	
T	2018-01-14 15:41:06	12.031953333	-86.207255000	268.5	28.6	196.3	9	1.2	
T	2018-01-14 15:41:07	12.031883333	-86.207275000	268.7	28.8	196.4	9	1.2	
T	2018-01-14 15:41:08	12.031813333	-86.207295000	268.8	28.7	195.9	9	1.2	
T	2018-01-14 15:41:09	12.031745000	-86.207316667	268.8	28.7	195.5	9	1.2	
T	2018-01-14 15:41:10	12.031678333	-86.207336667	268.8	28.5	195.4	9	1.2	
T	2018-01-14 15:41:11	12.031610000	-86.207356667	268.8	28.4	196.2	9	1.2	
T	2018-01-14 15:41:12	12.031543333	-86.207376667	268.9	28.5	196.0	9	1.2	
T	2018-01-14 15:41:13	12.031475000	-86.207398333	268.9	28.6	195.9	9	1.2	
T	2018-01-14 15:41:14	12.031406667	-86.207418333	268.9	28.6	195.6	9	1.2	
T	2018-01-14 15:41:15	12.031336667	-86.207438333	268.9	29.1	195.2	9	1.2	
T	2018-01-14 15:41:16	12.031268333	-86.207458333	269.3	29.2	195.8	9	1.2	
T	2018-01-14 15:41:17	12.031198333	-86.207480000	269.6	29.0	195.7	9	1.2	
T	2018-01-14 15:41:18	12.031130000	-86.207500000	269.9	28.7	195.5	9	1.2	
T	2018-01-14 15:41:19	12.031061667	-86.207520000	270.2	28.9	195.4	9	1.2	
T	2018-01-14 15:41:20	12.030991667	-86.207540000	270.5	29.3	195.7	9	1.2	
T	2018-01-14 15:41:21	12.030921667	-86.207560000	270.7	29.3	195.9	9	1.2	
T	2018-01-14 15:41:22	12.030851667	-86.207580000	271.0	28.9	196.2	9	1.2	
T	2018-01-14 15:41:23	12.030781667	-86.207600000	271.2	28.5	196.1	9	1.2	
T	2018-01-14 15:41:24	12.030713333	-86.207621667	271.5	28.2	196.7	9	1.2	
T	2018-01-14 15:41:25	12.030646667	-86.207641667	271.7	28.0	196.6	9	1.2	
T	2018-01-14 15:41:26	12.030578333	-86.207661667	272.1	27.7	196.2	9	1.2	
T	2018-01-14 15:41:27	12.030511667	-86.207680000	272.3	27.7	195.3	9	1.2	
T	2018-01-14 15:41:28	12.030445000	-86.207698333	272.6	27.7	195.0	9	1.2	
T	2018-01-14 15:41:29	12.030376667	-86.207715000	272.8	27.9	194.1	9	1.2	
T	2018-01-14 15:41:30	12.030308333	-86.207731667	273.2	28.2	193.0	9	1.2	
T	2018-01-14 15:41:31	12.030238333	-86.207746667	273.4	28.5	191.4	9	1.2	
T	2018-01-14 15:41:32	12.030168333	-86.207760000	273.7	28.8	189.6	9	1.2	
T	2018-01-14 15:41:33	12.030098333	-86.207771667	274.0	28.7	188.8	9	1.2	
T	2018-01-14 15:41:34	12.030028333	-86.207781667	274.3	28.2	188.0	9	1.2	
T	2018-01-14 15:41:35	12.029960000	-86.207791667	274.8	27.5	186.8	9	1.2	
T	2018-01-14 15:41:36	12.029893333	-86.207798333	275.2	27.3	185.8	9	1.2	
T	2018-01-14 15:41:37	12.029826667	-86.207805000	275.5	26.6	183.9	9	1.2	
T	2018-01-14 15:41:38	12.029763333	-86.207808333	275.8	25.8	182.9	9	1.2	
T	2018-01-14 15:41:39	12.029700000	-86.207811667	276.0	24.5	181.6	8	1.2	
T	2018-01-14 15:41:40	12.029643333	-86.207811667	276.1	22.0	180.1	9	1.2	
T	2018-01-14 15:41:41	12.029590000	-86.207811667	276.3	21.1	178.7	8	1.2	
T	2018-01-14 15:41:42	12.029535000	-86.207808333	276.3	22.4	176.4	8	1.2	
T	2018-01-14 15:41:43	12.029480000	-86.207805000	276.4	22.2	175.9	9	1.2	
T	2018-01-14 15:41:44	12.029425000	-86.207800000	276.5	23.1	174.8	9	1.2	
T	2018-01-14 15:41:45	12.029365000	-86.207791667	276.4	24.3	172.8	9	1.2	
T	2018-01-14 15:41:46	12.029303333	-86.207783333	276.4	24.8	171.8	9	1.2	
T	2018-01-14 15:41:47	12.029243333	-86.207775000	276.5	24.6	170.2	8	1.2	
T	2018-01-14 15:41:48	12.029183333	-86.207763333	276.5	24.6	168.8	8	1.2	
T	2018-01-14 15:41:49	12.029123333	-86.207751667	276.5	24.5	167.3	9	1.2	
T	2018-01-14 15:41:50	12.029063333	-86.207736667	276.6	24.9	165.7	9	1.2	
T	2018-01-14 15:41:51	12.029001667	-86.207721667	276.5	25.5	164.6	9	1.2	
T	2018-01-14 15:41:52	12.028940000	-86.207703333	276.4	25.4	163.0	9	1.2	
T	2018-01-14 15:41:53	12.028876667	-86.207683333	276.1	26.0	162.4	9	1.2	
T	2018-01-14 15:41:54	12.028815000	-86.207663333	276.2	26.3	163.2	9	1.2	
T	2018-01-14 15:41:55	12.028750000	-86.207645000	276.3	26.8	163.1	9	1.2	
T	2018-01-14 15:41:56	12.028686667	-86.207625000	276.3	27.1	162.6	9	1.2	
T	2018-01-14 15:41:57	12.028621667	-86.207603333	276.4	26.9	161.9	9	1.2	
T	2018-01-14 15:41:58	12.028558333	-86.207581667	276.5	27.0	161.7	9	1.2	
T	2018-01-14 15:41:59	12.028493333	-86.207560000	276.6	27.4	161.6	9	1.2	
T	2018-01-14 15:42:00	12.028428333	-86.207540000	276.7	27.3	162.0	9	1.2	
T	2018-01-14 15:42:01	12.028363333	-86.207518333	276.8	26.6	162.7	9	1.2	
T	2018-01-14 15:42:02	12.028305000	-86.207501667	277.2	24.2	163.3	9	1.2	
T	2018-01-14 15:42:03	12.028251667	-86.207485000	277.4	21.1	163.3	9	1.2	
T	2018-01-14 15:42:04	12.028205000	-86.207471667	277.6	18.2	163.1	9	1.2	
T	2018-01-14 15:42:05	12.028166667	-86.207460000	277.8	15.5	163.8	9	1.2	
T	2018-01-14 15:42:06	12.028130000	-86.207450000	277.9	15.3	162.6	9	1.2	
T	2018-01-14 15:42:07	12.028093333	-86.207438333	278.0	17.0	161.9	9	1.2	
T	2018-01-14 15:42:08	12.028051667	-86.207425000	278.1	17.7	161.2	9	1.2	
T	2018-01-14 15:42:09	12.028010000	-86.207410000	278.3	18.0	161.1	9	1.2	
T	2018-01-14 15:42:10	12.027968333	-86.207393333	278.3	19.0	160.8	9	1.2	
T	2018-01-14 15:42:11	12.027920000	-86.207376667	278.4	21.6	161.1	9	1.2	
T	2018-01-14 15:42:12	12.027865000	-86.207358333	278.5	24.6	161.9	9	1.2	
T	2018-01-14 15:42:13	12.027803333	-86.207338333	278.6	26.9	162.6	9	1.2	
T	2018-01-14 15:42:14	12.027738333	-86.207318333	278.6	26.8	163.0	9	1.2	
T	2018-01-14 15:42:15	12.027676667	-86.207298333	278.8	25.9	163.0	9	1.2	
T	2018-01-14 15:42:16	12.027615000	-86.207278333	279.0	25.2	163.2	9	1.2	
T	2018-01-14 15:42:17	12.027555000	-86.207260000	279.2	24.8	163.1	9	1.2	
T	2018-01-14 15:42:18	12.027495000	-86.207241667	279.4	25.3	162.8	9	1.2	
T	2018-01-14 15:42:19	12.027435000	-86.207223333	279.4	24.9	162.6	9	1.2	
T	2018-01-14 15:42:20	12.027376667	-86.207203333	279.6	24.5	162.5	9	1.2	
T	2018-01-14 15:42:21	12.027318333	-86.207185000	279.8	24.8	162.8	8	1.2	
T	2018-01-14 15:42:22	12.027260000	-86.207166667	279.9	24.8	163.0	9	1.2	
T	2018-01-14 15:42:23	12.027201667	-86.207148333	280.2	24.4	162.8	8	1.2	
T	2018-01-14 15:42:24	12.027143333	-86.207130000	280.4	23.9	162.8	9	1.2	
T	2018-01-14 15:42:25	12.027086667	-86.207111667	280.5	23.6	162.4	9	1.2	
T	2018-01-14 15:42:26	12.027031667	-86.207093333	280.6	23.9	162.5	9	1.2	
T	2018-01-14 15:42:27	12.026973333	-86.207075000	280.8	25.1	162.1	9	1.2	
T	2018-01-14 15:42:28	12.026913333	-86.207055000	280.9	24.9	162.7	9	1.2	
T	2018-01-14 15:42:29	12.026853333	-86.207036667	281.2	25.2	162.7	9	1.2	
T	2018-01-14 15:42:30	12.026791667	-86.207016667	281.4	25.9	162.7	9	1.2	
T	2018-01-14 15:42:31	12.026730000	-86.206998333	281.7	26.0	162.4	9	1.2	
T	2018-01-14 15:42:32	12.026668333	-86.206978333	281.9	25.7	162.4	9	1.2	
T	2018-01-14 15:42:33	12.026606667	-86.206958333	282.2	26.3	162.5	9	1.2	
T	2018-01-14 15:42:34	12.026543333	-86.206936667	282.4	27.1	162.2	9	1.2	
T	2018-01-14 15:42:35	12.026478333	-86.206916667	282.5	27.6	162.6	8	1.3	
T	2018-01-14 15:42:36	12.026411667	-86.206895000	282.6	28.1	162.9	9	1.2	
T	2018-01-14 15:42:37	12.026345000	-86.206875000	282.8	27.8	163.3	9	1.2	
T	2018-01-14 15:42:38	12.026280000	-86.206855000	283.0	26.7	162.9	9	1.2	
T	2018-01-14 15:42:39	12.026216667	-86.206836667	283.2	25.8	162.4	9	1.2	
T	2018-01-14 15:42:40	12.026156667	-86.206816667	283.5	25.0	162.2	9	1.2	
T	2018-01-14 15:42:41	12.026096667	-86.206796667	283.6	24.6	162.0	9	1.2	
T	2018-01-14 15:42:42	12.026040000	-86.206778333	284.0	24.0	162.2	9	1.2	
T	2018-01-14 15:42:43	12.025983333	-86.206761667	284.5	24.0	162.6	9	1.2	
T	2018-01-14 15:42:44	12.025926667	-86.206743333	285.0	24.1	162.2	9	1.2	
T	2018-01-14 15:42:45	12.025871667	-86.206726667	285.6	24.0	162.1	9	1.2	
T	2018-01-14 15:42:46	12.025815000	-86.206708333	286.2	24.1	162.0	9	1.2	
T	2018-01-14 15:42:47	12.025758333	-86.206688333	286.6	24.0	162.2	9	1.2	
T	2018-01-14 15:42:48	12.025701667	-86.206670000	287.1	23.9	162.2	9	1.2	
T	2018-01-14 15:42:49	12.025645000	-86.206653333	287.4	24.0	162.7	9	1.2	
T	2018-01-14 15:42:50	12.025588333	-86.206635000	287.8	24.1	163.2	9	1.3	
T	2018-01-14 15:42:51	12.025530000	-86.206618333	288.1	24.6	163.7	8	1.2	
T	2018-01-14 15:42:52	12.025470000	-86.206600000	288.5	24.9	164.0	8	1.2	
T	2018-01-14 15:42:53	12.025411667	-86.206583333	289.0	25.3	163.6	8	1.2	
T	2018-01-14 15:42:54	12.025350000	-86.206565000	289.5	25.8	163.4	9	1.2	
T	2018-01-14 15:42:55	12.025290000	-86.206545000	290.2	25.9	162.7	9	1.2	
T	2018-01-14 15:42:56	12.025230000	-86.206525000	290.7	25.3	162.3	9	1.2	
T	2018-01-14 15:42:57	12.025171667	-86.206506667	291.2	23.9	161.8	9	1.2	
T	2018-01-14 15:42:58	12.025115000	-86.206488333	291.5	23.5	161.6	9	1.2	
T	2018-01-14 15:42:59	12.025060000	-86.206468333	291.7	23.8	161.9	9	1.2	
T	2018-01-14 15:43:00	12.025003333	-86.206450000	291.9	23.9	162.3	9	1.2	
T	2018-01-14 15:43:01	12.024946667	-86.206433333	292.1	22.8	161.4	9	1.2	
T	2018-01-14 15:43:02	12.024895000	-86.206415000	292.1	21.7	161.3	9	1.2	
T	2018-01-14 15:43:03	12.024845000	-86.206398333	292.2	20.8	160.9	9	1.2	
T	2018-01-14 15:43:04	12.024796667	-86.206381667	292.5	20.4	161.3	9	1.2	
T	2018-01-14 15:43:05	12.024748333	-86.206365000	292.8	20.6	161.3	9	1.2	
T	2018-01-14 15:43:06	12.024701667	-86.206348333	293.0	19.8	161.6	9	1.2	
T	2018-01-14 15:43:07	12.024656667	-86.206333333	293.1	18.1	161.7	8	1.2	
T	2018-01-14 15:43:08	12.024616667	-86.206320000	293.2	16.7	162.1	8	1.2	
T	2018-01-14 15:43:09	12.024578333	-86.206308333	293.4	16.1	162.1	9	1.2	
T	2018-01-14 15:43:10	12.024540000	-86.206295000	293.6	16.9	162.2	9	1.2	
T	2018-01-14 15:43:11	12.024500000	-86.206283333	293.7	17.4	162.1	9	1.2	
T	2018-01-14 15:43:12	12.024461667	-86.206270000	294.0	16.3	162.3	9	1.2	
T	2018-01-14 15:43:13	12.024421667	-86.206258333	294.2	17.0	162.7	9	1.2	
T	2018-01-14 15:43:14	12.024381667	-86.206246667	294.4	17.6	163.4	9	1.2	
T	2018-01-14 15:43:15	12.024343333	-86.206233333	294.7	15.7	163.5	9	1.2	
T	2018-01-14 15:43:16	12.024310000	-86.206223333	295.1	13.2	163.3	9	1.2	
T	2018-01-14 15:43:17	12.024281667	-86.206215000	295.4	11.2	164.5	9	1.2	
T	2018-01-14 15:43:18	12.024256667	-86.206208333	295.6	10.6	165.2	9	1.2	
T	2018-01-14 15:43:19	12.024231667	-86.206201667	295.7	10.7	168.3	9	1.2	
T	2018-01-14 15:43:20	12.024203333	-86.206198333	295.8	11.8	172.4	9	1.2	
T	2018-01-14 15:43:21	12.024176667	-86.206200000	296.2	12.5	181.0	9	1.2	
T	2018-01-14 15:43:22	12.024145000	-86.206206667	296.6	13.4	193.8	9	1.2	
T	2018-01-14 15:43:23	12.024115000	-86.206221667	297.0	14.9	208.5	9	1.2	
T	2018-01-14 15:43:24	12.024085000	-86.206248333	297.4	15.8	222.4	9	1.2	
T	2018-01-14 15:43:25	12.024060000	-86.206280000	297.7	16.6	231.6	9	1.2	
T	2018-01-14 15:43:26	12.024036667	-86.206318333	298.2	17.8	235.9	9	1.2	
T	2018-01-14 15:43:27	12.024013333	-86.206358333	298.5	18.8	237.8	9	1.2	
T	2018-01-14 15:43:28	12.023988333	-86.206400000	298.9	18.3	236.8	9	1.2	
T	2018-01-14 15:43:29	12.023963333	-86.206441667	299.2	19.1	235.7	9	1.2	
T	2018-01-14 15:43:30	12.023935000	-86.206485000	299.6	20.6	235.3	9	1.2	
T	2018-01-14 15:43:31	12.023906667	-86.206528333	299.8	20.4	236.1	9	1.2	
T	2018-01-14 15:43:32	12.023880000	-86.206573333	300.0	19.2	237.1	9	1.2	
T	2018-01-14 15:43:33	12.023856667	-86.206613333	300.2	17.5	237.7	9	1.2	
T	2018-01-14 15:43:34	12.023835000	-86.206651667	300.4	16.7	239.2	9	1.2	
T	2018-01-14 15:43:35	12.023815000	-86.206688333	300.5	16.5	239.7	9	1.2	
T	2018-01-14 15:43:36	12.023795000	-86.206726667	300.6	16.4	240.6	9	1.2	
T	2018-01-14 15:43:37	12.023775000	-86.206765000	300.6	17.7	241.1	9	1.2	
T	2018-01-14 15:43:38	12.023755000	-86.206806667	300.6	18.6	241.9	9	1.2	
