#Wavelength (nm)	Absorption cross-section (cm2/molecule)
311.57	1.33E-19
311.58	1.33E-19
311.59	1.35E-19
311.60	1.30E-19
311.61	1.14E-19
311.62	1.05E-19
311.62	1.15E-19
311.63	1.15E-19
311.64	1.16E-19
311.65	1.23E-19
311.66	1.26E-19
311.67	1.24E-19
311.67	1.25E-19
311.68	1.29E-19
311.69	1.22E-19
311.70	1.12E-19
311.71	1.12E-19
311.71	1.14E-19
311.72	1.12E-19
311.73	1.13E-19
311.74	1.20E-19
311.75	1.19E-19
311.76	1.08E-19
311.76	1.12E-19
311.77	1.18E-19
311.78	1.19E-19
311.79	1.14E-19
311.80	1.07E-19
311.80	1.07E-19
311.81	1.15E-19
311.82	1.12E-19
311.83	1.13E-19
311.84	1.21E-19
311.85	1.22E-19
311.85	1.18E-19
311.86	1.15E-19
311.87	1.17E-19
311.88	1.19E-19
311.89	1.23E-19
311.90	1.25E-19
311.90	1.23E-19
311.91	1.28E-19
311.92	1.33E-19
311.93	1.30E-19
311.94	1.22E-19
311.94	1.22E-19
311.95	1.27E-19
311.96	1.27E-19
311.97	1.27E-19
311.98	1.29E-19
311.99	1.33E-19
311.99	1.40E-19
312.00	1.51E-19
312.01	1.51E-19
312.02	1.37E-19
312.03	1.28E-19
312.03	1.17E-19
312.04	1.20E-19
312.05	1.30E-19
312.06	1.36E-19
312.07	1.37E-19
312.08	1.38E-19
312.08	1.32E-19
312.09	1.35E-19
312.10	1.36E-19
312.11	1.35E-19
312.12	1.33E-19
312.12	1.29E-19
312.13	1.24E-19
312.14	1.24E-19
312.15	1.24E-19
312.16	1.27E-19
312.17	1.26E-19
312.17	1.26E-19
312.18	1.28E-19
312.19	1.30E-19
312.20	1.29E-19
312.21	1.28E-19
312.22	1.27E-19
312.22	1.33E-19
312.23	1.30E-19
312.24	1.23E-19
312.25	1.23E-19
312.26	1.24E-19
312.26	1.18E-19
312.27	1.16E-19
312.28	1.25E-19
312.29	1.24E-19
312.30	1.24E-19
312.31	1.31E-19
312.31	1.34E-19
312.32	1.29E-19
312.33	1.24E-19
312.34	1.23E-19
312.35	1.21E-19
312.35	1.25E-19
312.36	1.25E-19
312.37	1.26E-19
312.38	1.27E-19
312.39	1.26E-19
312.40	1.24E-19
312.40	1.31E-19
312.41	1.29E-19
312.42	1.31E-19
312.43	1.35E-19
312.44	1.36E-19
312.45	1.36E-19
312.45	1.40E-19
312.46	1.42E-19
312.47	1.39E-19
312.48	1.44E-19
312.49	1.46E-19
312.49	1.44E-19
312.50	1.43E-19
312.51	1.45E-19
312.52	1.44E-19
312.53	1.43E-19
312.54	1.44E-19
312.54	1.46E-19
312.55	1.48E-19
312.56	1.48E-19
312.57	1.50E-19
312.58	1.53E-19
312.58	1.53E-19
312.59	1.53E-19
312.60	1.57E-19
312.61	1.59E-19
312.62	1.54E-19
312.63	1.49E-19
312.63	1.48E-19
312.64	1.49E-19
312.65	1.46E-19
312.66	1.44E-19
312.67	1.43E-19
312.67	1.44E-19
312.68	1.46E-19
312.69	1.45E-19
312.70	1.43E-19
312.71	1.41E-19
312.72	1.39E-19
312.72	1.40E-19
312.73	1.43E-19
312.74	1.43E-19
312.75	1.49E-19
312.76	1.56E-19
312.77	1.59E-19
312.77	1.62E-19
312.78	1.74E-19
312.79	1.80E-19
312.80	1.82E-19
312.81	1.84E-19
312.81	1.85E-19
312.82	1.88E-19
312.83	1.92E-19
312.84	1.92E-19
312.85	1.93E-19
312.86	1.96E-19
312.86	1.88E-19
312.87	1.87E-19
312.88	1.90E-19
312.89	1.90E-19
312.90	1.89E-19
312.90	1.97E-19
312.91	2.04E-19
312.92	2.15E-19
312.93	2.25E-19
312.94	2.21E-19
312.95	2.18E-19
312.95	2.28E-19
312.96	2.42E-19
312.97	2.40E-19
312.98	2.35E-19
312.99	2.36E-19
313.00	2.44E-19
313.00	2.50E-19
313.01	2.50E-19
313.02	2.52E-19
313.03	2.58E-19
313.04	2.53E-19
313.04	2.63E-19
313.05	2.65E-19
313.06	2.58E-19
313.07	2.60E-19
313.08	2.62E-19
313.09	2.51E-19
313.09	2.48E-19
313.10	2.61E-19
313.11	2.50E-19
313.12	2.38E-19
313.13	2.31E-19
313.13	2.29E-19
313.14	2.29E-19
313.15	2.33E-19
313.16	2.35E-19
313.17	2.23E-19
313.18	2.19E-19
313.18	2.26E-19
313.19	2.25E-19
313.20	2.15E-19
313.21	2.08E-19
313.22	2.11E-19
313.22	2.12E-19
313.23	2.09E-19
313.24	2.12E-19
313.25	2.11E-19
313.26	2.06E-19
313.27	2.02E-19
313.27	2.04E-19
313.28	2.08E-19
313.29	2.05E-19
313.30	1.89E-19
313.31	1.87E-19
313.32	1.92E-19
313.32	1.89E-19
313.33	1.76E-19
313.34	1.78E-19
313.35	1.91E-19
313.36	1.83E-19
313.36	1.78E-19
313.37	1.72E-19
313.38	1.67E-19
313.39	1.65E-19
313.40	1.62E-19
313.41	1.55E-19
313.41	1.55E-19
313.42	1.57E-19
313.43	1.61E-19
313.44	1.60E-19
313.45	1.50E-19
313.45	1.45E-19
313.46	1.55E-19
313.47	1.43E-19
313.48	1.35E-19
313.49	1.43E-19
313.50	1.40E-19
313.50	1.36E-19
313.51	1.36E-19
313.52	1.34E-19
313.53	1.28E-19
313.54	1.28E-19
313.55	1.30E-19
313.55	1.27E-19
313.56	1.26E-19
313.57	1.28E-19
313.58	1.27E-19
313.59	1.21E-19
313.59	1.26E-19
313.60	1.19E-19
313.61	1.13E-19
313.62	1.18E-19
313.63	1.20E-19
313.64	1.15E-19
313.64	1.13E-19
313.65	1.13E-19
313.66	1.14E-19
313.67	1.10E-19
313.68	1.05E-19
313.68	1.05E-19
313.69	1.07E-19
313.70	1.05E-19
313.71	1.05E-19
313.72	1.04E-19
313.73	1.06E-19
313.73	1.07E-19
313.74	1.13E-19
313.75	1.26E-19
313.76	1.39E-19
313.77	1.43E-19
313.77	1.43E-19
313.78	1.30E-19
313.79	1.26E-19
313.80	1.27E-19
313.81	1.24E-19
313.82	1.19E-19
313.82	1.17E-19
313.83	1.16E-19
313.84	1.21E-19
313.85	1.18E-19
313.86	1.16E-19
313.87	1.13E-19
313.87	1.09E-19
313.88	1.09E-19
313.89	1.13E-19
313.90	1.00E-19
313.91	1.01E-19
313.91	1.02E-19
313.92	1.02E-19
313.93	1.06E-19
313.94	1.12E-19
313.95	1.07E-19
313.96	1.01E-19
313.96	9.56E-20
313.97	9.09E-20
313.98	9.12E-20
313.99	9.13E-20
314.00	9.24E-20
314.00	9.71E-20
314.01	9.90E-20
314.02	9.29E-20
314.03	9.40E-20
314.04	9.38E-20
314.05	9.12E-20
314.05	8.86E-20
314.06	8.73E-20
314.07	8.52E-20
314.08	8.58E-20
314.09	8.59E-20
314.10	8.95E-20
314.10	9.33E-20
314.11	9.44E-20
314.12	9.30E-20
314.13	9.11E-20
314.14	8.68E-20
314.14	8.22E-20
314.15	7.67E-20
314.16	7.63E-20
314.17	7.74E-20
314.18	7.61E-20
314.19	7.31E-20
314.19	7.43E-20
314.20	7.93E-20
314.21	8.54E-20
314.22	8.36E-20
314.23	8.06E-20
314.23	7.93E-20
314.24	7.76E-20
314.25	7.49E-20
314.26	7.65E-20
314.27	7.69E-20
314.28	8.05E-20
314.28	8.05E-20
314.29	7.89E-20
314.30	8.21E-20
314.31	9.08E-20
314.32	9.33E-20
314.32	9.31E-20
314.33	9.62E-20
314.34	9.71E-20
314.35	9.26E-20
314.36	8.72E-20
314.37	8.69E-20
314.37	8.02E-20
314.38	7.69E-20
314.39	7.89E-20
314.40	7.97E-20
314.41	8.02E-20
314.42	8.17E-20
314.42	8.46E-20
314.43	9.31E-20
314.44	8.99E-20
314.45	9.80E-20
314.46	1.03E-19
314.46	1.03E-19
314.47	1.06E-19
314.48	1.16E-19
314.49	1.07E-19
314.50	1.11E-19
314.51	1.12E-19
314.51	1.07E-19
314.52	1.09E-19
314.53	1.10E-19
314.54	1.05E-19
314.55	1.12E-19
314.55	1.12E-19
314.56	1.11E-19
314.57	1.13E-19
314.58	1.08E-19
314.59	1.03E-19
314.60	1.04E-19
314.60	1.02E-19
314.61	1.01E-19
314.62	1.04E-19
314.63	1.06E-19
314.64	1.06E-19
314.65	1.07E-19
314.65	1.08E-19
314.66	1.08E-19
314.67	1.03E-19
314.68	1.11E-19
314.69	1.13E-19
314.69	1.14E-19
314.70	1.17E-19
314.71	1.18E-19
314.72	1.18E-19
314.73	1.23E-19
314.74	1.20E-19
314.74	1.18E-19
314.75	1.13E-19
314.76	1.13E-19
314.77	1.19E-19
314.78	1.20E-19
314.78	1.13E-19
314.79	1.24E-19
314.80	1.23E-19
314.81	1.22E-19
314.82	1.23E-19
314.83	1.20E-19
314.83	1.13E-19
314.84	1.08E-19
314.85	9.45E-20
314.86	9.19E-20
314.87	9.71E-20
314.87	1.02E-19
314.88	1.05E-19
314.89	1.05E-19
314.90	1.01E-19
314.91	9.95E-20
314.92	9.96E-20
314.92	9.78E-20
314.93	9.86E-20
314.94	1.02E-19
314.95	1.05E-19
314.96	1.05E-19
314.97	1.07E-19
314.97	1.07E-19
314.98	1.03E-19
314.99	1.01E-19
315.00	1.03E-19
315.01	1.08E-19
315.01	1.06E-19
315.02	1.09E-19
315.03	1.09E-19
315.04	1.05E-19
315.05	1.07E-19
315.06	1.10E-19
315.06	1.08E-19
315.07	1.13E-19
315.08	1.11E-19
315.09	1.03E-19
315.10	1.06E-19
315.10	1.11E-19
315.11	1.16E-19
315.12	1.26E-19
315.13	1.32E-19
315.14	1.38E-19
315.15	1.39E-19
315.15	1.38E-19
315.16	1.47E-19
315.17	1.53E-19
315.18	1.42E-19
315.19	1.35E-19
315.20	1.40E-19
315.20	1.45E-19
315.21	1.47E-19
315.22	1.43E-19
315.23	1.39E-19
315.24	1.43E-19
315.24	1.44E-19
315.25	1.51E-19
315.26	1.44E-19
315.27	1.37E-19
315.28	1.38E-19
315.29	1.39E-19
315.29	1.35E-19
315.30	1.39E-19
315.31	1.38E-19
315.32	1.40E-19
315.33	1.35E-19
315.33	1.28E-19
315.34	1.24E-19
315.35	1.25E-19
315.36	1.13E-19
315.37	1.21E-19
315.38	1.27E-19
315.38	1.25E-19
315.39	1.25E-19
315.40	1.26E-19
315.41	1.22E-19
315.42	1.16E-19
315.42	1.13E-19
315.43	1.12E-19
315.44	1.10E-19
315.45	1.07E-19
315.46	1.06E-19
315.47	1.09E-19
315.47	1.23E-19
315.48	1.20E-19
315.49	1.08E-19
315.50	1.16E-19
315.51	1.30E-19
315.52	1.37E-19
315.52	1.35E-19
315.53	1.29E-19
315.54	1.20E-19
315.55	1.18E-19
315.56	1.14E-19
315.56	1.11E-19
315.57	1.12E-19
315.58	1.15E-19
315.59	1.17E-19
315.60	1.14E-19
315.61	1.15E-19
315.61	1.20E-19
315.62	1.27E-19
315.63	1.33E-19
315.64	1.37E-19
315.65	1.34E-19
315.65	1.46E-19
315.66	1.49E-19
315.67	1.46E-19
315.68	1.44E-19
315.69	1.42E-19
315.70	1.35E-19
315.70	1.40E-19
315.71	1.48E-19
315.72	1.51E-19
315.73	1.44E-19
315.74	1.37E-19
315.75	1.41E-19
315.75	1.47E-19
315.76	1.28E-19
315.77	1.24E-19
315.78	1.25E-19
315.79	1.22E-19
315.79	1.19E-19
315.80	1.19E-19
315.81	1.18E-19
315.82	1.13E-19
315.83	1.08E-19
315.84	1.06E-19
315.84	1.04E-19
315.85	1.00E-19
315.86	1.01E-19
315.87	1.05E-19
315.88	1.09E-19
315.88	1.14E-19
315.89	1.15E-19
315.90	1.11E-19
315.91	1.00E-19
315.92	8.88E-20
315.93	1.04E-19
315.93	1.11E-19
315.94	9.61E-20
315.95	8.67E-20
315.96	8.64E-20
315.97	8.74E-20
315.97	9.02E-20
315.98	9.48E-20
315.99	8.68E-20
316.00	8.51E-20
316.01	8.57E-20
316.02	8.63E-20
316.02	8.70E-20
316.03	8.57E-20
316.04	9.18E-20
316.05	1.01E-19
316.06	8.84E-20
316.07	7.43E-20
316.07	6.95E-20
316.08	7.01E-20
316.09	7.01E-20
316.10	7.70E-20
316.11	7.84E-20
316.11	8.23E-20
316.12	8.19E-20
316.13	7.79E-20
316.14	8.11E-20
316.15	8.12E-20
316.16	7.50E-20
316.16	7.76E-20
316.17	7.27E-20
316.18	7.10E-20
316.19	7.85E-20
316.20	7.46E-20
316.20	6.26E-20
316.21	6.94E-20
316.22	6.46E-20
316.23	6.61E-20
316.24	7.39E-20
316.25	7.47E-20
316.25	6.65E-20
316.26	7.11E-20
316.27	6.99E-20
316.28	6.91E-20
316.29	6.79E-20
316.30	6.69E-20
316.30	6.85E-20
316.31	6.81E-20
316.32	7.17E-20
316.33	7.47E-20
316.34	7.41E-20
316.34	7.35E-20
316.35	7.20E-20
316.36	6.22E-20
316.37	6.00E-20
316.38	6.22E-20
316.39	6.31E-20
316.39	6.69E-20
316.40	7.09E-20
316.41	7.20E-20
316.42	7.67E-20
316.43	8.12E-20
316.43	7.49E-20
316.44	6.83E-20
316.45	6.65E-20
316.46	6.69E-20
316.47	6.43E-20
316.48	6.46E-20
316.48	6.80E-20
316.49	6.93E-20
316.50	7.01E-20
316.51	7.17E-20
316.52	7.57E-20
316.52	8.16E-20
316.53	7.49E-20
316.54	7.51E-20
316.55	7.77E-20
316.56	7.75E-20
316.57	7.91E-20
316.57	8.52E-20
316.58	8.36E-20
316.59	8.99E-20
316.60	9.30E-20
316.61	9.22E-20
316.62	9.34E-20
316.62	9.44E-20
316.63	8.85E-20
316.64	8.74E-20
316.65	8.85E-20
316.66	8.95E-20
316.66	8.80E-20
316.67	8.54E-20
316.68	8.33E-20
316.69	8.07E-20
316.70	7.54E-20
316.71	7.95E-20
316.71	8.09E-20
316.72	8.31E-20
316.73	8.53E-20
316.74	8.48E-20
316.75	8.63E-20
316.75	9.60E-20
316.76	9.09E-20
316.77	8.64E-20
316.78	8.53E-20
316.79	8.57E-20
316.80	8.55E-20
316.80	8.32E-20
316.81	8.17E-20
316.82	8.38E-20
316.83	8.13E-20
316.84	7.75E-20
316.85	7.79E-20
316.85	7.72E-20
316.86	7.83E-20
316.87	8.28E-20
316.88	8.40E-20
316.89	8.51E-20
316.89	8.74E-20
316.90	8.87E-20
316.91	9.17E-20
316.92	8.85E-20
316.93	8.47E-20
316.94	8.33E-20
316.94	8.30E-20
316.95	8.28E-20
316.96	8.52E-20
316.97	8.19E-20
316.98	8.12E-20
316.98	8.21E-20
316.99	8.28E-20
317.00	8.28E-20
317.01	8.27E-20
317.02	7.93E-20
317.03	8.32E-20
317.03	8.52E-20
317.04	8.42E-20
317.05	8.46E-20
317.06	8.83E-20
317.07	9.01E-20
317.07	8.71E-20
317.08	8.76E-20
317.09	8.97E-20
317.10	8.97E-20
317.11	8.94E-20
317.12	9.28E-20
317.12	9.46E-20
317.13	9.21E-20
317.14	9.66E-20
317.15	1.00E-19
317.16	1.00E-19
317.17	9.86E-20
317.17	1.00E-19
317.18	1.00E-19
317.19	9.64E-20
317.20	9.61E-20
317.21	9.72E-20
317.21	9.63E-20
317.22	9.28E-20
317.23	9.41E-20
317.24	9.32E-20
317.25	8.95E-20
317.26	8.91E-20
317.26	9.01E-20
317.27	8.94E-20
317.28	8.81E-20
317.29	8.92E-20
317.30	9.06E-20
317.30	8.88E-20
317.31	8.48E-20
317.32	8.27E-20
317.33	8.48E-20
317.34	8.19E-20
317.35	7.79E-20
317.35	8.03E-20
317.36	8.05E-20
317.37	7.89E-20
317.38	7.86E-20
317.39	8.01E-20
317.40	7.81E-20
317.40	7.82E-20
317.41	7.74E-20
317.42	7.66E-20
317.43	7.77E-20
317.44	8.17E-20
317.44	8.31E-20
317.45	7.84E-20
317.46	7.53E-20
317.47	7.61E-20
317.48	7.81E-20
317.49	7.68E-20
317.49	7.18E-20
317.50	6.82E-20
317.51	6.91E-20
317.52	7.12E-20
317.53	7.14E-20
317.53	6.98E-20
317.54	6.96E-20
317.55	6.86E-20
317.56	6.80E-20
317.57	6.85E-20
317.58	6.81E-20
317.58	6.92E-20
317.59	7.48E-20
317.60	8.01E-20
317.61	7.81E-20
317.62	7.46E-20
317.62	7.22E-20
317.63	7.41E-20
317.64	7.84E-20
317.65	7.67E-20
317.66	7.37E-20
317.67	7.80E-20
317.67	7.90E-20
317.68	7.69E-20
317.69	7.45E-20
317.70	7.39E-20
317.71	7.36E-20
317.72	7.26E-20
317.72	7.28E-20
317.73	7.29E-20
317.74	7.27E-20
317.75	7.32E-20
317.76	7.63E-20
317.76	7.46E-20
317.77	7.23E-20
317.78	7.27E-20
317.79	7.41E-20
317.80	7.42E-20
317.81	7.31E-20
317.81	7.45E-20
317.82	7.87E-20
317.83	7.96E-20
317.84	7.83E-20
317.85	7.80E-20
317.85	7.93E-20
317.86	7.55E-20
317.87	7.22E-20
317.88	7.70E-20
317.89	7.87E-20
317.90	7.63E-20
317.90	7.49E-20
317.91	8.04E-20
317.92	7.89E-20
317.93	7.57E-20
317.94	7.63E-20
317.95	7.95E-20
317.95	8.07E-20
317.96	7.63E-20
317.97	7.87E-20
317.98	8.70E-20
317.99	9.06E-20
317.99	9.64E-20
318.00	1.01E-19
318.01	9.65E-20
318.02	9.28E-20
318.03	1.00E-19
318.04	1.03E-19
318.04	1.08E-19
318.05	1.09E-19
318.06	1.01E-19
318.07	9.55E-20
318.08	9.78E-20
318.08	9.51E-20
318.09	9.69E-20
318.10	9.69E-20
318.11	9.23E-20
318.12	9.05E-20
318.13	8.85E-20
318.13	8.03E-20
318.14	7.67E-20
318.15	7.73E-20
318.16	8.35E-20
318.17	9.62E-20
318.17	1.01E-19
318.18	9.20E-20
318.19	8.40E-20
318.20	7.76E-20
318.21	7.29E-20
318.22	7.02E-20
318.22	6.99E-20
318.23	7.21E-20
318.24	7.38E-20
318.25	7.81E-20
318.26	8.13E-20
318.27	7.88E-20
318.27	7.02E-20
318.28	7.17E-20
318.29	7.21E-20
318.30	6.87E-20
318.31	6.71E-20
318.31	6.86E-20
318.32	6.78E-20
318.33	7.08E-20
318.34	7.68E-20
318.35	7.53E-20
318.36	7.46E-20
318.36	7.55E-20
318.37	7.32E-20
318.38	7.38E-20
318.39	7.66E-20
318.40	6.68E-20
318.40	6.11E-20
318.41	6.12E-20
318.42	6.10E-20
318.43	6.04E-20
318.44	6.57E-20
318.45	6.48E-20
318.45	6.58E-20
318.46	6.49E-20
318.47	5.96E-20
318.48	5.84E-20
318.49	6.42E-20
318.50	6.09E-20
318.50	5.83E-20
318.51	5.89E-20
318.52	5.93E-20
318.53	5.38E-20
318.54	4.88E-20
318.54	5.18E-20
318.55	5.21E-20
318.56	5.24E-20
318.57	5.30E-20
318.58	5.08E-20
318.59	5.06E-20
318.59	5.90E-20
318.60	5.45E-20
318.61	5.02E-20
318.62	4.99E-20
318.63	4.88E-20
318.63	4.43E-20
318.64	5.06E-20
318.65	4.82E-20
318.66	4.69E-20
318.67	4.80E-20
318.68	4.78E-20
318.68	4.26E-20
318.69	4.24E-20
318.70	4.18E-20
318.71	4.16E-20
318.72	4.17E-20
318.72	4.25E-20
318.73	4.44E-20
318.74	3.98E-20
318.75	3.87E-20
318.76	4.07E-20
318.77	4.16E-20
318.77	4.08E-20
318.78	4.28E-20
318.79	4.23E-20
318.80	4.04E-20
318.81	4.11E-20
318.82	4.24E-20
318.82	4.18E-20
318.83	3.86E-20
318.84	3.69E-20
318.85	3.56E-20
318.86	3.53E-20
318.86	3.65E-20
318.87	3.78E-20
318.88	3.78E-20
318.89	3.80E-20
318.90	3.56E-20
318.91	3.61E-20
318.91	3.74E-20
318.92	3.83E-20
318.93	3.99E-20
318.94	4.45E-20
318.95	4.50E-20
318.95	4.72E-20
318.96	4.70E-20
318.97	4.44E-20
318.98	4.23E-20
318.99	4.16E-20
319.00	4.10E-20
319.00	4.27E-20
319.01	4.28E-20
319.02	4.24E-20
319.03	4.29E-20
319.04	3.96E-20
319.05	3.99E-20
319.05	4.24E-20
319.06	4.31E-20
319.07	4.31E-20
319.08	4.37E-20
319.09	4.01E-20
319.09	4.07E-20
319.10	4.02E-20
319.11	4.07E-20
319.12	4.32E-20
319.13	4.57E-20
319.14	4.23E-20
319.14	4.49E-20
319.15	4.57E-20
319.16	4.49E-20
319.17	4.34E-20
319.18	4.14E-20
319.18	3.81E-20
319.19	4.10E-20
319.20	4.32E-20
319.21	4.30E-20
319.22	4.18E-20
319.23	4.13E-20
319.23	4.16E-20
319.24	3.84E-20
319.25	3.91E-20
319.26	4.28E-20
319.27	4.49E-20
319.27	4.44E-20
319.28	4.55E-20
319.29	4.48E-20
319.30	4.62E-20
319.31	4.84E-20
319.32	4.82E-20
319.32	4.67E-20
319.33	4.90E-20
319.34	5.02E-20
319.35	5.10E-20
319.36	5.11E-20
319.37	4.85E-20
319.37	4.58E-20
319.38	4.92E-20
319.39	5.18E-20
319.40	4.83E-20
319.41	5.05E-20
319.41	5.55E-20
319.42	5.79E-20
319.43	5.43E-20
319.44	5.26E-20
319.45	5.37E-20
319.46	5.22E-20
319.46	5.05E-20
319.47	5.20E-20
319.48	5.78E-20
319.49	5.75E-20
319.50	5.66E-20
319.50	5.82E-20
319.51	5.79E-20
319.52	5.67E-20
319.53	6.09E-20
319.54	6.69E-20
319.55	6.56E-20
319.55	6.55E-20
319.56	6.65E-20
319.57	6.69E-20
319.58	6.48E-20
319.59	6.28E-20
319.60	6.26E-20
319.60	6.45E-20
319.61	6.57E-20
319.62	6.30E-20
319.63	5.55E-20
319.64	5.22E-20
319.64	5.37E-20
319.65	5.31E-20
319.66	5.38E-20
319.67	5.57E-20
319.68	5.50E-20
319.69	5.07E-20
319.69	5.31E-20
319.70	5.46E-20
319.71	5.38E-20
319.72	5.32E-20
319.73	5.65E-20
319.73	6.08E-20
319.74	6.24E-20
319.75	6.22E-20
319.76	5.99E-20
319.77	5.68E-20
319.78	5.58E-20
319.78	5.91E-20
319.79	6.35E-20
319.80	6.86E-20
319.81	6.98E-20
319.82	6.55E-20
319.82	5.92E-20
319.83	6.16E-20
319.84	6.10E-20
319.85	5.80E-20
319.86	5.62E-20
319.87	5.62E-20
319.87	5.56E-20
319.88	5.41E-20
319.89	5.12E-20
319.90	5.09E-20
319.91	5.08E-20
319.92	4.93E-20
319.92	4.78E-20
319.93	5.01E-20
319.94	4.77E-20
319.95	4.74E-20
319.96	4.79E-20
319.96	4.74E-20
319.97	4.66E-20
319.98	4.97E-20
319.99	4.96E-20
320.00	4.99E-20
320.01	4.94E-20
320.01	4.81E-20
320.02	4.93E-20
320.03	5.18E-20
320.04	5.10E-20
320.05	5.00E-20
320.05	4.75E-20
320.06	4.35E-20
320.07	4.19E-20
320.08	4.08E-20
320.09	4.17E-20
320.10	4.46E-20
320.10	4.56E-20
320.11	4.26E-20
320.12	4.00E-20
320.13	3.94E-20
320.14	3.98E-20
320.15	4.04E-20
320.15	4.04E-20
320.16	3.95E-20
320.17	3.69E-20
320.18	3.63E-20
320.19	3.88E-20
320.19	3.91E-20
320.20	3.79E-20
320.21	3.78E-20
320.22	3.86E-20
320.23	3.76E-20
320.24	3.49E-20
320.24	3.36E-20
320.25	3.61E-20
320.26	4.13E-20
320.27	3.81E-20
320.28	3.51E-20
320.28	3.54E-20
320.29	3.53E-20
320.30	3.43E-20
320.31	3.46E-20
320.32	3.49E-20
320.33	3.44E-20
320.33	3.44E-20
320.34	3.50E-20
320.35	3.55E-20
320.36	3.50E-20
320.37	3.47E-20
320.37	3.38E-20
320.38	3.39E-20
320.39	3.60E-20
320.40	3.84E-20
320.41	3.71E-20
320.42	3.55E-20
320.42	3.38E-20
320.43	3.38E-20
320.44	3.56E-20
320.45	3.77E-20
320.46	3.72E-20
320.47	3.50E-20
320.47	3.28E-20
320.48	3.38E-20
320.49	3.54E-20
320.50	3.48E-20
320.51	3.41E-20
320.51	3.59E-20
320.52	3.50E-20
320.53	3.46E-20
320.54	3.47E-20
320.55	3.42E-20
320.56	3.49E-20
320.56	3.38E-20
320.57	3.18E-20
320.58	3.15E-20
320.59	3.25E-20
320.60	3.23E-20
320.60	3.29E-20
320.61	3.19E-20
320.62	3.24E-20
320.63	3.28E-20
320.64	3.20E-20
320.65	3.01E-20
320.65	3.41E-20
320.66	3.45E-20
320.67	3.38E-20
320.68	3.39E-20
320.69	3.46E-20
320.70	3.41E-20
320.70	3.63E-20
320.71	3.71E-20
320.72	3.72E-20
320.73	3.74E-20
320.74	3.73E-20
320.74	3.65E-20
320.75	3.87E-20
320.76	3.96E-20
320.77	3.82E-20
320.78	3.55E-20
320.79	3.37E-20
320.79	3.37E-20
320.80	3.49E-20
320.81	3.57E-20
320.82	3.59E-20
320.83	3.55E-20
320.83	3.48E-20
320.84	3.43E-20
320.85	3.41E-20
320.86	3.44E-20
320.87	3.53E-20
320.88	3.63E-20
320.88	3.68E-20
320.89	3.79E-20
320.90	3.70E-20
320.91	3.66E-20
320.92	3.90E-20
320.92	4.39E-20
320.93	4.63E-20
320.94	4.70E-20
320.95	4.66E-20
320.96	4.59E-20
320.97	4.62E-20
320.97	4.74E-20
320.98	4.71E-20
320.99	4.76E-20
321.00	4.72E-20
321.01	4.64E-20
321.02	4.52E-20
321.02	4.35E-20
321.03	4.27E-20
321.04	4.41E-20
321.05	4.28E-20
321.06	4.17E-20
321.06	4.15E-20
321.07	4.00E-20
321.08	3.92E-20
321.09	4.05E-20
321.10	3.82E-20
321.11	3.56E-20
321.11	3.57E-20
321.12	3.54E-20
321.13	3.56E-20
321.14	3.72E-20
321.15	3.56E-20
321.15	3.31E-20
321.16	3.33E-20
321.17	3.43E-20
321.18	3.47E-20
321.19	3.49E-20
321.20	3.42E-20
321.20	3.35E-20
321.21	3.39E-20
321.22	3.17E-20
321.23	3.03E-20
321.24	3.02E-20
321.25	3.08E-20
321.25	3.14E-20
321.26	3.20E-20
321.27	3.13E-20
321.28	3.12E-20
321.29	3.06E-20
321.29	3.06E-20
321.30	3.13E-20
321.31	3.03E-20
321.32	2.86E-20
321.33	2.87E-20
321.34	2.85E-20
321.34	2.77E-20
321.35	2.74E-20
321.36	2.69E-20
321.37	2.72E-20
321.38	2.79E-20
321.38	2.81E-20
321.39	2.74E-20
321.40	2.58E-20
321.41	2.39E-20
321.42	2.55E-20
321.43	2.66E-20
321.43	2.66E-20
321.44	2.63E-20
321.45	2.65E-20
321.46	2.36E-20
321.47	2.28E-20
321.47	2.23E-20
321.48	2.18E-20
321.49	2.25E-20
321.50	2.56E-20
321.51	2.44E-20
321.52	2.21E-20
321.52	2.12E-20
321.53	2.18E-20
321.54	2.17E-20
321.55	2.21E-20
321.56	2.33E-20
321.57	2.29E-20
321.57	2.26E-20
321.58	2.36E-20
321.59	2.35E-20
321.60	2.19E-20
321.61	2.26E-20
321.61	2.28E-20
321.62	2.29E-20
321.63	2.41E-20
321.64	2.31E-20
321.65	2.12E-20
321.66	2.11E-20
321.66	2.09E-20
321.67	2.02E-20
321.68	2.14E-20
321.69	2.11E-20
321.70	2.04E-20
321.70	2.03E-20
321.71	2.03E-20
321.72	2.06E-20
321.73	2.38E-20
321.74	2.48E-20
321.75	2.45E-20
321.75	2.31E-20
321.76	2.13E-20
321.77	2.00E-20
321.78	2.07E-20
321.79	1.95E-20
321.80	1.92E-20
321.80	2.10E-20
321.81	2.39E-20
321.82	2.54E-20
321.83	2.45E-20
321.84	2.48E-20
321.84	2.53E-20
321.85	2.48E-20
321.86	2.36E-20
321.87	2.47E-20
321.88	2.39E-20
321.89	2.33E-20
321.89	2.37E-20
321.90	2.41E-20
321.91	2.30E-20
321.92	2.54E-20
321.93	2.61E-20
321.93	2.44E-20
321.94	2.29E-20
321.95	2.36E-20
321.96	2.50E-20
321.97	2.48E-20
321.98	2.47E-20
321.98	2.46E-20
321.99	2.51E-20
