File,Number,Date,Time,so2 (ppm.m),so2 error,a,a_e,b,b_e,c,c_e,d,d_e,shift,shift_e,stretch,stretch_e,ring,ring_e,so2,so2_e,no2,no2_e,o3,o3_e,Fit window: 306.0 - 318.0 nm,ILS width: 0.5ILS Gauss Weight: 0.8
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00128.Master.Scope,128,04-30-2018,09:29:51,13.90333466,10.57198159,-4.54E-16,1.60E-16,4.26E-13,1.51E-13,-1.34E-10,4.71E-11,1.39E-08,4.92E-09,-0.015043659,0.010630201,-0.020407556,0.017128977,4.005017833,0.331676129,3.42E+16,2.60E+16,-3.79E+17,1.62E+17,1.00E+19,4.47E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00129.Master.Scope,129,04-30-2018,09:29:54,13.97383221,10.22184327,-3.80E-16,1.48E-16,3.56E-13,1.39E-13,-1.11E-10,4.34E-11,1.16E-08,4.52E-09,-0.010914128,0.010274169,-0.028580458,0.01654824,4.119670152,0.321187437,3.44E+16,2.52E+16,-3.36E+17,1.57E+17,9.56E+18,4.33E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00130.Master.Scope,130,04-30-2018,09:29:57,16.09347182,10.63391045,-5.14E-16,1.55E-16,4.83E-13,1.45E-13,-1.51E-10,4.54E-11,1.57E-08,4.74E-09,-0.017636095,0.010701007,-0.018803061,0.017240842,4.120725729,0.333605936,3.96E+16,2.62E+16,-3.00E+17,1.63E+17,9.68E+18,4.48E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00131.Master.Scope,131,04-30-2018,09:30:00,22.84093154,10.95186646,-4.89E-16,1.58E-16,4.59E-13,1.49E-13,-1.44E-10,4.65E-11,1.50E-08,4.85E-09,-0.016600753,0.011058323,-0.022437891,0.017829369,4.180813443,0.342733955,5.63E+16,2.70E+16,-3.38E+17,1.69E+17,9.84E+18,4.64E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00132.Master.Scope,132,04-30-2018,09:30:03,16.87745549,10.44794549,-4.66E-16,1.45E-16,4.37E-13,1.36E-13,-1.37E-10,4.25E-11,1.42E-08,4.44E-09,-0.015246494,0.010553799,-0.025579315,0.017009211,4.349728773,0.327195008,4.16E+16,2.57E+16,-3.66E+17,1.61E+17,9.54E+18,4.43E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00133.Master.Scope,133,04-30-2018,09:30:06,22.37693078,11.06973858,-5.18E-16,1.56E-16,4.86E-13,1.46E-13,-1.52E-10,4.57E-11,1.58E-08,4.77E-09,-0.011596359,0.011172468,-0.0284037,0.017985511,4.160167785,0.347100884,5.51E+16,2.73E+16,-4.06E+17,1.71E+17,9.59E+18,4.65E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00134.Master.Scope,134,04-30-2018,09:30:09,16.29027432,10.19207355,-5.44E-16,1.50E-16,5.10E-13,1.40E-13,-1.60E-10,4.39E-11,1.66E-08,4.58E-09,-0.007667809,0.010326068,-0.033180791,0.016609507,4.299777506,0.319605337,4.01E+16,2.51E+16,-4.62E+17,1.56E+17,9.67E+18,4.29E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00135.Master.Scope,135,04-30-2018,09:30:12,14.53508026,10.00923277,-6.02E-16,1.56E-16,5.65E-13,1.47E-13,-1.77E-10,4.59E-11,1.84E-08,4.79E-09,-0.010364125,0.010030004,-0.029277534,0.016140784,3.967216953,0.313346657,3.58E+16,2.47E+16,-4.44E+17,1.53E+17,9.62E+18,4.21E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00136.Master.Scope,136,04-30-2018,09:30:15,14.16530768,10.50712442,-4.33E-16,1.57E-16,4.06E-13,1.47E-13,-1.27E-10,4.60E-11,1.32E-08,4.79E-09,-0.007263033,0.010545866,-0.037734786,0.01696511,4.087053079,0.328756236,3.49E+16,2.59E+16,-3.78E+17,1.61E+17,9.21E+18,4.46E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00137.Master.Scope,137,04-30-2018,09:30:18,19.76693573,9.346559758,-4.63E-16,1.34E-16,4.34E-13,1.26E-13,-1.35E-10,3.94E-11,1.41E-08,4.10E-09,-0.012630407,0.009406828,-0.030794005,0.015132698,4.176149672,0.292636587,4.87E+16,2.30E+16,-5.31E+17,1.44E+17,9.24E+18,3.96E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00138.Master.Scope,138,04-30-2018,09:30:21,14.21385203,10.26898332,-4.54E-16,1.48E-16,4.25E-13,1.39E-13,-1.33E-10,4.34E-11,1.38E-08,4.52E-09,-0.006738667,0.0102861,-0.038933248,0.01653747,3.940156415,0.321555607,3.50E+16,2.53E+16,-4.74E+17,1.58E+17,9.27E+18,4.36E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00139.Master.Scope,139,04-30-2018,09:30:25,18.44298512,10.50811006,-4.46E-16,1.68E-16,4.19E-13,1.57E-13,-1.31E-10,4.92E-11,1.36E-08,5.13E-09,-0.009975612,0.01055044,-0.029666314,0.01697261,3.936732271,0.328922757,4.54E+16,2.59E+16,-2.76E+17,1.60E+17,9.58E+18,4.43E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00140.Master.Scope,140,04-30-2018,09:30:28,25.21338697,10.64524716,-4.58E-16,1.55E-16,4.29E-13,1.45E-13,-1.34E-10,4.55E-11,1.39E-08,4.74E-09,-0.011552089,0.010715537,-0.031962838,0.017237097,4.073047136,0.332736042,6.21E+16,2.62E+16,-5.05E+17,1.64E+17,9.37E+18,4.50E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00141.Master.Scope,141,04-30-2018,09:30:31,11.34270171,10.53416035,-4.53E-16,1.63E-16,4.26E-13,1.53E-13,-1.33E-10,4.79E-11,1.39E-08,4.99E-09,-0.012659506,0.010551412,-0.026440345,0.016992428,3.973409045,0.330000087,2.79E+16,2.59E+16,-3.71E+17,1.62E+17,9.73E+18,4.45E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00142.Master.Scope,142,04-30-2018,09:30:34,10.92035991,10.56644632,-4.03E-16,1.56E-16,3.78E-13,1.46E-13,-1.18E-10,4.57E-11,1.23E-08,4.77E-09,-0.012518546,0.01063277,-0.02869709,0.017124332,4.239041528,0.330426466,2.69E+16,2.60E+16,-4.45E+17,1.63E+17,9.55E+18,4.49E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00143.Master.Scope,143,04-30-2018,09:30:37,14.88732981,10.29288368,-4.79E-16,1.53E-16,4.49E-13,1.43E-13,-1.40E-10,4.48E-11,1.46E-08,4.67E-09,-0.014516179,0.010338071,-0.028438679,0.016645546,4.155882627,0.321907848,3.67E+16,2.54E+16,-4.09E+17,1.58E+17,9.40E+18,4.36E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00144.Master.Scope,144,04-30-2018,09:30:40,10.81022148,10.81223854,-4.99E-16,1.68E-16,4.69E-13,1.57E-13,-1.47E-10,4.92E-11,1.53E-08,5.13E-09,-0.017126494,0.010814435,-0.018156582,0.017412273,3.918130936,0.338458108,2.66E+16,2.66E+16,-3.81E+17,1.65E+17,9.77E+18,4.56E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00145.Master.Scope,145,04-30-2018,09:30:43,16.88461303,10.19733621,-5.90E-16,1.58E-16,5.53E-13,1.48E-13,-1.73E-10,4.63E-11,1.80E-08,4.83E-09,-0.011308399,0.010170408,-0.026987567,0.016374056,3.645314916,0.319076785,4.16E+16,2.51E+16,-3.00E+17,1.56E+17,9.66E+18,4.29E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00146.Master.Scope,146,04-30-2018,09:30:46,13.7077247,10.88807435,-4.13E-16,1.60E-16,3.88E-13,1.50E-13,-1.21E-10,4.70E-11,1.26E-08,4.90E-09,-0.009415747,0.010895055,-0.03172424,0.017527044,3.929464111,0.341028269,3.38E+16,2.68E+16,-3.29E+17,1.67E+17,9.49E+18,4.59E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00147.Master.Scope,147,04-30-2018,09:30:49,13.19068818,10.50240052,-5.20E-16,1.44E-16,4.87E-13,1.35E-13,-1.52E-10,4.21E-11,1.58E-08,4.39E-09,-0.008675302,0.010554845,-0.035762516,0.016987021,4.155577264,0.328593933,3.25E+16,2.59E+16,-4.95E+17,1.62E+17,9.33E+18,4.45E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00148.Master.Scope,148,04-30-2018,09:30:52,10.69444191,9.97830864,-4.37E-16,1.43E-16,4.10E-13,1.35E-13,-1.28E-10,4.21E-11,1.34E-08,4.39E-09,-0.011907922,0.010096288,-0.02625225,0.016265976,4.419091989,0.312683103,2.63E+16,2.46E+16,-3.84E+17,1.53E+17,9.88E+18,4.22E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00149.Master.Scope,149,04-30-2018,09:30:55,12.62047016,10.76326607,-4.86E-16,1.49E-16,4.56E-13,1.40E-13,-1.43E-10,4.39E-11,1.49E-08,4.58E-09,-0.010648996,0.010918231,-0.032032471,0.017594655,4.547305371,0.336439038,3.11E+16,2.65E+16,-4.60E+17,1.66E+17,9.78E+18,4.56E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00150.Master.Scope,150,04-30-2018,09:30:58,12.63035943,10.47580299,-4.10E-16,1.48E-16,3.84E-13,1.39E-13,-1.20E-10,4.34E-11,1.25E-08,4.52E-09,-0.015833046,0.010533845,-0.024878446,0.016968269,4.227009858,0.327743182,3.11E+16,2.58E+16,-3.43E+17,1.61E+17,9.47E+18,4.45E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00151.Master.Scope,151,04-30-2018,09:31:01,12.1880266,10.53450055,-4.91E-16,1.59E-16,4.61E-13,1.49E-13,-1.44E-10,4.66E-11,1.51E-08,4.86E-09,-0.013878568,0.010550227,-0.024099459,0.016990108,3.867196393,0.330062247,3.00E+16,2.59E+16,-3.28E+17,1.61E+17,9.82E+18,4.44E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00152.Master.Scope,152,04-30-2018,09:31:04,14.34784923,9.79239646,-4.89E-16,1.42E-16,4.59E-13,1.34E-13,-1.43E-10,4.18E-11,1.49E-08,4.36E-09,-0.008136352,0.009870021,-0.034126541,0.015868362,4.094991495,0.306594113,3.53E+16,2.41E+16,-5.06E+17,1.51E+17,9.71E+18,4.12E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00153.Master.Scope,153,04-30-2018,09:31:08,18.89920621,10.71995605,-4.99E-16,1.50E-16,4.68E-13,1.41E-13,-1.46E-10,4.40E-11,1.52E-08,4.59E-09,-0.011002631,0.010804192,-0.030107216,0.017377287,4.14558069,0.335334456,4.65E+16,2.64E+16,-4.36E+17,1.65E+17,9.43E+18,4.51E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00154.Master.Scope,154,04-30-2018,09:31:11,16.91816038,11.00296472,-5.01E-16,1.52E-16,4.69E-13,1.43E-13,-1.47E-10,4.48E-11,1.53E-08,4.67E-09,-0.009011579,0.011043269,-0.034141902,0.017776723,4.013205883,0.344087233,4.17E+16,2.71E+16,-3.94E+17,1.69E+17,9.39E+18,4.66E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00155.Master.Scope,155,04-30-2018,09:31:14,15.39323068,11.16936149,-5.70E-16,1.56E-16,5.34E-13,1.46E-13,-1.67E-10,4.58E-11,1.74E-08,4.78E-09,-0.008444529,0.011298147,-0.034022102,0.018171591,4.279895961,0.349368688,3.79E+16,2.75E+16,-4.51E+17,1.72E+17,9.61E+18,4.68E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00156.Master.Scope,156,04-30-2018,09:31:17,22.92904188,10.72407877,-3.70E-16,1.54E-16,3.46E-13,1.44E-13,-1.08E-10,4.51E-11,1.12E-08,4.70E-09,-0.002493274,0.010824977,-0.040986592,0.017399566,4.124629745,0.336037423,5.65E+16,2.64E+16,-4.03E+17,1.64E+17,9.29E+18,4.52E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00157.Master.Scope,157,04-30-2018,09:31:20,18.29187453,10.96432387,-5.34E-16,1.65E-16,5.01E-13,1.54E-13,-1.57E-10,4.83E-11,1.63E-08,5.04E-09,-0.012412209,0.011034021,-0.026145978,0.017758751,4.098498205,0.343107146,4.51E+16,2.70E+16,-4.15E+17,1.68E+17,9.60E+18,4.61E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00158.Master.Scope,158,04-30-2018,09:31:23,16.41374752,10.35246861,-4.17E-16,1.61E-16,3.91E-13,1.51E-13,-1.22E-10,4.71E-11,1.27E-08,4.92E-09,-0.009996189,0.010405227,-0.028113209,0.016729864,3.945494889,0.323466756,4.04E+16,2.55E+16,-3.77E+17,1.58E+17,9.62E+18,4.37E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00159.Master.Scope,159,04-30-2018,09:31:26,19.23558612,10.35422156,-4.10E-16,1.60E-16,3.85E-13,1.50E-13,-1.21E-10,4.68E-11,1.26E-08,4.88E-09,-0.010152517,0.010373093,-0.029822375,0.016695111,3.90681779,0.323689209,4.74E+16,2.55E+16,-3.05E+17,1.58E+17,9.68E+18,4.36E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00160.Master.Scope,160,04-30-2018,09:31:29,10.79092152,10.31283837,-4.50E-16,1.46E-16,4.22E-13,1.37E-13,-1.32E-10,4.29E-11,1.37E-08,4.47E-09,-0.007039152,0.010406415,-0.033272832,0.016742762,4.216624221,0.322768145,2.66E+16,2.54E+16,-3.81E+17,1.57E+17,9.60E+18,4.35E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00161.Master.Scope,161,04-30-2018,09:31:32,21.90837385,9.778404786,-4.69E-16,1.39E-16,4.39E-13,1.30E-13,-1.37E-10,4.08E-11,1.43E-08,4.26E-09,-0.008415592,0.009871012,-0.033062351,0.015859547,4.073845942,0.305873559,5.40E+16,2.41E+16,-4.16E+17,1.50E+17,9.51E+18,4.11E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00162.Master.Scope,162,04-30-2018,09:31:35,20.12050327,10.62182067,-4.92E-16,1.66E-16,4.63E-13,1.56E-13,-1.45E-10,4.87E-11,1.51E-08,5.08E-09,-0.009942117,0.010735871,-0.026522019,0.017283614,4.094421984,0.331796151,4.96E+16,2.62E+16,-2.62E+17,1.62E+17,9.87E+18,4.47E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00163.Master.Scope,163,04-30-2018,09:31:38,20.54513508,10.00409125,-5.19E-16,1.47E-16,4.86E-13,1.38E-13,-1.52E-10,4.32E-11,1.58E-08,4.51E-09,-0.008244005,0.010066141,-0.033254851,0.016165334,3.93659907,0.312345012,5.06E+16,2.46E+16,-4.44E+17,1.53E+17,9.51E+18,4.20E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00164.Master.Scope,164,04-30-2018,09:31:41,23.74265711,10.23699751,-4.25E-16,1.50E-16,3.99E-13,1.41E-13,-1.24E-10,4.41E-11,1.30E-08,4.59E-09,-0.009693849,0.010276228,-0.032335203,0.016516648,3.931526256,0.3187411,5.85E+16,2.52E+16,-3.88E+17,1.57E+17,9.36E+18,4.31E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00165.Master.Scope,165,04-30-2018,09:31:44,28.38748518,10.32039998,-4.65E-16,1.53E-16,4.36E-13,1.44E-13,-1.36E-10,4.49E-11,1.42E-08,4.69E-09,-0.005289196,0.010381141,-0.036015086,0.016661625,3.730672871,0.322231307,6.99E+16,2.54E+16,-3.93E+17,1.57E+17,9.55E+18,4.33E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00166.Master.Scope,166,04-30-2018,09:31:47,29.09762424,10.22135027,-5.09E-16,1.54E-16,4.78E-13,1.45E-13,-1.49E-10,4.52E-11,1.56E-08,4.72E-09,-0.010580806,0.010290021,-0.027847926,0.016533494,3.903246816,0.318813703,7.17E+16,2.52E+16,-4.26E+17,1.56E+17,9.60E+18,4.29E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00167.Master.Scope,167,04-30-2018,09:31:51,30.48288414,9.869000917,-5.11E-16,1.54E-16,4.80E-13,1.44E-13,-1.50E-10,4.52E-11,1.56E-08,4.71E-09,-0.013004046,0.009950237,-0.023826424,0.016007433,3.940033729,0.307370436,7.51E+16,2.43E+16,-3.09E+17,1.51E+17,9.83E+18,4.14E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00168.Master.Scope,168,04-30-2018,09:31:54,30.86015894,11.00470628,-3.33E-16,1.65E-16,3.13E-13,1.55E-13,-9.80E-11,4.85E-11,1.02E-08,5.05E-09,-0.014550414,0.011153182,-0.023508607,0.017926013,4.247888035,0.342663061,7.60E+16,2.71E+16,-3.62E+17,1.68E+17,9.66E+18,4.62E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00169.Master.Scope,169,04-30-2018,09:31:57,28.64029887,10.38145776,-4.27E-16,1.56E-16,4.01E-13,1.46E-13,-1.25E-10,4.57E-11,1.31E-08,4.76E-09,-0.010066544,0.010491006,-0.029355262,0.016852047,4.079816482,0.323377647,7.05E+16,2.56E+16,-4.92E+17,1.58E+17,9.81E+18,4.36E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00170.Master.Scope,170,04-30-2018,09:32:00,26.60940023,10.27139618,-4.32E-16,1.49E-16,4.05E-13,1.40E-13,-1.26E-10,4.37E-11,1.31E-08,4.55E-09,-0.006253761,0.010351801,-0.036447226,0.016616266,4.00901624,0.320283854,6.55E+16,2.53E+16,-4.67E+17,1.57E+17,9.29E+18,4.31E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00171.Master.Scope,171,04-30-2018,09:32:03,28.11635867,10.58952765,-5.41E-16,1.46E-16,5.07E-13,1.37E-13,-1.58E-10,4.28E-11,1.65E-08,4.46E-09,-0.010442,0.010713253,-0.028051647,0.017187545,4.107847307,0.329396237,6.93E+16,2.61E+16,-5.47E+17,1.61E+17,9.45E+18,4.43E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00172.Master.Scope,172,04-30-2018,09:32:06,49.07787566,10.58707943,-5.10E-16,1.56E-16,4.78E-13,1.47E-13,-1.50E-10,4.59E-11,1.56E-08,4.79E-09,-0.008142324,0.010795559,-0.02967842,0.017307094,4.0463516,0.327661621,1.21E+17,2.61E+16,-4.10E+17,1.61E+17,9.76E+18,4.40E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00173.Master.Scope,173,04-30-2018,09:32:09,49.58597955,11.08669562,-4.69E-16,1.68E-16,4.40E-13,1.57E-13,-1.38E-10,4.93E-11,1.43E-08,5.14E-09,-0.007533458,0.011241208,-0.034227762,0.018015559,3.901526516,0.343294219,1.22E+17,2.73E+16,-4.00E+17,1.68E+17,9.50E+18,4.61E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00174.Master.Scope,174,04-30-2018,09:32:12,41.99020349,10.5426818,-4.96E-16,1.69E-16,4.66E-13,1.59E-13,-1.46E-10,4.97E-11,1.52E-08,5.18E-09,-0.010308825,0.010707119,-0.027418444,0.017176785,3.974870872,0.326009349,1.03E+17,2.60E+16,-3.37E+17,1.60E+17,9.87E+18,4.39E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00175.Master.Scope,175,04-30-2018,09:32:15,40.90888003,10.17585329,-4.78E-16,1.59E-16,4.49E-13,1.49E-13,-1.40E-10,4.67E-11,1.46E-08,4.87E-09,-0.004881062,0.010281377,-0.036083597,0.016484228,3.765237567,0.315730893,1.01E+17,2.51E+16,-3.30E+17,1.54E+17,9.57E+18,4.25E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00176.Master.Scope,176,04-30-2018,09:32:18,39.79337317,10.21331894,-4.99E-16,1.56E-16,4.68E-13,1.47E-13,-1.46E-10,4.59E-11,1.53E-08,4.78E-09,-0.003874448,0.010292398,-0.035029607,0.016526192,3.980650699,0.31644839,9.80E+16,2.52E+16,-3.82E+17,1.55E+17,9.58E+18,4.26E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00177.Master.Scope,177,04-30-2018,09:32:21,40.60076327,10.45282917,-5.46E-16,1.62E-16,5.12E-13,1.52E-13,-1.60E-10,4.76E-11,1.67E-08,4.96E-09,-0.011130004,0.010541296,-0.027429256,0.016925116,3.821459405,0.323886126,1.00E+17,2.57E+16,-3.96E+17,1.59E+17,9.73E+18,4.35E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00178.Master.Scope,178,04-30-2018,09:32:24,43.29983803,10.61176486,-4.63E-16,1.68E-16,4.34E-13,1.58E-13,-1.36E-10,4.94E-11,1.42E-08,5.15E-09,-0.012541833,0.010730356,-0.024360247,0.017236691,3.899701618,0.328876565,1.07E+17,2.61E+16,-3.07E+17,1.61E+17,9.81E+18,4.43E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00179.Master.Scope,179,04-30-2018,09:32:27,44.17188308,10.20538846,-4.95E-16,1.52E-16,4.64E-13,1.43E-13,-1.45E-10,4.47E-11,1.51E-08,4.66E-09,-0.005115511,0.010346117,-0.0357884,0.016574514,3.908476066,0.316250054,1.09E+17,2.51E+16,-4.84E+17,1.55E+17,9.50E+18,4.25E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00180.Master.Scope,180,04-30-2018,09:32:30,55.32792463,9.595693458,-4.88E-16,1.41E-16,4.59E-13,1.32E-13,-1.44E-10,4.14E-11,1.50E-08,4.32E-09,-0.008909261,0.009797217,-0.02798548,0.015702173,4.034431356,0.295768228,1.36E+17,2.36E+16,-4.43E+17,1.46E+17,9.88E+18,3.98E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00181.Master.Scope,181,04-30-2018,09:32:34,74.02387301,11.545763,-4.62E-16,1.57E-16,4.33E-13,1.47E-13,-1.35E-10,4.59E-11,1.40E-08,4.79E-09,-0.011978021,0.011739842,-0.030679875,0.018791023,3.907799357,0.354651841,1.82E+17,2.84E+16,-4.56E+17,1.75E+17,9.01E+18,4.78E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00182.Master.Scope,182,04-30-2018,09:32:37,53.66739943,10.62718975,-3.89E-16,1.59E-16,3.65E-13,1.49E-13,-1.14E-10,4.65E-11,1.19E-08,4.85E-09,-0.001303056,0.010717114,-0.042752036,0.017199287,3.883591279,0.328310403,1.32E+17,2.62E+16,-4.20E+17,1.61E+17,9.51E+18,4.42E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00183.Master.Scope,183,04-30-2018,09:32:40,53.45061906,10.80481668,-4.14E-16,1.61E-16,3.88E-13,1.51E-13,-1.21E-10,4.72E-11,1.26E-08,4.92E-09,-0.001749477,0.010959742,-0.041895133,0.017581192,4.096989238,0.334142643,1.32E+17,2.66E+16,-4.26E+17,1.64E+17,9.38E+18,4.49E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00184.Master.Scope,184,04-30-2018,09:32:43,59.99624227,9.811257139,-4.48E-16,1.51E-16,4.21E-13,1.41E-13,-1.31E-10,4.42E-11,1.37E-08,4.61E-09,-0.00512468,0.009933423,-0.033328829,0.015931263,3.936990427,0.301831886,1.48E+17,2.42E+16,-3.69E+17,1.48E+17,9.66E+18,4.07E+17,,
