File,Number,Date,Time,so2 (ppm.m),so2 error,a,a_e,b,b_e,c,c_e,d,d_e,shift,shift_e,stretch,stretch_e,ring,ring_e,so2,so2_e,no2,no2_e,o3,o3_e,Fit window: 306.0 - 318.0 nm,ILS width: 0.5ILS Gauss Weight: 0.8
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00000.Master.Scope,0,04-30-2018,09:23:17,4.533205357,9.90192526,-4.63E-16,1.97E-16,4.36E-13,1.85E-13,-1.37E-10,5.79E-11,1.43E-08,6.04E-09,-0.029654222,0.009783768,-0.013845849,0.015798736,3.581666787,0.310701454,1.12E+16,2.44E+16,-2.96E+17,1.52E+17,9.53E+18,4.22E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00001.Master.Scope,1,04-30-2018,09:23:20,10.50200821,10.07365853,-5.36E-16,1.81E-16,5.03E-13,1.70E-13,-1.57E-10,5.31E-11,1.64E-08,5.54E-09,-0.019347056,0.009929941,-0.036190986,0.015973879,3.611917315,0.313955261,2.59E+16,2.48E+16,-5.57E+17,1.54E+17,9.26E+18,4.26E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00002.Master.Scope,2,04-30-2018,09:23:23,-0.338871913,10.4195985,-4.11E-16,1.73E-16,3.86E-13,1.62E-13,-1.20E-10,5.07E-11,1.25E-08,5.28E-09,-0.023807469,0.010350476,-0.026826995,0.016690784,4.087355587,0.325822126,-8.35E+14,2.57E+16,-4.30E+17,1.60E+17,9.37E+18,4.44E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00003.Master.Scope,3,04-30-2018,09:23:26,10.45820768,9.861335149,-3.35E-16,1.80E-16,3.14E-13,1.69E-13,-9.81E-11,5.27E-11,1.02E-08,5.49E-09,-0.029298429,0.009711011,-0.01804895,0.015627943,3.499891097,0.307186594,2.58E+16,2.43E+16,-3.37E+17,1.50E+17,9.18E+18,4.20E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00004.Master.Scope,4,04-30-2018,09:23:30,6.424790785,9.887853754,-4.00E-16,1.96E-16,3.77E-13,1.84E-13,-1.18E-10,5.75E-11,1.23E-08,5.99E-09,-0.022618266,0.009716642,-0.026879478,0.015662471,3.465555236,0.308113266,1.58E+16,2.44E+16,-2.48E+17,1.51E+17,9.37E+18,4.20E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00005.Master.Scope,5,04-30-2018,09:23:33,0.528444001,9.961453482,-5.33E-16,1.80E-16,4.99E-13,1.69E-13,-1.56E-10,5.27E-11,1.62E-08,5.50E-09,-0.023604332,0.009836015,-0.025471012,0.015851977,3.792692688,0.310807432,1.30E+15,2.45E+16,-5.03E+17,1.53E+17,9.36E+18,4.23E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00006.Master.Scope,6,04-30-2018,09:23:36,4.111397724,10.08559469,-4.94E-16,1.83E-16,4.63E-13,1.72E-13,-1.45E-10,5.37E-11,1.51E-08,5.60E-09,-0.021425162,0.009976168,-0.029771089,0.016083638,3.837815608,0.314846578,1.01E+16,2.48E+16,-3.68E+17,1.55E+17,9.28E+18,4.28E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00007.Master.Scope,7,04-30-2018,09:23:39,2.979807528,10.1732584,-4.21E-16,1.92E-16,3.95E-13,1.80E-13,-1.23E-10,5.62E-11,1.29E-08,5.86E-09,-0.026464055,0.009991766,-0.021759852,0.016092958,3.484068211,0.317271801,7.34E+15,2.51E+16,-4.43E+17,1.56E+17,9.22E+18,4.32E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00008.Master.Scope,8,04-30-2018,09:23:42,11.28137637,9.276001423,-4.03E-16,1.86E-16,3.78E-13,1.75E-13,-1.18E-10,5.46E-11,1.23E-08,5.69E-09,-0.027009581,0.009140852,-0.019706738,0.014711602,3.512148829,0.288389735,2.78E+16,2.28E+16,-4.23E+17,1.42E+17,9.19E+18,3.93E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00009.Master.Scope,9,04-30-2018,09:23:45,4.390750958,10.05886502,-4.96E-16,1.98E-16,4.66E-13,1.86E-13,-1.46E-10,5.80E-11,1.52E-08,6.05E-09,-0.026606013,0.009873117,-0.018091191,0.015929298,3.325642695,0.315350177,1.08E+16,2.48E+16,-3.77E+17,1.54E+17,9.32E+18,4.29E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00010.Master.Scope,10,04-30-2018,09:23:48,3.283339733,10.19848251,-4.27E-16,1.75E-16,4.01E-13,1.64E-13,-1.25E-10,5.13E-11,1.30E-08,5.35E-09,-0.022069765,0.010111292,-0.029193713,0.016294464,3.960684731,0.318804764,8.09E+15,2.51E+16,-4.51E+17,1.57E+17,9.26E+18,4.34E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00011.Master.Scope,11,04-30-2018,09:23:51,8.037976931,9.369160423,-4.49E-16,1.69E-16,4.21E-13,1.58E-13,-1.31E-10,4.95E-11,1.37E-08,5.16E-09,-0.021937112,0.009223892,-0.027381671,0.014866807,3.545256497,0.292728679,1.98E+16,2.31E+16,-3.01E+17,1.44E+17,9.17E+18,3.98E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00012.Master.Scope,12,04-30-2018,09:23:54,7.718448926,9.990104476,-5.86E-16,1.82E-16,5.50E-13,1.71E-13,-1.72E-10,5.35E-11,1.79E-08,5.58E-09,-0.030413502,0.009860896,-0.013512571,0.015919163,3.495240883,0.31429619,1.90E+16,2.46E+16,-3.78E+17,1.53E+17,9.20E+18,4.25E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00013.Master.Scope,13,04-30-2018,09:23:57,2.079268035,9.697065495,-6.00E-16,1.87E-16,5.63E-13,1.76E-13,-1.76E-10,5.49E-11,1.83E-08,5.73E-09,-0.022872526,0.009494584,-0.024813131,0.015299098,3.383923851,0.302352725,5.12E+15,2.39E+16,-4.12E+17,1.48E+17,9.12E+18,4.11E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00014.Master.Scope,14,04-30-2018,09:24:00,8.926414903,10.54553371,-6.45E-16,2.25E-16,6.05E-13,2.12E-13,-1.89E-10,6.61E-11,1.97E-08,6.89E-09,-0.015716435,0.010305559,-0.033558723,0.016592896,2.998552629,0.329771701,2.20E+16,2.60E+16,-4.54E+17,1.61E+17,9.15E+18,4.47E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00015.Master.Scope,15,04-30-2018,09:24:03,2.055054485,9.787355564,-4.99E-16,1.89E-16,4.68E-13,1.77E-13,-1.46E-10,5.53E-11,1.52E-08,5.77E-09,-0.022462437,0.009565764,-0.026791793,0.015408796,3.325267087,0.305344139,5.06E+15,2.41E+16,-3.57E+17,1.50E+17,9.05E+18,4.16E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00016.Master.Scope,16,04-30-2018,09:24:06,6.215154838,9.747773983,-5.04E-16,1.86E-16,4.73E-13,1.75E-13,-1.48E-10,5.46E-11,1.53E-08,5.69E-09,-0.019274241,0.009581497,-0.031103648,0.015429126,3.566204264,0.303922745,1.53E+16,2.40E+16,-5.22E+17,1.49E+17,9.01E+18,4.14E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00017.Master.Scope,17,04-30-2018,09:24:09,11.54493547,9.786388722,-4.94E-16,1.98E-16,4.64E-13,1.86E-13,-1.45E-10,5.81E-11,1.51E-08,6.06E-09,-0.020766714,0.009610665,-0.027806712,0.015476553,3.382158597,0.304534609,2.84E+16,2.41E+16,-3.83E+17,1.50E+17,9.09E+18,4.14E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00018.Master.Scope,18,04-30-2018,09:24:13,5.407253749,10.33822804,-6.35E-16,1.96E-16,5.96E-13,1.84E-13,-1.87E-10,5.76E-11,1.95E-08,6.01E-09,-0.024684031,0.010157249,-0.020610187,0.016392297,3.338366336,0.324738073,1.33E+16,2.55E+16,-4.27E+17,1.59E+17,9.45E+18,4.39E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00019.Master.Scope,19,04-30-2018,09:24:16,7.422057372,9.958007862,-4.96E-16,1.92E-16,4.66E-13,1.80E-13,-1.46E-10,5.64E-11,1.52E-08,5.88E-09,-0.020554153,0.009831537,-0.028521869,0.015850944,3.673654379,0.31007899,1.83E+16,2.45E+16,-4.38E+17,1.53E+17,9.37E+18,4.22E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00020.Master.Scope,20,04-30-2018,09:24:19,7.731348868,9.934150575,-4.70E-16,1.97E-16,4.42E-13,1.85E-13,-1.38E-10,5.78E-11,1.44E-08,6.03E-09,-0.019747888,0.00970319,-0.027396803,0.015654045,3.290689104,0.311122239,1.90E+16,2.45E+16,-4.45E+17,1.52E+17,9.33E+18,4.23E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00021.Master.Scope,21,04-30-2018,09:24:22,13.92761027,9.981175226,-4.59E-16,2.12E-16,4.30E-13,1.99E-13,-1.34E-10,6.22E-11,1.40E-08,6.48E-09,-0.020238703,0.009757725,-0.026751872,0.01572597,3.306334836,0.311736035,3.43E+16,2.46E+16,-3.53E+17,1.52E+17,8.87E+18,4.24E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00022.Master.Scope,22,04-30-2018,09:24:25,5.501407211,10.05416232,-5.73E-16,2.25E-16,5.38E-13,2.11E-13,-1.68E-10,6.60E-11,1.76E-08,6.88E-09,-0.019221547,0.009769372,-0.027992586,0.015745252,3.083840242,0.313467041,1.35E+16,2.48E+16,-3.84E+17,1.53E+17,9.19E+18,4.27E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00023.Master.Scope,23,04-30-2018,09:24:28,7.474058652,10.20906488,-6.07E-16,2.00E-16,5.68E-13,1.87E-13,-1.77E-10,5.86E-11,1.84E-08,6.11E-09,-0.015996338,0.00994025,-0.034972537,0.01599671,3.28389314,0.316969341,1.84E+16,2.51E+16,-5.52E+17,1.56E+17,8.97E+18,4.31E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00024.Master.Scope,24,04-30-2018,09:24:31,7.35200458,9.72497648,-4.83E-16,1.96E-16,4.54E-13,1.84E-13,-1.42E-10,5.76E-11,1.48E-08,6.00E-09,-0.018654533,0.009490237,-0.030105789,0.015302813,3.274038211,0.304309287,1.81E+16,2.40E+16,-4.70E+17,1.49E+17,9.13E+18,4.13E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00025.Master.Scope,25,04-30-2018,09:24:34,9.482693033,9.67197466,-4.53E-16,1.74E-16,4.25E-13,1.63E-13,-1.33E-10,5.11E-11,1.38E-08,5.32E-09,-0.016489261,0.009547625,-0.030990785,0.01538477,3.464264552,0.303394113,2.34E+16,2.38E+16,-4.14E+17,1.49E+17,9.28E+18,4.12E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00026.Master.Scope,26,04-30-2018,09:24:37,10.70551831,10.24692201,-4.11E-16,1.82E-16,3.86E-13,1.71E-13,-1.20E-10,5.34E-11,1.25E-08,5.57E-09,-0.021303334,0.010096893,-0.026366132,0.016294106,3.484712313,0.3219128,2.64E+16,2.52E+16,-4.41E+17,1.57E+17,9.17E+18,4.37E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00027.Master.Scope,27,04-30-2018,09:24:40,4.470044628,9.708557015,-4.68E-16,1.86E-16,4.39E-13,1.74E-13,-1.38E-10,5.45E-11,1.43E-08,5.68E-09,-0.02156737,0.0094508,-0.022762983,0.015240358,3.247055757,0.304949159,1.10E+16,2.39E+16,-3.56E+17,1.49E+17,9.45E+18,4.13E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00028.Master.Scope,28,04-30-2018,09:24:43,9.871537644,10.34822582,-3.70E-16,1.73E-16,3.47E-13,1.62E-13,-1.09E-10,5.08E-11,1.13E-08,5.29E-09,-0.015831638,0.010207555,-0.035649976,0.016467155,3.806447387,0.323087891,2.43E+16,2.55E+16,-4.31E+17,1.59E+17,9.42E+18,4.40E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00029.Master.Scope,29,04-30-2018,09:24:46,6.763233768,10.27560972,-4.30E-16,1.67E-16,4.03E-13,1.57E-13,-1.26E-10,4.90E-11,1.31E-08,5.11E-09,-0.020964412,0.010179721,-0.027476202,0.016427278,3.857743304,0.321545867,1.67E+16,2.53E+16,-4.25E+17,1.58E+17,9.36E+18,4.37E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00030.Master.Scope,30,04-30-2018,09:24:49,11.47149009,9.662431641,-4.37E-16,1.72E-16,4.09E-13,1.61E-13,-1.28E-10,5.04E-11,1.33E-08,5.26E-09,-0.022075076,0.009549571,-0.022941295,0.015388615,3.693708543,0.303837364,2.83E+16,2.38E+16,-3.95E+17,1.48E+17,9.24E+18,4.11E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00031.Master.Scope,31,04-30-2018,09:24:52,9.997319099,10.0623371,-6.14E-16,2.07E-16,5.77E-13,1.94E-13,-1.80E-10,6.07E-11,1.88E-08,6.32E-09,-0.014281802,0.009871197,-0.033026306,0.01587168,3.202269827,0.314885549,2.46E+16,2.48E+16,-4.21E+17,1.54E+17,9.19E+18,4.26E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00032.Master.Scope,32,04-30-2018,09:24:56,4.85999787,10.05335221,-5.10E-16,2.24E-16,4.79E-13,2.10E-13,-1.50E-10,6.57E-11,1.56E-08,6.85E-09,-0.018006604,0.009843946,-0.024970809,0.015826808,3.150707399,0.313591051,1.20E+16,2.48E+16,-3.46E+17,1.53E+17,9.23E+18,4.26E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00033.Master.Scope,33,04-30-2018,09:24:59,14.73620667,9.674435719,-4.72E-16,2.04E-16,4.42E-13,1.91E-13,-1.38E-10,5.98E-11,1.43E-08,6.23E-09,-0.016125158,0.009469016,-0.029379703,0.015204432,3.106654674,0.302145408,3.63E+16,2.38E+16,-4.11E+17,1.47E+17,8.84E+18,4.10E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00034.Master.Scope,34,04-30-2018,09:25:02,6.439368236,9.836215721,-4.05E-16,1.94E-16,3.80E-13,1.82E-13,-1.19E-10,5.68E-11,1.24E-08,5.92E-09,-0.01828489,0.009689514,-0.026389315,0.015584682,3.537993006,0.308018983,1.59E+16,2.42E+16,-4.36E+17,1.51E+17,9.21E+18,4.18E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00035.Master.Scope,35,04-30-2018,09:25:05,7.579556111,10.2391154,-5.35E-16,2.19E-16,5.02E-13,2.05E-13,-1.57E-10,6.42E-11,1.63E-08,6.69E-09,-0.010969761,0.009999489,-0.035245951,0.01606398,2.893183383,0.319835395,1.87E+16,2.52E+16,-4.00E+17,1.56E+17,9.09E+18,4.34E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00036.Master.Scope,36,04-30-2018,09:25:08,9.573355181,9.855234499,-4.36E-16,1.85E-16,4.09E-13,1.73E-13,-1.28E-10,5.42E-11,1.33E-08,5.65E-09,-0.020467671,0.009686354,-0.021030208,0.015586405,3.318517563,0.308768458,2.36E+16,2.43E+16,-3.66E+17,1.51E+17,9.24E+18,4.19E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00037.Master.Scope,37,04-30-2018,09:25:11,5.977453834,9.712439074,-4.84E-16,1.75E-16,4.55E-13,1.64E-13,-1.42E-10,5.13E-11,1.48E-08,5.35E-09,-0.014717258,0.009598463,-0.030968749,0.015451611,3.576406333,0.305006191,1.47E+16,2.39E+16,-4.30E+17,1.49E+17,9.30E+18,4.13E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00038.Master.Scope,38,04-30-2018,09:25:14,7.335214288,10.35121888,-5.15E-16,2.05E-16,4.83E-13,1.93E-13,-1.51E-10,6.02E-11,1.58E-08,6.28E-09,-0.012647753,0.010177788,-0.031711617,0.016375087,3.280596696,0.323840031,1.81E+16,2.55E+16,-3.65E+17,1.58E+17,9.18E+18,4.39E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00039.Master.Scope,39,04-30-2018,09:25:17,6.910304226,9.930246485,-5.28E-16,1.98E-16,4.95E-13,1.86E-13,-1.55E-10,5.82E-11,1.61E-08,6.06E-09,-0.017330798,0.009744312,-0.023799641,0.01567524,3.196729409,0.310188002,1.70E+16,2.45E+16,-4.22E+17,1.52E+17,9.28E+18,4.21E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00040.Master.Scope,40,04-30-2018,09:25:20,0.630672717,9.744023029,-2.88E-16,1.83E-16,2.71E-13,1.71E-13,-8.48E-11,5.36E-11,8.84E-09,5.58E-09,-0.016768555,0.009599035,-0.027324452,0.015454874,3.491545668,0.305787522,1.55E+15,2.40E+16,-3.54E+17,1.50E+17,9.42E+18,4.16E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00041.Master.Scope,41,04-30-2018,09:25:23,7.976407543,10.57184034,-3.58E-16,1.84E-16,3.36E-13,1.72E-13,-1.05E-10,5.39E-11,1.09E-08,5.62E-09,-0.021525468,0.010425455,-0.018671994,0.016780668,3.523581674,0.331757825,1.96E+16,2.60E+16,-4.06E+17,1.62E+17,9.21E+18,4.51E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00042.Master.Scope,42,04-30-2018,09:25:26,3.885290394,9.618958527,-4.39E-16,1.52E-16,4.11E-13,1.43E-13,-1.28E-10,4.47E-11,1.34E-08,4.66E-09,-0.010575528,0.009581307,-0.038145069,0.015430453,3.874827222,0.303074648,9.57E+15,2.37E+16,-4.83E+17,1.48E+17,9.29E+18,4.10E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00043.Master.Scope,43,04-30-2018,09:25:29,2.591813826,10.43735882,-4.46E-16,1.64E-16,4.18E-13,1.53E-13,-1.30E-10,4.80E-11,1.36E-08,5.01E-09,-0.023338473,0.010283242,-0.018225253,0.016595552,3.858957545,0.329070627,6.38E+15,2.57E+16,-5.08E+17,1.61E+17,9.38E+18,4.46E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00044.Master.Scope,44,04-30-2018,09:25:32,6.532969823,10.28447542,-4.41E-16,1.58E-16,4.14E-13,1.49E-13,-1.29E-10,4.65E-11,1.35E-08,4.85E-09,-0.017206755,0.010303814,-0.028566681,0.016610806,4.276382053,0.323838129,1.61E+16,2.53E+16,-4.20E+17,1.59E+17,9.46E+18,4.38E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00045.Master.Scope,45,04-30-2018,09:25:36,8.405722482,9.937562429,-4.49E-16,1.42E-16,4.21E-13,1.33E-13,-1.32E-10,4.16E-11,1.37E-08,4.33E-09,-0.016644424,0.00994998,-0.029429895,0.016044371,4.204705762,0.313657174,2.07E+16,2.45E+16,-3.95E+17,1.54E+17,9.42E+18,4.23E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00046.Master.Scope,46,04-30-2018,09:25:39,1.35363841,10.11537932,-4.50E-16,1.26E-16,4.21E-13,1.18E-13,-1.31E-10,3.69E-11,1.37E-08,3.85E-09,-0.028851478,0.010153755,-0.01231406,0.016400217,4.479259754,0.320233134,3.33E+15,2.49E+16,-4.85E+17,1.57E+17,9.50E+18,4.32E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00047.Master.Scope,47,04-30-2018,09:25:42,8.429430179,10.57705964,-4.28E-16,1.28E-16,4.01E-13,1.20E-13,-1.25E-10,3.77E-11,1.31E-08,3.94E-09,-0.026491808,0.010708602,-0.016564599,0.017308375,4.74974503,0.334557379,2.08E+16,2.61E+16,-4.43E+17,1.64E+17,9.78E+18,4.50E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00048.Master.Scope,48,04-30-2018,09:25:45,10.08566742,10.35316945,-4.21E-16,1.25E-16,3.95E-13,1.17E-13,-1.24E-10,3.67E-11,1.29E-08,3.83E-09,-0.024096799,0.010549562,-0.017540682,0.017060637,5.0372893,0.327059697,2.48E+16,2.55E+16,-3.14E+17,1.61E+17,9.71E+18,4.41E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00049.Master.Scope,49,04-30-2018,09:25:48,-3.71475281,10.40375012,-4.19E-16,1.20E-16,3.92E-13,1.12E-13,-1.22E-10,3.51E-11,1.27E-08,3.66E-09,-0.018830809,0.010447242,-0.029143807,0.016917613,4.762823039,0.328324819,-9.15E+15,2.56E+16,-3.82E+17,1.61E+17,9.53E+18,4.45E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00050.Master.Scope,50,04-30-2018,09:25:51,4.444610781,10.68997265,-4.08E-16,1.24E-16,3.82E-13,1.17E-13,-1.19E-10,3.65E-11,1.24E-08,3.81E-09,-0.029359491,0.010817692,-0.009512531,0.017484514,4.759445758,0.337728755,1.09E+16,2.63E+16,-4.11E+17,1.66E+17,9.69E+18,4.56E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00051.Master.Scope,51,04-30-2018,09:25:54,3.736387399,10.24126763,-4.09E-16,1.18E-16,3.83E-13,1.11E-13,-1.20E-10,3.46E-11,1.25E-08,3.62E-09,-0.023333117,0.01041341,-0.019636987,0.016837061,5.035899995,0.32340553,9.20E+15,2.52E+16,-4.81E+17,1.59E+17,9.89E+18,4.36E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00052.Master.Scope,52,04-30-2018,09:25:57,8.427105203,10.94050816,-4.41E-16,1.21E-16,4.13E-13,1.14E-13,-1.29E-10,3.55E-11,1.34E-08,3.71E-09,-0.02064811,0.011202447,-0.026317139,0.018128751,5.273243655,0.344757763,2.08E+16,2.69E+16,-4.05E+17,1.70E+17,9.44E+18,4.66E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00053.Master.Scope,53,04-30-2018,09:26:00,11.60348265,11.31274098,-4.41E-16,1.29E-16,4.13E-13,1.21E-13,-1.29E-10,3.78E-11,1.34E-08,3.94E-09,-0.020048863,0.011456922,-0.026366997,0.018534982,4.824748698,0.355959756,2.86E+16,2.79E+16,-4.59E+17,1.75E+17,9.64E+18,4.81E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00054.Master.Scope,54,04-30-2018,09:26:03,9.664908566,10.42138092,-5.24E-16,1.19E-16,4.91E-13,1.12E-13,-1.53E-10,3.50E-11,1.59E-08,3.65E-09,-0.006185638,0.010642851,-0.047402668,0.017199653,4.831459633,0.32889204,2.38E+16,2.57E+16,-4.39E+17,1.62E+17,9.43E+18,4.43E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00055.Master.Scope,55,04-30-2018,09:26:06,4.29397944,11.10353532,-5.57E-16,1.34E-16,5.22E-13,1.26E-13,-1.63E-10,3.95E-11,1.70E-08,4.12E-09,-0.028367283,0.011298044,-0.010821657,0.018257049,4.999909966,0.350112833,1.06E+16,2.73E+16,-5.41E+17,1.73E+17,9.83E+18,4.71E+17,,
C:/Users/mqbpwbe2/Dropbox (The University of Manchester)/UV spectra/Piton de la Fournaise/2018-04-30/180430d/180430d.00056.Master.Scope,56,04-30-2018,09:26:09,4.882257239,9.613293076,-3.85E-16,1.33E-16,3.61E-13,1.25E-13,-1.13E-10,3.92E-11,1.18E-08,4.09E-09,-0.020734141,0.009769669,-0.018800607,0.015768802,4.772647024,0.301974015,1.20E+16,2.37E+16,-3.29E+17,1.49E+17,9.84E+18,4.10E+17,,
