type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	name
T	2018-04-30 09:27:28	-21.224626667	55.677328333	2336.9	14.4	240.4	9	0.9	
T	2018-04-30 09:27:29	-21.224645000	55.677293333	2336.8	14.7	239.2	9	0.9	
T	2018-04-30 09:27:30	-21.224663333	55.677260000	2336.8	14.2	238.4	9	0.9	
T	2018-04-30 09:27:31	-21.224683333	55.677226667	2336.7	14.2	237.9	9	0.9	
T	2018-04-30 09:27:32	-21.224703333	55.677195000	2336.6	14.4	235.2	9	0.9	
T	2018-04-30 09:27:33	-21.224723333	55.677161667	2336.6	14.4	237.3	9	0.9	
T	2018-04-30 09:27:34	-21.224743333	55.677128333	2336.5	14.5	239.3	9	0.9	
T	2018-04-30 09:27:35	-21.224761667	55.677095000	2336.5	14.4	239.6	9	0.9	
T	2018-04-30 09:27:36	-21.224780000	55.677061667	2336.5	14.3	238.8	9	0.9	
T	2018-04-30 09:27:37	-21.224798333	55.677028333	2336.4	14.2	237.9	9	0.9	
T	2018-04-30 09:27:38	-21.224818333	55.676996667	2336.4	14.3	237.5	9	0.9	
T	2018-04-30 09:27:39	-21.224838333	55.676965000	2336.4	14.2	236.9	9	0.9	
T	2018-04-30 09:27:40	-21.224858333	55.676931667	2336.4	14.0	236.1	9	0.9	
T	2018-04-30 09:27:41	-21.224878333	55.676901667	2336.3	13.4	235.0	9	0.9	
T	2018-04-30 09:27:42	-21.224896667	55.676873333	2336.3	13.0	234.8	9	0.9	
T	2018-04-30 09:27:43	-21.224916667	55.676845000	2336.3	12.9	232.6	9	0.9	
T	2018-04-30 09:27:44	-21.224936667	55.676816667	2336.4	13.0	233.4	9	0.9	
T	2018-04-30 09:27:45	-21.224956667	55.676788333	2336.4	13.3	231.9	9	0.9	
T	2018-04-30 09:27:46	-21.224976667	55.676761667	2336.4	11.8	232.0	9	0.9	
T	2018-04-30 09:27:47	-21.224995000	55.676738333	2336.5	10.1	231.8	9	0.9	
T	2018-04-30 09:27:48	-21.225010000	55.676718333	2336.5	9.7	232.1	9	0.9	
T	2018-04-30 09:27:49	-21.225025000	55.676696667	2336.5	9.6	233.3	9	0.9	
T	2018-04-30 09:27:50	-21.225040000	55.676676667	2336.6	9.4	232.9	9	0.9	
T	2018-04-30 09:27:51	-21.225055000	55.676656667	2336.6	9.8	229.2	9	0.9	
T	2018-04-30 09:27:52	-21.225071667	55.676635000	2336.7	11.5	230.0	9	0.9	
T	2018-04-30 09:27:53	-21.225091667	55.676608333	2336.7	13.1	231.2	9	0.9	
T	2018-04-30 09:27:54	-21.225111667	55.676583333	2336.8	11.4	233.8	9	0.9	
T	2018-04-30 09:27:55	-21.225128333	55.676558333	2336.9	10.7	234.8	9	0.9	
T	2018-04-30 09:27:56	-21.225145000	55.676533333	2336.9	12.1	235.3	9	0.9	
T	2018-04-30 09:27:57	-21.225161667	55.676506667	2337.0	11.3	234.0	9	0.9	
T	2018-04-30 09:27:58	-21.225176667	55.676485000	2337.0	9.1	232.9	9	0.9	
T	2018-04-30 09:27:59	-21.225191667	55.676465000	2337.1	9.5	233.3	9	0.9	
T	2018-04-30 09:28:00	-21.225208333	55.676443333	2337.2	11.4	232.8	9	0.9	
T	2018-04-30 09:28:01	-21.225226667	55.676416667	2337.2	13.3	229.7	9	0.9	
T	2018-04-30 09:28:02	-21.225246667	55.676391667	2337.3	11.7	232.3	9	0.9	
T	2018-04-30 09:28:03	-21.225263333	55.676370000	2337.3	8.5	229.5	8	1.0	
T	2018-04-30 09:28:04	-21.225276667	55.676353333	2337.3	8.1	230.7	9	0.9	
T	2018-04-30 09:28:05	-21.225291667	55.676333333	2337.4	10.3	232.0	9	0.9	
T	2018-04-30 09:28:06	-21.225308333	55.676308333	2337.5	13.1	233.9	9	0.9	
T	2018-04-30 09:28:07	-21.225330000	55.676276667	2337.6	15.2	233.7	9	0.9	
T	2018-04-30 09:28:08	-21.225353333	55.676243333	2337.7	15.6	234.6	9	0.9	
T	2018-04-30 09:28:09	-21.225376667	55.676210000	2337.9	15.3	235.1	9	0.9	
T	2018-04-30 09:28:10	-21.225398333	55.676175000	2338.0	15.3	236.2	9	0.9	
T	2018-04-30 09:28:11	-21.225418333	55.676141667	2338.1	15.1	236.7	9	0.9	
T	2018-04-30 09:28:12	-21.225440000	55.676106667	2338.3	15.0	235.9	9	0.9	
T	2018-04-30 09:28:13	-21.225461667	55.676073333	2338.5	15.3	234.7	9	0.9	
T	2018-04-30 09:28:14	-21.225485000	55.676040000	2338.7	15.7	233.1	9	0.9	
T	2018-04-30 09:28:15	-21.225510000	55.676006667	2338.8	15.9	231.1	9	0.9	
T	2018-04-30 09:28:16	-21.225536667	55.675973333	2339.1	16.1	229.2	9	0.9	
T	2018-04-30 09:28:17	-21.225563333	55.675940000	2339.3	16.2	227.4	9	0.9	
T	2018-04-30 09:28:18	-21.225591667	55.675908333	2339.5	16.3	227.4	9	0.9	
T	2018-04-30 09:28:19	-21.225620000	55.675875000	2339.6	16.6	228.3	9	0.9	
T	2018-04-30 09:28:20	-21.225646667	55.675841667	2339.8	16.6	230.3	9	0.9	
T	2018-04-30 09:28:21	-21.225673333	55.675806667	2339.9	17.0	231.0	9	0.9	
T	2018-04-30 09:28:22	-21.225701667	55.675770000	2340.1	17.1	230.1	9	0.9	
T	2018-04-30 09:28:23	-21.225728333	55.675736667	2340.2	15.8	230.4	9	0.9	
T	2018-04-30 09:28:24	-21.225753333	55.675705000	2340.3	14.7	230.2	9	0.9	
T	2018-04-30 09:28:25	-21.225776667	55.675675000	2340.4	14.2	230.2	9	0.9	
T	2018-04-30 09:28:26	-21.225800000	55.675646667	2340.4	14.2	228.9	9	0.9	
T	2018-04-30 09:28:27	-21.225823333	55.675616667	2340.5	14.8	229.3	9	0.9	
T	2018-04-30 09:28:28	-21.225848333	55.675586667	2340.6	14.7	229.7	9	0.9	
T	2018-04-30 09:28:29	-21.225871667	55.675555000	2340.6	14.8	230.2	9	0.9	
T	2018-04-30 09:28:30	-21.225896667	55.675525000	2340.7	14.9	229.1	9	0.9	
T	2018-04-30 09:28:31	-21.225921667	55.675495000	2340.7	15.0	229.4	9	0.9	
T	2018-04-30 09:28:32	-21.225945000	55.675463333	2340.8	14.8	229.8	9	0.9	
T	2018-04-30 09:28:33	-21.225968333	55.675433333	2340.8	14.4	230.1	9	0.9	
T	2018-04-30 09:28:34	-21.225991667	55.675405000	2340.8	14.0	230.4	9	0.9	
T	2018-04-30 09:28:35	-21.226015000	55.675375000	2340.9	13.8	229.9	9	0.9	
T	2018-04-30 09:28:36	-21.226036667	55.675346667	2340.9	13.7	228.7	9	0.9	
T	2018-04-30 09:28:37	-21.226060000	55.675320000	2340.9	13.3	229.5	9	0.9	
T	2018-04-30 09:28:38	-21.226081667	55.675293333	2340.9	13.3	229.1	9	0.9	
T	2018-04-30 09:28:39	-21.226103333	55.675265000	2340.9	13.4	228.9	9	0.9	
T	2018-04-30 09:28:40	-21.226126667	55.675238333	2340.9	13.6	229.8	9	0.9	
T	2018-04-30 09:28:41	-21.226148333	55.675210000	2340.9	13.8	230.3	9	0.9	
T	2018-04-30 09:28:42	-21.226170000	55.675180000	2340.9	13.7	230.1	10	0.8	
T	2018-04-30 09:28:43	-21.226193333	55.675153333	2340.9	13.4	228.8	10	0.8	
T	2018-04-30 09:28:44	-21.226215000	55.675126667	2340.9	13.5	228.3	10	0.8	
T	2018-04-30 09:28:45	-21.226238333	55.675098333	2340.9	13.7	227.7	10	0.8	
T	2018-04-30 09:28:46	-21.226261667	55.675071667	2340.9	13.6	227.0	10	0.8	
T	2018-04-30 09:28:47	-21.226285000	55.675045000	2340.9	13.4	226.0	10	0.8	
T	2018-04-30 09:28:48	-21.226308333	55.675018333	2340.8	13.2	227.5	10	0.8	
T	2018-04-30 09:28:49	-21.226330000	55.674993333	2340.8	13.1	226.9	9	0.9	
T	2018-04-30 09:28:50	-21.226351667	55.674968333	2340.8	11.5	227.7	9	0.9	
T	2018-04-30 09:28:51	-21.226370000	55.674946667	2340.8	10.4	226.5	9	0.9	
T	2018-04-30 09:28:52	-21.226388333	55.674926667	2340.8	10.5	226.5	9	0.9	
T	2018-04-30 09:28:53	-21.226406667	55.674905000	2340.8	10.7	228.0	9	0.9	
T	2018-04-30 09:28:54	-21.226425000	55.674885000	2340.8	10.7	226.4	9	0.9	
T	2018-04-30 09:28:55	-21.226443333	55.674863333	2340.8	10.4	226.3	10	0.8	
T	2018-04-30 09:28:56	-21.226461667	55.674843333	2340.8	10.6	226.9	10	0.8	
T	2018-04-30 09:28:57	-21.226480000	55.674821667	2340.8	11.1	228.2	10	0.8	
T	2018-04-30 09:28:58	-21.226498333	55.674798333	2340.8	11.6	226.7	10	0.8	
T	2018-04-30 09:28:59	-21.226520000	55.674775000	2340.8	12.5	227.3	10	0.8	
T	2018-04-30 09:29:00	-21.226541667	55.674750000	2340.8	13.1	228.3	10	0.8	
T	2018-04-30 09:29:01	-21.226565000	55.674721667	2340.8	14.1	229.1	10	0.8	
T	2018-04-30 09:29:02	-21.226588333	55.674693333	2340.8	14.6	229.5	10	0.8	
T	2018-04-30 09:29:03	-21.226611667	55.674663333	2340.8	14.4	229.1	10	0.8	
T	2018-04-30 09:29:04	-21.226635000	55.674633333	2340.8	14.1	228.9	10	0.8	
T	2018-04-30 09:29:05	-21.226658333	55.674606667	2340.8	13.8	227.7	10	0.8	
T	2018-04-30 09:29:06	-21.226681667	55.674578333	2340.8	13.7	227.7	10	0.8	
T	2018-04-30 09:29:07	-21.226705000	55.674551667	2340.8	13.8	227.7	10	0.8	
T	2018-04-30 09:29:08	-21.226730000	55.674523333	2340.8	14.1	226.9	10	0.8	
T	2018-04-30 09:29:09	-21.226753333	55.674495000	2340.9	14.5	226.9	10	0.8	
T	2018-04-30 09:29:10	-21.226780000	55.674466667	2340.9	14.6	226.2	10	0.8	
T	2018-04-30 09:29:11	-21.226805000	55.674438333	2340.9	15.1	226.0	10	0.8	
T	2018-04-30 09:29:12	-21.226833333	55.674408333	2340.9	15.8	225.8	10	0.8	
T	2018-04-30 09:29:13	-21.226860000	55.674376667	2340.8	16.4	227.0	10	0.8	
T	2018-04-30 09:29:14	-21.226890000	55.674343333	2340.8	16.8	226.8	10	0.8	
T	2018-04-30 09:29:15	-21.226918333	55.674310000	2340.9	17.2	227.2	10	0.8	
T	2018-04-30 09:29:16	-21.226948333	55.674275000	2340.9	17.1	227.1	9	0.9	
T	2018-04-30 09:29:17	-21.226976667	55.674243333	2341.0	16.2	225.3	9	0.9	
T	2018-04-30 09:29:18	-21.227005000	55.674211667	2341.0	15.8	227.4	10	0.8	
T	2018-04-30 09:29:19	-21.227031667	55.674180000	2341.0	15.8	230.1	10	0.8	
T	2018-04-30 09:29:20	-21.227056667	55.674146667	2341.1	15.9	229.9	10	0.8	
T	2018-04-30 09:29:21	-21.227083333	55.674115000	2341.2	15.9	227.3	10	0.8	
T	2018-04-30 09:29:22	-21.227111667	55.674083333	2341.3	16.6	226.2	10	0.8	
T	2018-04-30 09:29:23	-21.227141667	55.674050000	2341.4	17.7	224.6	10	0.8	
T	2018-04-30 09:29:24	-21.227175000	55.674015000	2341.5	18.5	225.1	9	0.9	
T	2018-04-30 09:29:25	-21.227208333	55.673980000	2341.7	18.8	225.0	9	0.9	
T	2018-04-30 09:29:26	-21.227241667	55.673945000	2341.9	18.8	223.8	10	0.8	
T	2018-04-30 09:29:27	-21.227276667	55.673910000	2342.1	18.4	222.7	10	0.8	
T	2018-04-30 09:29:28	-21.227310000	55.673876667	2342.4	17.7	221.4	10	0.8	
T	2018-04-30 09:29:29	-21.227343333	55.673846667	2342.6	17.0	219.5	10	0.8	
T	2018-04-30 09:29:30	-21.227376667	55.673818333	2342.8	16.6	217.0	10	0.8	
T	2018-04-30 09:29:31	-21.227410000	55.673793333	2343.0	16.6	214.8	10	0.8	
T	2018-04-30 09:29:32	-21.227446667	55.673768333	2343.3	16.8	212.1	10	0.8	
T	2018-04-30 09:29:33	-21.227483333	55.673745000	2343.5	16.7	209.3	10	0.8	
T	2018-04-30 09:29:34	-21.227520000	55.673723333	2343.7	16.7	206.1	10	0.8	
T	2018-04-30 09:29:35	-21.227558333	55.673703333	2343.9	17.0	204.7	9	0.9	
T	2018-04-30 09:29:36	-21.227598333	55.673685000	2344.1	17.5	202.5	9	0.9	
T	2018-04-30 09:29:37	-21.227640000	55.673668333	2344.3	18.0	199.1	8	1.0	
T	2018-04-30 09:29:38	-21.227683333	55.673653333	2344.5	18.1	196.5	8	1.0	
T	2018-04-30 09:29:39	-21.227728333	55.673640000	2344.6	18.2	194.4	9	0.9	
T	2018-04-30 09:29:40	-21.227773333	55.673628333	2344.8	18.6	193.8	9	0.9	
T	2018-04-30 09:29:41	-21.227818333	55.673616667	2344.9	18.6	192.7	9	0.9	
T	2018-04-30 09:29:42	-21.227865000	55.673605000	2345.0	18.8	191.2	9	0.9	
T	2018-04-30 09:29:43	-21.227911667	55.673596667	2345.2	18.9	190.3	9	0.9	
T	2018-04-30 09:29:44	-21.227958333	55.673586667	2345.3	19.0	189.4	9	0.9	
T	2018-04-30 09:29:45	-21.228006667	55.673580000	2345.5	18.9	187.9	9	0.9	
T	2018-04-30 09:29:46	-21.228053333	55.673573333	2345.7	18.4	186.5	9	0.9	
T	2018-04-30 09:29:47	-21.228098333	55.673568333	2345.9	18.0	185.1	9	0.9	
T	2018-04-30 09:29:48	-21.228143333	55.673563333	2346.0	18.0	184.3	9	0.9	
T	2018-04-30 09:29:49	-21.228190000	55.673560000	2346.2	17.9	183.3	9	0.9	
T	2018-04-30 09:29:50	-21.228235000	55.673558333	2346.3	17.8	182.4	9	0.9	
T	2018-04-30 09:29:51	-21.228278333	55.673556667	2346.5	17.3	181.5	9	0.9	
T	2018-04-30 09:29:52	-21.228323333	55.673555000	2346.7	17.4	181.2	9	0.9	
T	2018-04-30 09:29:53	-21.228366667	55.673553333	2346.8	17.8	182.4	9	0.9	
T	2018-04-30 09:29:54	-21.228411667	55.673551667	2347.0	18.1	182.2	9	0.9	
T	2018-04-30 09:29:55	-21.228458333	55.673550000	2347.1	18.4	182.3	9	0.9	
T	2018-04-30 09:29:56	-21.228505000	55.673546667	2347.3	18.6	182.9	9	0.9	
T	2018-04-30 09:29:57	-21.228551667	55.673543333	2347.5	18.7	184.0	9	0.9	
T	2018-04-30 09:29:58	-21.228598333	55.673538333	2347.6	18.1	187.9	9	0.9	
T	2018-04-30 09:29:59	-21.228640000	55.673530000	2347.7	16.3	193.2	9	0.9	
T	2018-04-30 09:30:00	-21.228678333	55.673520000	2347.9	14.3	195.3	9	0.9	
T	2018-04-30 09:30:01	-21.228711667	55.673508333	2348.0	13.3	199.6	9	0.9	
T	2018-04-30 09:30:02	-21.228743333	55.673495000	2348.1	13.4	202.6	9	0.9	
T	2018-04-30 09:30:03	-21.228773333	55.673480000	2348.2	13.7	202.9	9	0.9	
T	2018-04-30 09:30:04	-21.228806667	55.673465000	2348.3	14.6	201.1	9	0.9	
T	2018-04-30 09:30:05	-21.228843333	55.673451667	2348.5	15.3	199.5	9	0.9	
T	2018-04-30 09:30:06	-21.228878333	55.673436667	2348.6	14.6	202.4	9	0.9	
T	2018-04-30 09:30:07	-21.228911667	55.673421667	2348.7	14.3	201.7	9	0.9	
T	2018-04-30 09:30:08	-21.228945000	55.673406667	2348.8	14.9	203.1	9	0.9	
T	2018-04-30 09:30:09	-21.228981667	55.673391667	2348.9	15.4	200.2	9	0.9	
T	2018-04-30 09:30:10	-21.229018333	55.673375000	2349.0	16.0	201.8	9	0.9	
T	2018-04-30 09:30:11	-21.229056667	55.673358333	2349.1	16.9	202.8	9	0.9	
T	2018-04-30 09:30:12	-21.229096667	55.673338333	2349.2	18.0	204.8	9	0.9	
T	2018-04-30 09:30:13	-21.229138333	55.673316667	2349.3	18.6	205.9	9	0.9	
T	2018-04-30 09:30:14	-21.229181667	55.673295000	2349.5	19.2	206.2	9	0.9	
T	2018-04-30 09:30:15	-21.229225000	55.673270000	2349.6	19.3	206.3	9	0.9	
T	2018-04-30 09:30:16	-21.229268333	55.673246667	2349.8	19.6	206.3	9	0.9	
T	2018-04-30 09:30:17	-21.229313333	55.673223333	2349.9	19.5	206.5	9	0.9	
T	2018-04-30 09:30:18	-21.229355000	55.673200000	2350.0	17.4	206.8	9	0.9	
T	2018-04-30 09:30:19	-21.229391667	55.673180000	2350.1	15.9	207.1	9	0.9	
T	2018-04-30 09:30:20	-21.229426667	55.673160000	2350.1	15.3	207.1	9	0.9	
T	2018-04-30 09:30:21	-21.229460000	55.673141667	2350.1	13.7	206.1	9	0.9	
T	2018-04-30 09:30:22	-21.229488333	55.673126667	2350.1	12.2	204.9	9	0.9	
T	2018-04-30 09:30:23	-21.229515000	55.673113333	2350.1	11.2	203.4	9	0.9	
T	2018-04-30 09:30:24	-21.229540000	55.673101667	2350.1	10.3	201.6	9	0.9	
T	2018-04-30 09:30:25	-21.229563333	55.673091667	2350.0	9.8	201.1	9	0.9	
T	2018-04-30 09:30:26	-21.229585000	55.673081667	2350.0	9.2	201.9	9	0.9	
T	2018-04-30 09:30:27	-21.229606667	55.673071667	2350.0	8.6	203.5	8	1.0	
T	2018-04-30 09:30:28	-21.229626667	55.673063333	2349.9	9.0	201.5	8	1.0	
T	2018-04-30 09:30:29	-21.229646667	55.673053333	2349.9	9.4	203.6	9	0.9	
T	2018-04-30 09:30:30	-21.229668333	55.673045000	2349.9	8.2	200.0	8	1.0	
T	2018-04-30 09:30:31	-21.229685000	55.673036667	2349.9	7.1	199.9	8	1.0	
T	2018-04-30 09:30:32	-21.229703333	55.673030000	2349.9	8.4	199.2	9	0.9	
T	2018-04-30 09:30:33	-21.229725000	55.673021667	2349.8	10.4	199.0	9	0.9	
T	2018-04-30 09:30:34	-21.229751667	55.673013333	2349.8	10.9	197.9	9	0.9	
T	2018-04-30 09:30:35	-21.229776667	55.673003333	2349.8	11.1	197.9	9	0.9	
T	2018-04-30 09:30:36	-21.229803333	55.672993333	2349.7	11.0	199.0	9	0.9	
T	2018-04-30 09:30:37	-21.229830000	55.672983333	2349.7	10.7	199.8	9	0.9	
T	2018-04-30 09:30:38	-21.229853333	55.672973333	2349.6	10.3	200.8	8	1.0	
T	2018-04-30 09:30:39	-21.229878333	55.672965000	2349.6	10.4	197.2	8	1.0	
T	2018-04-30 09:30:40	-21.229903333	55.672956667	2349.5	9.9	193.6	8	1.0	
T	2018-04-30 09:30:41	-21.229925000	55.672951667	2349.5	8.3	190.4	8	1.0	
T	2018-04-30 09:30:42	-21.229945000	55.672948333	2349.5	7.7	189.6	8	1.0	
T	2018-04-30 09:30:43	-21.229966667	55.672943333	2349.4	9.4	191.6	8	1.0	
T	2018-04-30 09:30:44	-21.229991667	55.672936667	2349.4	10.9	191.7	8	1.0	
T	2018-04-30 09:30:45	-21.230018333	55.672931667	2349.3	10.9	190.6	9	0.9	
T	2018-04-30 09:30:46	-21.230045000	55.672925000	2349.3	11.0	191.3	9	0.9	
T	2018-04-30 09:30:47	-21.230073333	55.672918333	2349.2	11.2	193.8	9	0.9	
T	2018-04-30 09:30:48	-21.230101667	55.672910000	2349.1	11.8	195.8	9	0.9	
T	2018-04-30 09:30:49	-21.230130000	55.672900000	2349.1	12.9	200.2	9	0.9	
T	2018-04-30 09:30:50	-21.230161667	55.672885000	2348.9	13.9	202.6	9	0.9	
T	2018-04-30 09:30:51	-21.230195000	55.672870000	2348.8	14.6	203.3	9	0.9	
T	2018-04-30 09:30:52	-21.230228333	55.672853333	2348.7	13.8	206.3	9	0.9	
T	2018-04-30 09:30:53	-21.230256667	55.672836667	2348.6	11.4	208.4	9	0.9	
T	2018-04-30 09:30:54	-21.230278333	55.672823333	2348.6	8.5	207.7	9	0.9	
T	2018-04-30 09:30:55	-21.230296667	55.672813333	2348.5	7.8	204.7	9	0.9	
T	2018-04-30 09:30:56	-21.230316667	55.672803333	2348.5	9.6	204.5	9	0.9	
T	2018-04-30 09:30:57	-21.230340000	55.672793333	2348.5	10.3	202.0	9	0.9	
T	2018-04-30 09:30:58	-21.230365000	55.672781667	2348.5	10.5	199.9	9	0.9	
T	2018-04-30 09:30:59	-21.230391667	55.672773333	2348.4	11.6	196.5	9	0.9	
T	2018-04-30 09:31:00	-21.230418333	55.672763333	2348.4	11.2	195.5	9	0.9	
T	2018-04-30 09:31:01	-21.230445000	55.672755000	2348.4	10.3	198.0	9	0.9	
T	2018-04-30 09:31:02	-21.230468333	55.672746667	2348.4	10.3	196.1	9	0.9	
T	2018-04-30 09:31:03	-21.230493333	55.672740000	2348.4	10.2	195.0	9	0.9	
T	2018-04-30 09:31:04	-21.230518333	55.672731667	2348.4	10.6	196.0	9	0.9	
T	2018-04-30 09:31:05	-21.230546667	55.672723333	2348.5	11.8	197.6	9	0.9	
T	2018-04-30 09:31:06	-21.230575000	55.672711667	2348.5	12.2	201.2	9	0.9	
T	2018-04-30 09:31:07	-21.230603333	55.672698333	2348.5	12.3	203.7	10	0.8	
T	2018-04-30 09:31:08	-21.230631667	55.672686667	2348.5	12.7	200.1	10	0.8	
T	2018-04-30 09:31:09	-21.230663333	55.672673333	2348.6	13.4	199.4	10	0.8	
T	2018-04-30 09:31:10	-21.230696667	55.672661667	2348.7	14.2	198.1	10	0.8	
T	2018-04-30 09:31:11	-21.230730000	55.672650000	2348.8	14.6	199.5	10	0.8	
T	2018-04-30 09:31:12	-21.230765000	55.672635000	2348.9	14.9	202.2	9	0.9	
T	2018-04-30 09:31:13	-21.230800000	55.672620000	2349.0	15.1	201.8	9	0.9	
T	2018-04-30 09:31:14	-21.230835000	55.672605000	2349.0	14.4	198.3	10	0.8	
T	2018-04-30 09:31:15	-21.230870000	55.672595000	2349.0	13.7	194.0	10	0.8	
T	2018-04-30 09:31:16	-21.230901667	55.672586667	2349.1	12.9	189.8	10	0.8	
T	2018-04-30 09:31:17	-21.230933333	55.672581667	2349.2	12.2	189.8	10	0.8	
T	2018-04-30 09:31:18	-21.230963333	55.672575000	2349.2	11.7	190.3	10	0.8	
T	2018-04-30 09:31:19	-21.230991667	55.672568333	2349.2	11.6	193.0	10	0.8	
T	2018-04-30 09:31:20	-21.231020000	55.672560000	2349.3	11.8	193.9	10	0.8	
T	2018-04-30 09:31:21	-21.231048333	55.672551667	2349.3	11.4	195.1	10	0.8	
T	2018-04-30 09:31:22	-21.231076667	55.672543333	2349.3	11.0	195.7	10	0.8	
T	2018-04-30 09:31:23	-21.231103333	55.672535000	2349.3	11.0	196.0	10	0.8	
T	2018-04-30 09:31:24	-21.231128333	55.672526667	2349.3	10.6	197.1	10	0.8	
T	2018-04-30 09:31:25	-21.231155000	55.672516667	2349.2	11.1	197.7	10	0.8	
T	2018-04-30 09:31:26	-21.231183333	55.672506667	2349.2	12.2	198.7	9	0.9	
T	2018-04-30 09:31:27	-21.231213333	55.672495000	2349.2	13.5	199.4	9	0.9	
T	2018-04-30 09:31:28	-21.231246667	55.672481667	2349.2	14.7	199.1	9	0.9	
T	2018-04-30 09:31:29	-21.231283333	55.672468333	2349.2	15.4	199.0	9	0.9	
T	2018-04-30 09:31:30	-21.231320000	55.672455000	2349.2	15.4	198.2	9	0.9	
T	2018-04-30 09:31:31	-21.231356667	55.672441667	2349.1	15.6	196.9	9	0.9	
T	2018-04-30 09:31:32	-21.231395000	55.672430000	2349.1	15.7	195.6	9	0.9	
T	2018-04-30 09:31:33	-21.231433333	55.672418333	2349.1	15.3	196.3	9	0.9	
T	2018-04-30 09:31:34	-21.231470000	55.672405000	2349.1	15.3	198.0	9	0.9	
T	2018-04-30 09:31:35	-21.231505000	55.672391667	2349.0	15.3	199.6	9	0.9	
T	2018-04-30 09:31:36	-21.231541667	55.672376667	2349.0	15.3	200.7	9	0.9	
T	2018-04-30 09:31:37	-21.231576667	55.672361667	2349.0	14.6	200.9	9	0.9	
T	2018-04-30 09:31:38	-21.231610000	55.672348333	2349.0	13.3	200.8	9	0.9	
T	2018-04-30 09:31:39	-21.231640000	55.672335000	2349.0	12.3	201.0	9	0.9	
T	2018-04-30 09:31:40	-21.231668333	55.672323333	2349.0	11.1	201.0	9	0.9	
T	2018-04-30 09:31:41	-21.231691667	55.672313333	2349.0	9.8	199.9	8	1.0	
T	2018-04-30 09:31:42	-21.231715000	55.672305000	2348.9	9.7	197.8	8	1.0	
T	2018-04-30 09:31:43	-21.231740000	55.672296667	2348.9	10.3	198.3	8	1.0	
T	2018-04-30 09:31:44	-21.231765000	55.672286667	2348.9	11.1	199.3	9	0.9	
T	2018-04-30 09:31:45	-21.231791667	55.672276667	2348.9	11.7	200.2	8	1.0	
T	2018-04-30 09:31:46	-21.231818333	55.672265000	2348.9	11.7	202.1	8	1.0	
T	2018-04-30 09:31:47	-21.231845000	55.672253333	2348.9	11.0	204.6	9	0.9	
T	2018-04-30 09:31:48	-21.231870000	55.672240000	2348.9	9.8	205.4	9	0.9	
T	2018-04-30 09:31:49	-21.231891667	55.672228333	2348.9	9.1	205.0	10	0.8	
T	2018-04-30 09:31:50	-21.231911667	55.672218333	2348.8	9.3	203.8	9	0.9	
T	2018-04-30 09:31:51	-21.231935000	55.672206667	2348.8	9.6	201.2	9	0.9	
T	2018-04-30 09:31:52	-21.231958333	55.672198333	2348.8	10.3	197.8	8	1.0	
T	2018-04-30 09:31:53	-21.231983333	55.672190000	2348.8	11.1	195.2	8	1.0	
T	2018-04-30 09:31:54	-21.232011667	55.672181667	2348.7	11.8	196.6	8	1.0	
T	2018-04-30 09:31:55	-21.232040000	55.672170000	2348.7	12.2	201.1	8	1.0	
T	2018-04-30 09:31:56	-21.232070000	55.672156667	2348.6	12.9	204.2	8	1.0	
T	2018-04-30 09:31:57	-21.232100000	55.672141667	2348.5	13.5	205.7	8	1.0	
T	2018-04-30 09:31:58	-21.232130000	55.672125000	2348.5	13.8	207.8	8	1.0	
T	2018-04-30 09:31:59	-21.232160000	55.672108333	2348.4	12.8	206.4	8	1.0	
T	2018-04-30 09:32:00	-21.232186667	55.672093333	2348.3	11.3	204.9	9	0.9	
T	2018-04-30 09:32:01	-21.232211667	55.672081667	2348.3	9.8	205.0	9	0.9	
T	2018-04-30 09:32:02	-21.232233333	55.672070000	2348.3	8.6	204.9	9	0.9	
T	2018-04-30 09:32:03	-21.232250000	55.672060000	2348.3	7.5	207.0	10	0.8	
T	2018-04-30 09:32:04	-21.232268333	55.672051667	2348.3	7.4	203.2	10	0.8	
T	2018-04-30 09:32:05	-21.232285000	55.672043333	2348.3	7.2	207.1	10	0.8	
T	2018-04-30 09:32:06	-21.232300000	55.672033333	2348.3	7.0	204.5	10	0.8	
T	2018-04-30 09:32:07	-21.232316667	55.672025000	2348.3	6.7	206.2	10	0.8	
T	2018-04-30 09:32:08	-21.232331667	55.672016667	2348.4	6.3	205.2	10	0.8	
T	2018-04-30 09:32:09	-21.232345000	55.672008333	2348.4	6.4	208.7	10	0.8	
T	2018-04-30 09:32:10	-21.232360000	55.672000000	2348.4	6.5	205.8	10	0.8	
T	2018-04-30 09:32:11	-21.232375000	55.671991667	2348.3	6.9	204.8	10	0.8	
T	2018-04-30 09:32:12	-21.232391667	55.671983333	2348.3	6.8	205.0	10	0.8	
T	2018-04-30 09:32:13	-21.232406667	55.671975000	2348.2	6.5	206.9	10	0.8	
T	2018-04-30 09:32:14	-21.232421667	55.671966667	2348.1	6.7	206.1	10	0.8	
T	2018-04-30 09:32:15	-21.232436667	55.671958333	2348.2	6.6	204.2	10	0.8	
T	2018-04-30 09:32:16	-21.232453333	55.671948333	2348.1	8.0	204.9	10	0.8	
T	2018-04-30 09:32:17	-21.232473333	55.671940000	2348.2	8.6	203.9	10	0.8	
