type	time	latitude	longitude	altitude (m)	speed (km/h)	course	sat	hdop	name
T	2018-04-30 09:22:38	-21.219966667	55.682063333	2297.2	0.1	49.3	9	0.9	180430d
T	2018-04-30 09:22:39	-21.219966667	55.682063333	2297.2	0.1	63.9	9	0.9	
T	2018-04-30 09:22:40	-21.219966667	55.682063333	2297.2	0.1	51.4	9	0.9	
T	2018-04-30 09:22:41	-21.219966667	55.682063333	2297.3	0.1	63.2	9	0.9	
T	2018-04-30 09:22:42	-21.219966667	55.682063333	2297.3	0.1	43.4	9	0.9	
T	2018-04-30 09:22:43	-21.219966667	55.682063333	2297.3	0.1	57.1	9	0.9	
T	2018-04-30 09:22:44	-21.219966667	55.682063333	2297.3	0.1	59.0	9	0.9	
T	2018-04-30 09:22:45	-21.219966667	55.682063333	2297.3	0.1	57.6	9	0.9	
T	2018-04-30 09:22:46	-21.219966667	55.682063333	2297.3	0.1	52.5	9	0.9	
T	2018-04-30 09:22:47	-21.219966667	55.682063333	2297.4	0.1	51.5	9	0.9	
T	2018-04-30 09:22:48	-21.219966667	55.682063333	2297.4	0.1	48.7	9	0.9	
T	2018-04-30 09:22:49	-21.219966667	55.682065000	2297.4	0.1	52.2	9	0.9	
T	2018-04-30 09:22:50	-21.219966667	55.682065000	2297.4	0.1	57.1	9	0.9	
T	2018-04-30 09:22:51	-21.219966667	55.682065000	2297.4	0.1	51.0	9	0.9	
T	2018-04-30 09:22:52	-21.219966667	55.682065000	2297.4	0.1	55.8	9	0.9	
T	2018-04-30 09:22:53	-21.219966667	55.682065000	2297.4	0.1	54.4	9	0.9	
T	2018-04-30 09:22:54	-21.219966667	55.682065000	2297.5	0.1	56.7	9	0.9	
T	2018-04-30 09:22:55	-21.219966667	55.682065000	2297.5	0.1	61.4	9	0.9	
T	2018-04-30 09:22:56	-21.219966667	55.682065000	2297.5	0.1	54.8	9	0.9	
T	2018-04-30 09:22:57	-21.219966667	55.682065000	2297.5	0.1	61.9	9	0.9	
T	2018-04-30 09:22:58	-21.219966667	55.682065000	2297.5	0.1	55.7	9	0.9	
T	2018-04-30 09:22:59	-21.219966667	55.682065000	2297.5	0.1	57.3	9	0.9	
T	2018-04-30 09:23:00	-21.219966667	55.682065000	2297.6	0.1	53.8	9	0.9	
T	2018-04-30 09:23:01	-21.219966667	55.682065000	2297.6	0.1	55.0	9	0.9	
T	2018-04-30 09:23:02	-21.219966667	55.682065000	2297.6	0.1	57.0	9	0.9	
T	2018-04-30 09:23:03	-21.219966667	55.682065000	2297.6	0.1	54.4	9	0.9	
T	2018-04-30 09:23:04	-21.219966667	55.682065000	2297.6	0.1	52.2	9	0.9	
T	2018-04-30 09:23:05	-21.219966667	55.682065000	2297.6	0.1	58.1	9	0.9	
T	2018-04-30 09:23:06	-21.219966667	55.682065000	2297.7	0.1	51.1	9	0.9	
T	2018-04-30 09:23:07	-21.219965000	55.682066667	2297.7	0.7	47.5	9	0.9	
T	2018-04-30 09:23:08	-21.219965000	55.682066667	2297.7	0.3	55.6	9	0.9	
T	2018-04-30 09:23:09	-21.219966667	55.682065000	2297.7	1.2	221.0	9	0.9	
T	2018-04-30 09:23:10	-21.219971667	55.682061667	2297.7	4.0	216.1	9	0.9	
T	2018-04-30 09:23:11	-21.219985000	55.682051667	2297.8	8.6	212.2	9	0.9	
T	2018-04-30 09:23:12	-21.220006667	55.682036667	2297.8	10.8	215.1	9	0.9	
T	2018-04-30 09:23:13	-21.220026667	55.682020000	2297.8	9.1	219.2	9	0.9	
T	2018-04-30 09:23:14	-21.220043333	55.682003333	2297.8	8.5	224.7	9	0.9	
T	2018-04-30 09:23:15	-21.220058333	55.681986667	2297.8	8.9	228.3	9	0.9	
T	2018-04-30 09:23:16	-21.220073333	55.681966667	2297.8	9.8	233.2	9	0.9	
T	2018-04-30 09:23:17	-21.220088333	55.681943333	2297.8	10.7	237.6	9	0.9	
T	2018-04-30 09:23:18	-21.220103333	55.681918333	2297.9	11.4	238.3	9	0.9	
T	2018-04-30 09:23:19	-21.220118333	55.681891667	2297.9	11.8	236.8	9	0.9	
T	2018-04-30 09:23:20	-21.220136667	55.681865000	2297.9	12.3	234.4	9	0.9	
T	2018-04-30 09:23:21	-21.220155000	55.681838333	2298.0	12.5	232.1	9	0.9	
T	2018-04-30 09:23:22	-21.220175000	55.681810000	2298.0	12.7	230.7	9	0.9	
T	2018-04-30 09:23:23	-21.220196667	55.681783333	2298.1	12.8	230.0	9	0.9	
T	2018-04-30 09:23:24	-21.220216667	55.681756667	2298.2	12.8	230.1	9	0.9	
T	2018-04-30 09:23:25	-21.220238333	55.681730000	2298.3	12.6	230.1	9	0.9	
T	2018-04-30 09:23:26	-21.220258333	55.681705000	2298.4	12.0	230.0	9	0.9	
T	2018-04-30 09:23:27	-21.220276667	55.681681667	2298.6	11.0	230.6	9	0.9	
T	2018-04-30 09:23:28	-21.220293333	55.681658333	2298.7	9.9	234.3	9	0.9	
T	2018-04-30 09:23:29	-21.220306667	55.681636667	2298.8	9.0	237.2	9	0.9	
T	2018-04-30 09:23:30	-21.220318333	55.681618333	2299.0	8.1	234.6	9	0.9	
T	2018-04-30 09:23:31	-21.220330000	55.681600000	2299.1	8.3	236.8	9	0.9	
T	2018-04-30 09:23:32	-21.220343333	55.681580000	2299.3	9.0	236.2	9	0.9	
T	2018-04-30 09:23:33	-21.220356667	55.681560000	2299.5	9.3	234.4	9	0.9	
T	2018-04-30 09:23:34	-21.220370000	55.681538333	2299.7	9.7	232.1	9	0.9	
T	2018-04-30 09:23:35	-21.220386667	55.681518333	2299.9	10.1	229.2	9	0.9	
T	2018-04-30 09:23:36	-21.220403333	55.681498333	2300.2	9.8	228.5	9	0.9	
T	2018-04-30 09:23:37	-21.220420000	55.681478333	2300.5	9.7	227.7	9	0.9	
T	2018-04-30 09:23:38	-21.220436667	55.681458333	2300.8	9.9	224.3	9	0.9	
T	2018-04-30 09:23:39	-21.220455000	55.681440000	2301.2	10.0	225.1	9	0.9	
T	2018-04-30 09:23:40	-21.220475000	55.681420000	2301.5	10.9	225.1	9	0.9	
T	2018-04-30 09:23:41	-21.220495000	55.681398333	2301.8	11.4	222.9	9	0.9	
T	2018-04-30 09:23:42	-21.220516667	55.681378333	2302.0	12.0	219.1	9	0.9	
T	2018-04-30 09:23:43	-21.220541667	55.681356667	2302.3	12.3	217.0	9	0.9	
T	2018-04-30 09:23:44	-21.220566667	55.681336667	2302.6	12.4	216.1	9	0.9	
T	2018-04-30 09:23:45	-21.220593333	55.681316667	2302.8	12.5	216.0	9	0.9	
T	2018-04-30 09:23:46	-21.220618333	55.681296667	2303.1	12.5	216.3	9	0.9	
T	2018-04-30 09:23:47	-21.220643333	55.681275000	2303.4	12.4	222.3	9	0.9	
T	2018-04-30 09:23:48	-21.220666667	55.681251667	2303.6	12.8	226.7	9	0.9	
T	2018-04-30 09:23:49	-21.220688333	55.681225000	2303.7	13.4	228.8	9	0.9	
T	2018-04-30 09:23:50	-21.220711667	55.681196667	2304.0	13.9	230.5	9	0.9	
T	2018-04-30 09:23:51	-21.220733333	55.681166667	2304.2	14.7	230.8	9	0.9	
T	2018-04-30 09:23:52	-21.220758333	55.681135000	2304.4	15.2	229.9	9	0.9	
T	2018-04-30 09:23:53	-21.220783333	55.681103333	2304.6	16.0	230.1	9	0.9	
T	2018-04-30 09:23:54	-21.220811667	55.681070000	2304.8	16.6	227.0	9	0.9	
T	2018-04-30 09:23:55	-21.220840000	55.681036667	2305.0	17.0	226.8	9	0.9	
T	2018-04-30 09:23:56	-21.220870000	55.681003333	2305.2	16.8	226.3	9	0.9	
T	2018-04-30 09:23:57	-21.220898333	55.680971667	2305.3	15.9	225.5	9	0.9	
T	2018-04-30 09:23:58	-21.220926667	55.680941667	2305.5	15.6	224.7	9	0.9	
T	2018-04-30 09:23:59	-21.220955000	55.680911667	2305.7	15.8	224.2	8	1.0	
T	2018-04-30 09:24:00	-21.220985000	55.680881667	2305.8	16.1	224.5	9	0.9	
T	2018-04-30 09:24:01	-21.221013333	55.680850000	2306.0	15.8	226.4	9	0.9	
T	2018-04-30 09:24:02	-21.221040000	55.680818333	2306.1	15.7	227.5	9	0.9	
T	2018-04-30 09:24:03	-21.221066667	55.680786667	2306.2	15.8	227.8	9	0.9	
T	2018-04-30 09:24:04	-21.221093333	55.680755000	2306.4	15.8	228.4	9	0.9	
T	2018-04-30 09:24:05	-21.221120000	55.680723333	2306.5	15.7	230.3	9	0.9	
T	2018-04-30 09:24:06	-21.221145000	55.680690000	2306.7	15.6	231.9	9	0.9	
T	2018-04-30 09:24:07	-21.221168333	55.680656667	2307.0	15.4	233.0	9	0.9	
T	2018-04-30 09:24:08	-21.221191667	55.680625000	2307.3	15.2	232.9	9	0.9	
T	2018-04-30 09:24:09	-21.221215000	55.680591667	2307.6	14.9	234.0	9	0.9	
T	2018-04-30 09:24:10	-21.221236667	55.680558333	2307.8	14.7	235.0	9	0.9	
T	2018-04-30 09:24:11	-21.221258333	55.680526667	2308.2	14.7	234.9	9	0.9	
T	2018-04-30 09:24:12	-21.221278333	55.680493333	2308.5	14.4	236.0	9	0.9	
T	2018-04-30 09:24:13	-21.221298333	55.680461667	2308.8	13.9	237.2	9	0.9	
T	2018-04-30 09:24:14	-21.221316667	55.680431667	2309.2	12.9	241.0	9	0.9	
T	2018-04-30 09:24:15	-21.221330000	55.680401667	2309.5	11.8	245.7	9	0.9	
T	2018-04-30 09:24:16	-21.221343333	55.680373333	2309.7	11.1	239.3	9	0.9	
T	2018-04-30 09:24:17	-21.221358333	55.680348333	2310.0	10.3	239.0	9	0.9	
T	2018-04-30 09:24:18	-21.221370000	55.680325000	2310.3	9.6	247.4	9	0.9	
T	2018-04-30 09:24:19	-21.221376667	55.680300000	2310.6	9.1	256.9	9	0.9	
T	2018-04-30 09:24:20	-21.221380000	55.680278333	2310.8	7.5	262.3	9	0.9	
T	2018-04-30 09:24:21	-21.221381667	55.680258333	2310.9	7.6	267.2	9	0.9	
T	2018-04-30 09:24:22	-21.221383333	55.680233333	2311.1	9.9	269.4	9	0.9	
T	2018-04-30 09:24:23	-21.221383333	55.680205000	2311.3	11.4	268.1	9	0.9	
T	2018-04-30 09:24:24	-21.221385000	55.680175000	2311.5	11.5	262.1	9	0.9	
T	2018-04-30 09:24:25	-21.221391667	55.680143333	2311.7	11.6	253.8	9	0.9	
T	2018-04-30 09:24:26	-21.221401667	55.680115000	2311.9	11.5	247.1	9	0.9	
T	2018-04-30 09:24:27	-21.221415000	55.680086667	2312.0	11.9	242.4	9	0.9	
T	2018-04-30 09:24:28	-21.221428333	55.680056667	2312.2	12.3	247.8	9	0.9	
T	2018-04-30 09:24:29	-21.221440000	55.680025000	2312.4	13.2	245.1	9	0.9	
T	2018-04-30 09:24:30	-21.221456667	55.679991667	2312.6	13.8	241.4	9	0.9	
T	2018-04-30 09:24:31	-21.221473333	55.679960000	2312.8	14.1	239.2	9	0.9	
T	2018-04-30 09:24:32	-21.221493333	55.679926667	2313.0	14.2	237.2	9	0.9	
T	2018-04-30 09:24:33	-21.221513333	55.679895000	2313.3	14.3	236.1	9	0.9	
T	2018-04-30 09:24:34	-21.221533333	55.679863333	2313.5	14.3	234.1	9	0.9	
T	2018-04-30 09:24:35	-21.221555000	55.679831667	2313.7	14.3	231.7	9	0.9	
T	2018-04-30 09:24:36	-21.221578333	55.679801667	2314.0	14.5	228.8	9	0.9	
T	2018-04-30 09:24:37	-21.221603333	55.679773333	2314.2	14.9	227.2	9	0.9	
T	2018-04-30 09:24:38	-21.221630000	55.679743333	2314.3	15.1	227.0	9	0.9	
T	2018-04-30 09:24:39	-21.221655000	55.679711667	2314.5	15.5	228.7	9	0.9	
T	2018-04-30 09:24:40	-21.221681667	55.679680000	2314.6	16.0	231.2	9	0.9	
T	2018-04-30 09:24:41	-21.221706667	55.679645000	2314.8	16.3	235.0	9	0.9	
T	2018-04-30 09:24:42	-21.221728333	55.679606667	2314.9	16.4	240.3	9	0.9	
T	2018-04-30 09:24:43	-21.221746667	55.679568333	2315.2	15.9	243.8	9	0.9	
T	2018-04-30 09:24:44	-21.221763333	55.679530000	2315.4	15.3	249.5	9	0.9	
T	2018-04-30 09:24:45	-21.221775000	55.679491667	2315.6	14.0	252.8	9	0.9	
T	2018-04-30 09:24:46	-21.221785000	55.679456667	2315.8	13.3	253.0	9	0.9	
T	2018-04-30 09:24:47	-21.221795000	55.679421667	2316.0	13.4	253.1	9	0.9	
T	2018-04-30 09:24:48	-21.221805000	55.679388333	2316.2	13.4	252.7	9	0.9	
T	2018-04-30 09:24:49	-21.221815000	55.679353333	2316.3	13.4	252.8	9	0.9	
T	2018-04-30 09:24:50	-21.221825000	55.679318333	2316.6	13.5	252.3	9	0.9	
T	2018-04-30 09:24:51	-21.221835000	55.679283333	2316.8	13.4	252.4	9	0.9	
T	2018-04-30 09:24:52	-21.221845000	55.679250000	2317.0	13.4	252.8	9	0.9	
T	2018-04-30 09:24:53	-21.221855000	55.679215000	2317.2	13.5	254.5	9	0.9	
T	2018-04-30 09:24:54	-21.221863333	55.679178333	2317.3	13.6	255.2	9	0.9	
T	2018-04-30 09:24:55	-21.221871667	55.679143333	2317.5	13.5	257.8	9	0.9	
T	2018-04-30 09:24:56	-21.221878333	55.679108333	2317.8	12.9	260.6	9	0.9	
T	2018-04-30 09:24:57	-21.221883333	55.679075000	2318.0	12.6	261.8	9	0.9	
T	2018-04-30 09:24:58	-21.221888333	55.679040000	2318.3	12.7	259.1	9	0.9	
T	2018-04-30 09:24:59	-21.221895000	55.679006667	2318.5	12.9	256.1	9	0.9	
T	2018-04-30 09:25:00	-21.221905000	55.678973333	2318.8	13.2	252.9	9	0.9	
T	2018-04-30 09:25:01	-21.221915000	55.678938333	2319.0	13.4	251.6	9	0.9	
T	2018-04-30 09:25:02	-21.221925000	55.678903333	2319.3	13.6	252.2	9	0.9	
T	2018-04-30 09:25:03	-21.221936667	55.678868333	2319.6	13.7	252.0	9	0.9	
T	2018-04-30 09:25:04	-21.221946667	55.678833333	2319.9	13.6	252.8	9	0.9	
T	2018-04-30 09:25:05	-21.221956667	55.678798333	2320.2	13.5	254.9	9	0.9	
T	2018-04-30 09:25:06	-21.221965000	55.678763333	2320.5	12.7	257.0	9	0.9	
T	2018-04-30 09:25:07	-21.221971667	55.678731667	2320.8	11.5	258.5	9	0.9	
T	2018-04-30 09:25:08	-21.221976667	55.678701667	2321.0	11.4	261.6	9	0.9	
T	2018-04-30 09:25:09	-21.221980000	55.678671667	2321.3	11.5	261.2	9	0.9	
T	2018-04-30 09:25:10	-21.221985000	55.678640000	2321.6	11.7	259.5	9	0.9	
T	2018-04-30 09:25:11	-21.221991667	55.678608333	2321.9	11.8	257.6	9	0.9	
T	2018-04-30 09:25:12	-21.222000000	55.678578333	2322.2	11.9	253.0	9	0.9	
T	2018-04-30 09:25:13	-21.222010000	55.678548333	2322.4	12.2	245.1	9	0.9	
T	2018-04-30 09:25:14	-21.222025000	55.678518333	2322.5	12.7	238.8	9	0.9	
T	2018-04-30 09:25:15	-21.222045000	55.678490000	2322.7	13.4	229.1	9	0.9	
T	2018-04-30 09:25:16	-21.222070000	55.678465000	2322.8	13.8	220.0	9	0.9	
T	2018-04-30 09:25:17	-21.222098333	55.678441667	2323.0	14.1	213.2	9	0.9	
T	2018-04-30 09:25:18	-21.222130000	55.678423333	2323.1	14.1	205.6	9	0.9	
T	2018-04-30 09:25:19	-21.222163333	55.678408333	2323.4	14.3	201.4	9	0.9	
T	2018-04-30 09:25:20	-21.222196667	55.678395000	2323.6	14.2	197.2	9	0.9	
T	2018-04-30 09:25:21	-21.222231667	55.678385000	2323.9	14.1	194.5	9	0.9	
T	2018-04-30 09:25:22	-21.222266667	55.678376667	2324.2	14.0	191.3	9	0.9	
T	2018-04-30 09:25:23	-21.222301667	55.678370000	2324.5	13.8	186.8	9	0.9	
T	2018-04-30 09:25:24	-21.222335000	55.678368333	2324.8	13.6	179.7	9	0.9	
T	2018-04-30 09:25:25	-21.222370000	55.678370000	2325.0	13.7	174.1	9	0.9	
T	2018-04-30 09:25:26	-21.222405000	55.678376667	2325.3	13.8	166.9	9	0.9	
T	2018-04-30 09:25:27	-21.222438333	55.678388333	2325.5	14.2	156.2	9	0.9	
T	2018-04-30 09:25:28	-21.222470000	55.678406667	2325.7	14.6	148.0	9	0.9	
T	2018-04-30 09:25:29	-21.222500000	55.678430000	2325.8	15.1	138.2	9	0.9	
T	2018-04-30 09:25:30	-21.222526667	55.678460000	2325.9	15.7	129.7	9	0.9	
T	2018-04-30 09:25:31	-21.222550000	55.678495000	2326.0	16.3	123.2	9	0.9	
T	2018-04-30 09:25:32	-21.222571667	55.678533333	2326.2	16.8	118.0	9	0.9	
T	2018-04-30 09:25:33	-21.222590000	55.678575000	2326.3	17.2	114.2	9	0.9	
T	2018-04-30 09:25:34	-21.222606667	55.678618333	2326.4	17.8	111.9	9	0.9	
T	2018-04-30 09:25:35	-21.222623333	55.678663333	2326.5	18.1	109.8	9	0.9	
T	2018-04-30 09:25:36	-21.222638333	55.678710000	2326.7	18.0	106.1	9	0.9	
T	2018-04-30 09:25:37	-21.222648333	55.678756667	2326.8	17.7	102.2	9	0.9	
T	2018-04-30 09:25:38	-21.222656667	55.678803333	2327.0	17.4	99.4	9	0.9	
T	2018-04-30 09:25:39	-21.222663333	55.678848333	2327.2	17.0	96.7	9	0.9	
T	2018-04-30 09:25:40	-21.222666667	55.678893333	2327.5	16.7	93.8	9	0.9	
T	2018-04-30 09:25:41	-21.222668333	55.678938333	2327.7	16.7	90.6	9	0.9	
T	2018-04-30 09:25:42	-21.222666667	55.678983333	2327.9	16.9	88.7	9	0.9	
T	2018-04-30 09:25:43	-21.222666667	55.679030000	2328.1	17.2	88.5	9	0.9	
T	2018-04-30 09:25:44	-21.222666667	55.679076667	2328.3	17.5	92.2	9	0.9	
T	2018-04-30 09:25:45	-21.222670000	55.679125000	2328.5	18.3	97.5	9	0.9	
T	2018-04-30 09:25:46	-21.222678333	55.679173333	2328.6	18.7	104.4	9	0.9	
T	2018-04-30 09:25:47	-21.222693333	55.679221667	2328.7	18.8	109.6	9	0.9	
T	2018-04-30 09:25:48	-21.222711667	55.679266667	2328.8	18.2	115.9	9	0.9	
T	2018-04-30 09:25:49	-21.222731667	55.679308333	2328.9	17.7	120.8	9	0.9	
T	2018-04-30 09:25:50	-21.222756667	55.679348333	2329.0	17.3	123.5	8	1.0	
T	2018-04-30 09:25:51	-21.222780000	55.679386667	2329.2	16.8	125.1	8	1.0	
T	2018-04-30 09:25:52	-21.222805000	55.679421667	2329.4	16.4	128.3	9	0.9	
T	2018-04-30 09:25:53	-21.222831667	55.679455000	2329.6	16.1	131.6	9	0.9	
T	2018-04-30 09:25:54	-21.222860000	55.679486667	2329.7	15.9	135.3	8	1.0	
T	2018-04-30 09:25:55	-21.222888333	55.679515000	2330.0	15.6	139.1	8	1.0	
T	2018-04-30 09:25:56	-21.222920000	55.679540000	2330.2	15.2	145.7	8	1.0	
T	2018-04-30 09:25:57	-21.222951667	55.679558333	2330.4	14.9	153.7	8	1.0	
T	2018-04-30 09:25:58	-21.222986667	55.679573333	2330.7	14.6	160.7	8	1.0	
T	2018-04-30 09:25:59	-21.223021667	55.679585000	2331.0	14.4	166.8	8	1.0	
T	2018-04-30 09:26:00	-21.223056667	55.679591667	2331.2	14.2	171.2	8	1.0	
T	2018-04-30 09:26:01	-21.223093333	55.679595000	2331.5	13.8	176.5	8	1.0	
T	2018-04-30 09:26:02	-21.223126667	55.679591667	2331.7	13.4	189.6	8	1.0	
T	2018-04-30 09:26:03	-21.223158333	55.679581667	2331.9	13.3	200.9	9	0.9	
T	2018-04-30 09:26:04	-21.223190000	55.679565000	2332.0	13.7	209.2	9	0.9	
T	2018-04-30 09:26:05	-21.223218333	55.679546667	2332.2	13.4	213.3	9	0.9	
T	2018-04-30 09:26:06	-21.223246667	55.679525000	2332.4	13.4	215.1	9	0.9	
T	2018-04-30 09:26:07	-21.223273333	55.679503333	2332.6	12.8	216.1	9	0.9	
T	2018-04-30 09:26:08	-21.223296667	55.679483333	2332.7	10.3	220.7	9	0.9	
T	2018-04-30 09:26:09	-21.223310000	55.679468333	2332.8	5.8	229.9	9	0.9	
T	2018-04-30 09:26:10	-21.223318333	55.679458333	2332.9	3.6	229.1	9	0.9	
T	2018-04-30 09:26:11	-21.223323333	55.679451667	2333.0	2.4	229.4	9	0.9	
T	2018-04-30 09:26:12	-21.223328333	55.679443333	2333.0	4.6	231.9	9	0.9	
T	2018-04-30 09:26:13	-21.223335000	55.679433333	2333.2	5.1	235.0	9	0.9	
T	2018-04-30 09:26:14	-21.223346667	55.679416667	2333.3	8.5	232.7	9	0.9	
T	2018-04-30 09:26:15	-21.223360000	55.679396667	2333.5	10.2	232.0	9	0.9	
T	2018-04-30 09:26:16	-21.223376667	55.679375000	2333.7	10.5	230.2	9	0.9	
T	2018-04-30 09:26:17	-21.223395000	55.679353333	2333.9	10.8	227.8	9	0.9	
T	2018-04-30 09:26:18	-21.223413333	55.679330000	2334.2	11.3	226.2	9	0.9	
T	2018-04-30 09:26:19	-21.223435000	55.679308333	2334.4	11.9	225.2	9	0.9	
T	2018-04-30 09:26:20	-21.223456667	55.679283333	2334.6	12.7	223.4	9	0.9	
T	2018-04-30 09:26:21	-21.223481667	55.679260000	2334.8	13.3	221.2	9	0.9	
T	2018-04-30 09:26:22	-21.223506667	55.679235000	2334.9	13.9	220.1	9	0.9	
T	2018-04-30 09:26:23	-21.223535000	55.679211667	2335.2	14.4	217.1	9	0.9	
T	2018-04-30 09:26:24	-21.223565000	55.679188333	2335.4	14.9	215.4	9	0.9	
T	2018-04-30 09:26:25	-21.223596667	55.679165000	2335.6	15.4	212.2	9	0.9	
T	2018-04-30 09:26:26	-21.223631667	55.679143333	2335.8	15.8	209.8	9	0.9	
T	2018-04-30 09:26:27	-21.223666667	55.679121667	2336.1	16.3	206.8	9	0.9	
T	2018-04-30 09:26:28	-21.223705000	55.679101667	2336.3	16.9	206.4	9	0.9	
T	2018-04-30 09:26:29	-21.223745000	55.679080000	2336.4	17.9	205.3	9	0.9	
T	2018-04-30 09:26:30	-21.223786667	55.679060000	2336.5	18.6	204.1	9	0.9	
T	2018-04-30 09:26:31	-21.223830000	55.679038333	2336.5	19.0	203.6	9	0.9	
T	2018-04-30 09:26:32	-21.223875000	55.679018333	2336.6	19.4	203.3	9	0.9	
T	2018-04-30 09:26:33	-21.223920000	55.678998333	2336.7	19.3	201.6	9	0.9	
T	2018-04-30 09:26:34	-21.223963333	55.678980000	2336.8	18.0	196.8	9	0.9	
T	2018-04-30 09:26:35	-21.224005000	55.678966667	2336.8	16.5	198.4	9	0.9	
T	2018-04-30 09:26:36	-21.224045000	55.678951667	2336.9	16.1	201.6	9	0.9	
T	2018-04-30 09:26:37	-21.224081667	55.678935000	2337.0	16.2	203.1	9	0.9	
T	2018-04-30 09:26:38	-21.224118333	55.678916667	2337.1	15.4	204.2	9	0.9	
T	2018-04-30 09:26:39	-21.224153333	55.678900000	2337.2	14.3	204.1	9	0.9	
T	2018-04-30 09:26:40	-21.224185000	55.678885000	2337.3	13.4	200.6	9	0.9	
T	2018-04-30 09:26:41	-21.224215000	55.678875000	2337.4	12.3	194.8	9	0.9	
T	2018-04-30 09:26:42	-21.224243333	55.678868333	2337.6	9.8	188.7	9	0.9	
T	2018-04-30 09:26:43	-21.224266667	55.678865000	2337.7	9.4	183.7	9	0.9	
T	2018-04-30 09:26:44	-21.224288333	55.678863333	2337.9	7.8	181.8	9	0.9	
T	2018-04-30 09:26:45	-21.224303333	55.678860000	2338.3	4.6	211.5	9	0.9	
T	2018-04-30 09:26:46	-21.224313333	55.678850000	2338.5	6.1	225.9	9	0.9	
T	2018-04-30 09:26:47	-21.224321667	55.678836667	2338.7	6.9	241.0	9	0.9	
T	2018-04-30 09:26:48	-21.224328333	55.678816667	2338.8	7.7	256.0	9	0.9	
T	2018-04-30 09:26:49	-21.224331667	55.678795000	2338.9	9.2	263.4	9	0.9	
T	2018-04-30 09:26:50	-21.224333333	55.678770000	2339.0	9.2	267.8	9	0.9	
T	2018-04-30 09:26:51	-21.224333333	55.678746667	2339.0	7.5	274.2	9	0.9	
T	2018-04-30 09:26:52	-21.224333333	55.678728333	2339.1	6.7	273.1	9	0.9	
T	2018-04-30 09:26:53	-21.224330000	55.678710000	2339.1	6.7	278.3	9	0.9	
T	2018-04-30 09:26:54	-21.224328333	55.678691667	2339.1	6.9	277.9	9	0.9	
T	2018-04-30 09:26:55	-21.224326667	55.678671667	2339.2	6.9	277.3	9	0.9	
T	2018-04-30 09:26:56	-21.224323333	55.678653333	2339.3	6.8	278.7	9	0.9	
T	2018-04-30 09:26:57	-21.224321667	55.678635000	2339.3	7.1	274.5	9	0.9	
T	2018-04-30 09:26:58	-21.224320000	55.678615000	2339.3	7.7	272.6	9	0.9	
T	2018-04-30 09:26:59	-21.224318333	55.678591667	2339.3	9.1	273.6	9	0.9	
T	2018-04-30 09:27:00	-21.224318333	55.678565000	2339.3	10.5	273.1	9	0.9	
T	2018-04-30 09:27:01	-21.224316667	55.678535000	2339.3	11.3	271.8	9	0.9	
T	2018-04-30 09:27:02	-21.224316667	55.678503333	2339.2	12.6	271.0	9	0.9	
T	2018-04-30 09:27:03	-21.224315000	55.678468333	2339.1	12.5	271.1	9	0.9	
T	2018-04-30 09:27:04	-21.224315000	55.678433333	2339.1	12.8	273.0	9	0.9	
T	2018-04-30 09:27:05	-21.224313333	55.678398333	2339.0	13.2	271.1	9	0.9	
T	2018-04-30 09:27:06	-21.224311667	55.678361667	2338.9	13.5	273.0	9	0.9	
T	2018-04-30 09:27:07	-21.224310000	55.678325000	2338.8	13.9	272.8	9	0.9	
T	2018-04-30 09:27:08	-21.224310000	55.678286667	2338.8	14.5	270.8	9	0.9	
T	2018-04-30 09:27:09	-21.224310000	55.678245000	2338.7	16.0	269.1	9	0.9	
T	2018-04-30 09:27:10	-21.224311667	55.678200000	2338.6	17.8	267.3	9	0.9	
T	2018-04-30 09:27:11	-21.224315000	55.678151667	2338.5	18.1	265.2	9	0.9	
T	2018-04-30 09:27:12	-21.224320000	55.678100000	2338.5	19.6	263.4	9	0.9	
T	2018-04-30 09:27:13	-21.224326667	55.678045000	2338.4	21.4	259.3	9	0.9	
T	2018-04-30 09:27:14	-21.224340000	55.677986667	2338.3	22.7	256.2	9	0.9	
T	2018-04-30 09:27:15	-21.224355000	55.677925000	2338.2	24.0	253.4	9	0.9	
T	2018-04-30 09:27:16	-21.224375000	55.677863333	2338.1	23.9	250.4	9	0.9	
T	2018-04-30 09:27:17	-21.224395000	55.677803333	2337.9	23.1	248.4	9	0.9	
T	2018-04-30 09:27:18	-21.224418333	55.677746667	2337.8	22.3	246.8	9	0.9	
T	2018-04-30 09:27:19	-21.224440000	55.677693333	2337.6	21.6	244.4	9	0.9	
T	2018-04-30 09:27:20	-21.224465000	55.677641667	2337.4	20.8	242.1	9	0.9	
T	2018-04-30 09:27:21	-21.224490000	55.677593333	2337.3	19.8	242.0	9	0.9	
T	2018-04-30 09:27:22	-21.224511667	55.677546667	2337.2	18.9	242.0	9	0.9	
T	2018-04-30 09:27:23	-21.224535000	55.677503333	2337.1	17.6	241.3	9	0.9	
T	2018-04-30 09:27:24	-21.224555000	55.677465000	2337.0	15.4	241.4	9	0.9	
T	2018-04-30 09:27:25	-21.224573333	55.677428333	2337.0	14.7	240.7	9	0.9	
T	2018-04-30 09:27:26	-21.224591667	55.677395000	2336.9	14.3	240.9	9	0.9	
T	2018-04-30 09:27:27	-21.224608333	55.677361667	2336.9	14.1	241.4	9	0.9	
